"Country","Variant","Year","value","Year_low","Year_high","Year_mid"
"Burundi","Medium variant","2020-2025",2329.38,2020,2025,2022.5
"Comoros","Medium variant","2020-2025",137.061,2020,2025,2022.5
"Djibouti","Medium variant","2020-2025",99.469,2020,2025,2022.5
"Eritrea","Medium variant","2020-2025",521.189,2020,2025,2022.5
"Ethiopia","Medium variant","2020-2025",18513.46,2020,2025,2022.5
"Kenya","Medium variant","2020-2025",7779.775,2020,2025,2022.5
"Madagascar","Medium variant","2020-2025",4650.814,2020,2025,2022.5
"Malawi","Medium variant","2020-2025",3369.433,2020,2025,2022.5
"Mauritius","Medium variant","2020-2025",62.95,2020,2025,2022.5
"Mayotte","Medium variant","2020-2025",38.146,2020,2025,2022.5
"Mozambique","Medium variant","2020-2025",6033.881,2020,2025,2022.5
"Réunion","Medium variant","2020-2025",63.875,2020,2025,2022.5
"Rwanda","Medium variant","2020-2025",2007.585,2020,2025,2022.5
"Seychelles","Medium variant","2020-2025",7.479,2020,2025,2022.5
"Somalia","Medium variant","2020-2025",3503.012,2020,2025,2022.5
"South Sudan","Medium variant","2020-2025",1975.317,2020,2025,2022.5
"Uganda","Medium variant","2020-2025",8611.077,2020,2025,2022.5
"United Republic of Tanzania","Medium variant","2020-2025",11305.515,2020,2025,2022.5
"Zambia","Medium variant","2020-2025",3454.299,2020,2025,2022.5
"Zimbabwe","Medium variant","2020-2025",2144.053,2020,2025,2022.5
"Angola","Medium variant","2020-2025",6940.19,2020,2025,2022.5
"Cameroon","Medium variant","2020-2025",4717.374,2020,2025,2022.5
"Central African Republic","Medium variant","2020-2025",876.763,2020,2025,2022.5
"Chad","Medium variant","2020-2025",3530.96,2020,2025,2022.5
"Congo","Medium variant","2020-2025",917.255,2020,2025,2022.5
"Democratic Republic of the Congo","Medium variant","2020-2025",18810.591,2020,2025,2022.5
"Equatorial Guinea","Medium variant","2020-2025",238.356,2020,2025,2022.5
"Gabon","Medium variant","2020-2025",333.249,2020,2025,2022.5
"Sao Tome and Principe","Medium variant","2020-2025",34.732,2020,2025,2022.5
"Botswana","Medium variant","2020-2025",273.934,2020,2025,2022.5
"Eswatini","Medium variant","2020-2025",144.11,2020,2025,2022.5
"Lesotho","Medium variant","2020-2025",271.813,2020,2025,2022.5
"Namibia","Medium variant","2020-2025",351.049,2020,2025,2022.5
"South Africa","Medium variant","2020-2025",5798.396,2020,2025,2022.5
"Benin","Medium variant","2020-2025",2241.275,2020,2025,2022.5
"Burkina Faso","Medium variant","2020-2025",4029.135,2020,2025,2022.5
"Cabo Verde","Medium variant","2020-2025",50.19,2020,2025,2022.5
"Côte d'Ivoire","Medium variant","2020-2025",4831.462,2020,2025,2022.5
"Gambia","Medium variant","2020-2025",471.407,2020,2025,2022.5
"Ghana","Medium variant","2020-2025",4535.311,2020,2025,2022.5
"Guinea","Medium variant","2020-2025",2431.992,2020,2025,2022.5
"Guinea-Bissau","Medium variant","2020-2025",341.46,2020,2025,2022.5
"Liberia","Medium variant","2020-2025",849.588,2020,2025,2022.5
"Mali","Medium variant","2020-2025",4309.099,2020,2025,2022.5
"Mauritania","Medium variant","2020-2025",791.675,2020,2025,2022.5
"Niger","Medium variant","2020-2025",5895.999,2020,2025,2022.5
"Nigeria","Medium variant","2020-2025",39582.464,2020,2025,2022.5
"Senegal","Medium variant","2020-2025",2886.386,2020,2025,2022.5
"Sierra Leone","Medium variant","2020-2025",1303.561,2020,2025,2022.5
"Togo","Medium variant","2020-2025",1386.651,2020,2025,2022.5
"Algeria","Medium variant","2020-2025",4666.982,2020,2025,2022.5
"Egypt","Medium variant","2020-2025",12648.393,2020,2025,2022.5
"Libya","Medium variant","2020-2025",590.945,2020,2025,2022.5
"Morocco","Medium variant","2020-2025",3271.88,2020,2025,2022.5
"Sudan","Medium variant","2020-2025",7158.144,2020,2025,2022.5
"Tunisia","Medium variant","2020-2025",928.987,2020,2025,2022.5
"Western Sahara","Medium variant","2020-2025",58.885,2020,2025,2022.5
"Armenia","Medium variant","2020-2025",182.909,2020,2025,2022.5
"Azerbaijan","Medium variant","2020-2025",719.372,2020,2025,2022.5
"Bahrain","Medium variant","2020-2025",111.265,2020,2025,2022.5
"Cyprus","Medium variant","2020-2025",57.752,2020,2025,2022.5
"Georgia","Medium variant","2020-2025",241.333,2020,2025,2022.5
"Iraq","Medium variant","2020-2025",5865.562,2020,2025,2022.5
"Israel","Medium variant","2020-2025",851.84,2020,2025,2022.5
"Jordan","Medium variant","2020-2025",1062.117,2020,2025,2022.5
"Kuwait","Medium variant","2020-2025",249.187,2020,2025,2022.5
"Lebanon","Medium variant","2020-2025",544.751,2020,2025,2022.5
"Oman","Medium variant","2020-2025",422.269,2020,2025,2022.5
"Qatar","Medium variant","2020-2025",132.526,2020,2025,2022.5
"Saudi Arabia","Medium variant","2020-2025",2828.437,2020,2025,2022.5
"State of Palestine","Medium variant","2020-2025",735.356,2020,2025,2022.5
"Syrian Arab Republic","Medium variant","2020-2025",2158.379,2020,2025,2022.5
"Turkey","Medium variant","2020-2025",6368.809,2020,2025,2022.5
"United Arab Emirates","Medium variant","2020-2025",501.785,2020,2025,2022.5
"Yemen","Medium variant","2020-2025",4397.845,2020,2025,2022.5
"Kazakhstan","Medium variant","2020-2025",1719.224,2020,2025,2022.5
"Kyrgyzstan","Medium variant","2020-2025",731.774,2020,2025,2022.5
"Tajikistan","Medium variant","2020-2025",1356.382,2020,2025,2022.5
"Turkmenistan","Medium variant","2020-2025",647.667,2020,2025,2022.5
"Uzbekistan","Medium variant","2020-2025",3208.522,2020,2025,2022.5
"Afghanistan","Medium variant","2020-2025",6118.618,2020,2025,2022.5
"Bangladesh","Medium variant","2020-2025",14110.907,2020,2025,2022.5
"Bhutan","Medium variant","2020-2025",62.394,2020,2025,2022.5
"India","Medium variant","2020-2025",119706.518,2020,2025,2022.5
"Iran (Islamic Republic of)","Medium variant","2020-2025",7060.548,2020,2025,2022.5
"Maldives","Medium variant","2020-2025",32.116,2020,2025,2022.5
"Nepal","Medium variant","2020-2025",2797.685,2020,2025,2022.5
"Pakistan","Medium variant","2020-2025",30151.909,2020,2025,2022.5
"Sri Lanka","Medium variant","2020-2025",1570.517,2020,2025,2022.5
"China","Medium variant","2020-2025",77100.153,2020,2025,2022.5
"China, Hong Kong SAR","Medium variant","2020-2025",411.66,2020,2025,2022.5
"China, Macao SAR","Medium variant","2020-2025",34.142,2020,2025,2022.5
"China, Taiwan Province of China","Medium variant","2020-2025",1001.741,2020,2025,2022.5
"Dem. People's Republic of Korea","Medium variant","2020-2025",1760.143,2020,2025,2022.5
"Japan","Medium variant","2020-2025",4391.359,2020,2025,2022.5
"Mongolia","Medium variant","2020-2025",348.831,2020,2025,2022.5
"Republic of Korea","Medium variant","2020-2025",1736.309,2020,2025,2022.5
"Brunei Darussalam","Medium variant","2020-2025",29.772,2020,2025,2022.5
"Cambodia","Medium variant","2020-2025",1760.78,2020,2025,2022.5
"Indonesia","Medium variant","2020-2025",23569.127,2020,2025,2022.5
"Lao People's Democratic Republic","Medium variant","2020-2025",806.995,2020,2025,2022.5
"Malaysia","Medium variant","2020-2025",2647.388,2020,2025,2022.5
"Myanmar","Medium variant","2020-2025",4658.915,2020,2025,2022.5
"Philippines","Medium variant","2020-2025",11082.532,2020,2025,2022.5
"Singapore","Medium variant","2020-2025",248.612,2020,2025,2022.5
"Thailand","Medium variant","2020-2025",3339.41,2020,2025,2022.5
"Timor-Leste","Medium variant","2020-2025",193.004,2020,2025,2022.5
"Viet Nam","Medium variant","2020-2025",7511.721,2020,2025,2022.5
"Antigua and Barbuda","Medium variant","2020-2025",7.119,2020,2025,2022.5
"Aruba","Medium variant","2020-2025",6.451,2020,2025,2022.5
"Bahamas","Medium variant","2020-2025",27.222,2020,2025,2022.5
"Barbados","Medium variant","2020-2025",15.208,2020,2025,2022.5
"Cuba","Medium variant","2020-2025",531.205,2020,2025,2022.5
"Curaçao","Medium variant","2020-2025",8.814,2020,2025,2022.5
"Dominican Republic","Medium variant","2020-2025",998.101,2020,2025,2022.5
"Grenada","Medium variant","2020-2025",8.553,2020,2025,2022.5
"Guadeloupe","Medium variant","2020-2025",22.693,2020,2025,2022.5
"Haiti","Medium variant","2020-2025",1332.078,2020,2025,2022.5
"Jamaica","Medium variant","2020-2025",225.713,2020,2025,2022.5
"Martinique","Medium variant","2020-2025",17.882,2020,2025,2022.5
"Puerto Rico","Medium variant","2020-2025",94.505,2020,2025,2022.5
"Saint Lucia","Medium variant","2020-2025",10.301,2020,2025,2022.5
"Saint Vincent and the Grenadines","Medium variant","2020-2025",7.579,2020,2025,2022.5
"Trinidad and Tobago","Medium variant","2020-2025",80.685,2020,2025,2022.5
"United States Virgin Islands","Medium variant","2020-2025",5.783,2020,2025,2022.5
"Belize","Medium variant","2020-2025",40.787,2020,2025,2022.5
"Costa Rica","Medium variant","2020-2025",329.978,2020,2025,2022.5
"El Salvador","Medium variant","2020-2025",562.966,2020,2025,2022.5
"Guatemala","Medium variant","2020-2025",2151.785,2020,2025,2022.5
"Honduras","Medium variant","2020-2025",1046.238,2020,2025,2022.5
"Mexico","Medium variant","2020-2025",10785.969,2020,2025,2022.5
"Nicaragua","Medium variant","2020-2025",638.886,2020,2025,2022.5
"Panama","Medium variant","2020-2025",400.195,2020,2025,2022.5
"Argentina","Medium variant","2020-2025",3735.244,2020,2025,2022.5
"Bolivia (Plurinational State of)","Medium variant","2020-2025",1244.076,2020,2025,2022.5
"Brazil","Medium variant","2020-2025",13816.602,2020,2025,2022.5
"Chile","Medium variant","2020-2025",1117.419,2020,2025,2022.5
"Colombia","Medium variant","2020-2025",3542.571,2020,2025,2022.5
"Ecuador","Medium variant","2020-2025",1680.404,2020,2025,2022.5
"French Guiana","Medium variant","2020-2025",37.705,2020,2025,2022.5
"Guyana","Medium variant","2020-2025",74.876,2020,2025,2022.5
"Paraguay","Medium variant","2020-2025",712.764,2020,2025,2022.5
"Peru","Medium variant","2020-2025",2858.342,2020,2025,2022.5
"Suriname","Medium variant","2020-2025",52.311,2020,2025,2022.5
"Uruguay","Medium variant","2020-2025",232.293,2020,2025,2022.5
"Venezuela (Bolivarian Republic of)","Medium variant","2020-2025",2518.091,2020,2025,2022.5
"Australia","Medium variant","2020-2025",1582.468,2020,2025,2022.5
"New Zealand","Medium variant","2020-2025",299.887,2020,2025,2022.5
"Fiji","Medium variant","2020-2025",89.757,2020,2025,2022.5
"New Caledonia","Medium variant","2020-2025",19.771,2020,2025,2022.5
"Papua New Guinea","Medium variant","2020-2025",1214.282,2020,2025,2022.5
"Solomon Islands","Medium variant","2020-2025",109.987,2020,2025,2022.5
"Vanuatu","Medium variant","2020-2025",45.256,2020,2025,2022.5
"Guam","Medium variant","2020-2025",13.838,2020,2025,2022.5
"Kiribati","Medium variant","2020-2025",16.063,2020,2025,2022.5
"Micronesia (Fed. States of)","Medium variant","2020-2025",13.176,2020,2025,2022.5
"French Polynesia","Medium variant","2020-2025",19.352,2020,2025,2022.5
"Samoa","Medium variant","2020-2025",23.843,2020,2025,2022.5
"Tonga","Medium variant","2020-2025",12.582,2020,2025,2022.5
"Belarus","Medium variant","2020-2025",512.922,2020,2025,2022.5
"Bulgaria","Medium variant","2020-2025",294.975,2020,2025,2022.5
"Czechia","Medium variant","2020-2025",520.836,2020,2025,2022.5
"Hungary","Medium variant","2020-2025",444.827,2020,2025,2022.5
"Poland","Medium variant","2020-2025",1724.685,2020,2025,2022.5
"Republic of Moldova","Medium variant","2020-2025",187.453,2020,2025,2022.5
"Romania","Medium variant","2020-2025",882.96,2020,2025,2022.5
"Russian Federation","Medium variant","2020-2025",8243.46,2020,2025,2022.5
"Slovakia","Medium variant","2020-2025",267.641,2020,2025,2022.5
"Ukraine","Medium variant","2020-2025",1854.513,2020,2025,2022.5
"Channel Islands","Medium variant","2020-2025",8.666,2020,2025,2022.5
"Denmark","Medium variant","2020-2025",325.914,2020,2025,2022.5
"Estonia","Medium variant","2020-2025",65.161,2020,2025,2022.5
"Finland","Medium variant","2020-2025",238.361,2020,2025,2022.5
"Iceland","Medium variant","2020-2025",19.955,2020,2025,2022.5
"Ireland","Medium variant","2020-2025",284.768,2020,2025,2022.5
"Latvia","Medium variant","2020-2025",90.187,2020,2025,2022.5
"Lithuania","Medium variant","2020-2025",130.668,2020,2025,2022.5
"Norway","Medium variant","2020-2025",308.665,2020,2025,2022.5
"Sweden","Medium variant","2020-2025",600.841,2020,2025,2022.5
"United Kingdom","Medium variant","2020-2025",3863.409,2020,2025,2022.5
"Albania","Medium variant","2020-2025",157.078,2020,2025,2022.5
"Bosnia and Herzegovina","Medium variant","2020-2025",121.063,2020,2025,2022.5
"Croatia","Medium variant","2020-2025",168.399,2020,2025,2022.5
"Greece","Medium variant","2020-2025",356.534,2020,2025,2022.5
"Italy","Medium variant","2020-2025",2116.837,2020,2025,2022.5
"Malta","Medium variant","2020-2025",21.563,2020,2025,2022.5
"Montenegro","Medium variant","2020-2025",35.472,2020,2025,2022.5
"North Macedonia","Medium variant","2020-2025",104.287,2020,2025,2022.5
"Portugal","Medium variant","2020-2025",388.169,2020,2025,2022.5
"Serbia","Medium variant","2020-2025",390.352,2020,2025,2022.5
"Slovenia","Medium variant","2020-2025",92.723,2020,2025,2022.5
"Spain","Medium variant","2020-2025",1840.739,2020,2025,2022.5
"Austria","Medium variant","2020-2025",450.243,2020,2025,2022.5
"Belgium","Medium variant","2020-2025",618.15,2020,2025,2022.5
"France","Medium variant","2020-2025",3583.225,2020,2025,2022.5
"Germany","Medium variant","2020-2025",3920.263,2020,2025,2022.5
"Luxembourg","Medium variant","2020-2025",32.927,2020,2025,2022.5
"Netherlands","Medium variant","2020-2025",877.016,2020,2025,2022.5
"Switzerland","Medium variant","2020-2025",443.404,2020,2025,2022.5
"Canada","Medium variant","2020-2025",1940.62,2020,2025,2022.5
"United States of America","Medium variant","2020-2025",20180.171,2020,2025,2022.5
"Burundi","Medium variant","2025-2030",2491.513,2025,2030,2027.5
"Comoros","Medium variant","2025-2030",142.088,2025,2030,2027.5
"Djibouti","Medium variant","2025-2030",94.882,2025,2030,2027.5
"Eritrea","Medium variant","2025-2030",546.484,2025,2030,2027.5
"Ethiopia","Medium variant","2025-2030",19049.721,2025,2030,2027.5
"Kenya","Medium variant","2025-2030",8195.627,2025,2030,2027.5
"Madagascar","Medium variant","2025-2030",4992.18,2025,2030,2027.5
"Malawi","Medium variant","2025-2030",3648.501,2025,2030,2027.5
"Mauritius","Medium variant","2025-2030",61.251,2025,2030,2027.5
"Mayotte","Medium variant","2025-2030",40.636,2025,2030,2027.5
"Mozambique","Medium variant","2025-2030",6536.696,2025,2030,2027.5
"Réunion","Medium variant","2025-2030",63.642,2025,2030,2027.5
"Rwanda","Medium variant","2025-2030",2066.452,2025,2030,2027.5
"Seychelles","Medium variant","2025-2030",7.099,2025,2030,2027.5
"Somalia","Medium variant","2025-2030",3896.196,2025,2030,2027.5
"South Sudan","Medium variant","2025-2030",2069.909,2025,2030,2027.5
"Uganda","Medium variant","2025-2030",8989.586,2025,2030,2027.5
"United Republic of Tanzania","Medium variant","2025-2030",12461.257,2025,2030,2027.5
"Zambia","Medium variant","2025-2030",3803.728,2025,2030,2027.5
"Zimbabwe","Medium variant","2025-2030",2201.996,2025,2030,2027.5
"Angola","Medium variant","2025-2030",7769.262,2025,2030,2027.5
"Cameroon","Medium variant","2025-2030",5021.613,2025,2030,2027.5
"Central African Republic","Medium variant","2025-2030",935.676,2025,2030,2027.5
"Chad","Medium variant","2025-2030",3800.625,2025,2030,2027.5
"Congo","Medium variant","2025-2030",1000.534,2025,2030,2027.5
"Democratic Republic of the Congo","Medium variant","2025-2030",20514.035,2025,2030,2027.5
"Equatorial Guinea","Medium variant","2025-2030",258.061,2025,2030,2027.5
"Gabon","Medium variant","2025-2030",333.56,2025,2030,2027.5
"Sao Tome and Principe","Medium variant","2025-2030",37.399,2025,2030,2027.5
"Botswana","Medium variant","2025-2030",273.691,2025,2030,2027.5
"Eswatini","Medium variant","2025-2030",144.113,2025,2030,2027.5
"Lesotho","Medium variant","2025-2030",261.226,2025,2030,2027.5
"Namibia","Medium variant","2025-2030",352.642,2025,2030,2027.5
"South Africa","Medium variant","2025-2030",5716.605,2025,2030,2027.5
"Benin","Medium variant","2025-2030",2424.222,2025,2030,2027.5
"Burkina Faso","Medium variant","2025-2030",4364.798,2025,2030,2027.5
"Cabo Verde","Medium variant","2025-2030",46.95,2025,2030,2027.5
"Côte d'Ivoire","Medium variant","2025-2030",5199.252,2025,2030,2027.5
"Gambia","Medium variant","2025-2030",502.056,2025,2030,2027.5
"Ghana","Medium variant","2025-2030",4712.081,2025,2030,2027.5
"Guinea","Medium variant","2025-2030",2598.962,2025,2030,2027.5
"Guinea-Bissau","Medium variant","2025-2030",355.864,2025,2030,2027.5
"Liberia","Medium variant","2025-2030",905.652,2025,2030,2027.5
"Mali","Medium variant","2025-2030",4720.338,2025,2030,2027.5
"Mauritania","Medium variant","2025-2030",846.999,2025,2030,2027.5
"Niger","Medium variant","2025-2030",6753.934,2025,2030,2027.5
"Nigeria","Medium variant","2025-2030",42575.119,2025,2030,2027.5
"Senegal","Medium variant","2025-2030",3081.767,2025,2030,2027.5
"Sierra Leone","Medium variant","2025-2030",1323.937,2025,2030,2027.5
"Togo","Medium variant","2025-2030",1490.843,2025,2030,2027.5
"Algeria","Medium variant","2025-2030",4215.817,2025,2030,2027.5
"Egypt","Medium variant","2025-2030",12633.69,2025,2030,2027.5
"Libya","Medium variant","2025-2030",554.974,2025,2030,2027.5
"Morocco","Medium variant","2025-2030",3143.381,2025,2030,2027.5
"Sudan","Medium variant","2025-2030",7679.142,2025,2030,2027.5
"Tunisia","Medium variant","2025-2030",840.443,2025,2030,2027.5
"Western Sahara","Medium variant","2025-2030",59.793,2025,2030,2027.5
"Armenia","Medium variant","2025-2030",160.677,2025,2030,2027.5
"Azerbaijan","Medium variant","2025-2030",649.351,2025,2030,2027.5
"Bahrain","Medium variant","2025-2030",112.039,2025,2030,2027.5
"Cyprus","Medium variant","2025-2030",54.977,2025,2030,2027.5
"Georgia","Medium variant","2025-2030",220.536,2025,2030,2027.5
"Iraq","Medium variant","2025-2030",6182.442,2025,2030,2027.5
"Israel","Medium variant","2025-2030",869.004,2025,2030,2027.5
"Jordan","Medium variant","2025-2030",1016.706,2025,2030,2027.5
"Kuwait","Medium variant","2025-2030",256.574,2025,2030,2027.5
"Lebanon","Medium variant","2025-2030",463.981,2025,2030,2027.5
"Oman","Medium variant","2025-2030",379.638,2025,2030,2027.5
"Qatar","Medium variant","2025-2030",130.577,2025,2030,2027.5
"Saudi Arabia","Medium variant","2025-2030",2592.254,2025,2030,2027.5
"State of Palestine","Medium variant","2025-2030",753.533,2025,2030,2027.5
"Syrian Arab Republic","Medium variant","2025-2030",2269.506,2025,2030,2027.5
"Turkey","Medium variant","2025-2030",6091.027,2025,2030,2027.5
"United Arab Emirates","Medium variant","2025-2030",489.683,2025,2030,2027.5
"Yemen","Medium variant","2025-2030",4409.663,2025,2030,2027.5
"Kazakhstan","Medium variant","2025-2030",1622.954,2025,2030,2027.5
"Kyrgyzstan","Medium variant","2025-2030",704.204,2025,2030,2027.5
"Tajikistan","Medium variant","2025-2030",1349.018,2025,2030,2027.5
"Turkmenistan","Medium variant","2025-2030",607.988,2025,2030,2027.5
"Uzbekistan","Medium variant","2025-2030",2991.482,2025,2030,2027.5
"Afghanistan","Medium variant","2025-2030",6156.694,2025,2030,2027.5
"Bangladesh","Medium variant","2025-2030",13219.463,2025,2030,2027.5
"Bhutan","Medium variant","2025-2030",57.467,2025,2030,2027.5
"India","Medium variant","2025-2030",117610.423,2025,2030,2027.5
"Iran (Islamic Republic of)","Medium variant","2025-2030",6375.503,2025,2030,2027.5
"Maldives","Medium variant","2025-2030",27.804,2025,2030,2027.5
"Nepal","Medium variant","2025-2030",2578.231,2025,2030,2027.5
"Pakistan","Medium variant","2025-2030",29959.143,2025,2030,2027.5
"Sri Lanka","Medium variant","2025-2030",1508.85,2025,2030,2027.5
"China","Medium variant","2025-2030",71651.553,2025,2030,2027.5
"China, Hong Kong SAR","Medium variant","2025-2030",385.423,2025,2030,2027.5
"China, Macao SAR","Medium variant","2025-2030",30.631,2025,2030,2027.5
"China, Taiwan Province of China","Medium variant","2025-2030",990.352,2025,2030,2027.5
"Dem. People's Republic of Korea","Medium variant","2025-2030",1701.64,2025,2030,2027.5
"Japan","Medium variant","2025-2030",4234.325,2025,2030,2027.5
"Mongolia","Medium variant","2025-2030",327.236,2025,2030,2027.5
"Republic of Korea","Medium variant","2025-2030",1701.261,2025,2030,2027.5
"Brunei Darussalam","Medium variant","2025-2030",27.909,2025,2030,2027.5
"Cambodia","Medium variant","2025-2030",1700.202,2025,2030,2027.5
"Indonesia","Medium variant","2025-2030",23116.749,2025,2030,2027.5
"Lao People's Democratic Republic","Medium variant","2025-2030",773.297,2025,2030,2027.5
"Malaysia","Medium variant","2025-2030",2556.695,2025,2030,2027.5
"Myanmar","Medium variant","2025-2030",4598.291,2025,2030,2027.5
"Philippines","Medium variant","2025-2030",11169.759,2025,2030,2027.5
"Singapore","Medium variant","2025-2030",239.349,2025,2030,2027.5
"Thailand","Medium variant","2025-2030",3118.158,2025,2030,2027.5
"Timor-Leste","Medium variant","2025-2030",194.544,2025,2030,2027.5
"Viet Nam","Medium variant","2025-2030",7092.327,2025,2030,2027.5
"Antigua and Barbuda","Medium variant","2025-2030",6.841,2025,2030,2027.5
"Aruba","Medium variant","2025-2030",6.678,2025,2030,2027.5
"Bahamas","Medium variant","2025-2030",27.272,2025,2030,2027.5
"Barbados","Medium variant","2025-2030",15.132,2025,2030,2027.5
"Cuba","Medium variant","2025-2030",494.605,2025,2030,2027.5
"Curaçao","Medium variant","2025-2030",8.951,2025,2030,2027.5
"Dominican Republic","Medium variant","2025-2030",950.717,2025,2030,2027.5
"Grenada","Medium variant","2025-2030",7.689,2025,2030,2027.5
"Guadeloupe","Medium variant","2025-2030",24,2025,2030,2027.5
"Haiti","Medium variant","2025-2030",1298.05,2025,2030,2027.5
"Jamaica","Medium variant","2025-2030",210.201,2025,2030,2027.5
"Martinique","Medium variant","2025-2030",18.616,2025,2030,2027.5
"Puerto Rico","Medium variant","2025-2030",106.706,2025,2030,2027.5
"Saint Lucia","Medium variant","2025-2030",9.342,2025,2030,2027.5
"Saint Vincent and the Grenadines","Medium variant","2025-2030",7.199,2025,2030,2027.5
"Trinidad and Tobago","Medium variant","2025-2030",74.6,2025,2030,2027.5
"United States Virgin Islands","Medium variant","2025-2030",5.525,2025,2030,2027.5
"Belize","Medium variant","2025-2030",40.465,2025,2030,2027.5
"Costa Rica","Medium variant","2025-2030",308.588,2025,2030,2027.5
"El Salvador","Medium variant","2025-2030",523.911,2025,2030,2027.5
"Guatemala","Medium variant","2025-2030",2152.899,2025,2030,2027.5
"Honduras","Medium variant","2025-2030",1032.336,2025,2030,2027.5
"Mexico","Medium variant","2025-2030",10375.123,2025,2030,2027.5
"Nicaragua","Medium variant","2025-2030",614.896,2025,2030,2027.5
"Panama","Medium variant","2025-2030",400.858,2025,2030,2027.5
"Argentina","Medium variant","2025-2030",3694.839,2025,2030,2027.5
"Bolivia (Plurinational State of)","Medium variant","2025-2030",1244.704,2025,2030,2027.5
"Brazil","Medium variant","2025-2030",12926.031,2025,2030,2027.5
"Chile","Medium variant","2025-2030",1047.254,2025,2030,2027.5
"Colombia","Medium variant","2025-2030",3292.574,2025,2030,2027.5
"Ecuador","Medium variant","2025-2030",1641.498,2025,2030,2027.5
"French Guiana","Medium variant","2025-2030",40.042,2025,2030,2027.5
"Guyana","Medium variant","2025-2030",70.881,2025,2030,2027.5
"Paraguay","Medium variant","2025-2030",695.975,2025,2030,2027.5
"Peru","Medium variant","2025-2030",2721.332,2025,2030,2027.5
"Suriname","Medium variant","2025-2030",50.982,2025,2030,2027.5
"Uruguay","Medium variant","2025-2030",225.02,2025,2030,2027.5
"Venezuela (Bolivarian Republic of)","Medium variant","2025-2030",2681.929,2025,2030,2027.5
"Australia","Medium variant","2025-2030",1562.717,2025,2030,2027.5
"New Zealand","Medium variant","2025-2030",298.446,2025,2030,2027.5
"Fiji","Medium variant","2025-2030",87.056,2025,2030,2027.5
"New Caledonia","Medium variant","2025-2030",19.853,2025,2030,2027.5
"Papua New Guinea","Medium variant","2025-2030",1264.693,2025,2030,2027.5
"Solomon Islands","Medium variant","2025-2030",116.649,2025,2030,2027.5
"Vanuatu","Medium variant","2025-2030",47.879,2025,2030,2027.5
"Guam","Medium variant","2025-2030",13.634,2025,2030,2027.5
"Kiribati","Medium variant","2025-2030",15.82,2025,2030,2027.5
"Micronesia (Fed. States of)","Medium variant","2025-2030",13.175,2025,2030,2027.5
"French Polynesia","Medium variant","2025-2030",18.474,2025,2030,2027.5
"Samoa","Medium variant","2025-2030",24.451,2025,2030,2027.5
"Tonga","Medium variant","2025-2030",12.891,2025,2030,2027.5
"Belarus","Medium variant","2025-2030",454.944,2025,2030,2027.5
"Bulgaria","Medium variant","2025-2030",277.638,2025,2030,2027.5
"Czechia","Medium variant","2025-2030",490.164,2025,2030,2027.5
"Hungary","Medium variant","2025-2030",428.131,2025,2030,2027.5
"Poland","Medium variant","2025-2030",1562.911,2025,2030,2027.5
"Republic of Moldova","Medium variant","2025-2030",167.082,2025,2030,2027.5
"Romania","Medium variant","2025-2030",840.91,2025,2030,2027.5
"Russian Federation","Medium variant","2025-2030",7374.647,2025,2030,2027.5
"Slovakia","Medium variant","2025-2030",247.744,2025,2030,2027.5
"Ukraine","Medium variant","2025-2030",1712.023,2025,2030,2027.5
"Channel Islands","Medium variant","2025-2030",8.73,2025,2030,2027.5
"Denmark","Medium variant","2025-2030",336.773,2025,2030,2027.5
"Estonia","Medium variant","2025-2030",59.043,2025,2030,2027.5
"Finland","Medium variant","2025-2030",236.41,2025,2030,2027.5
"Iceland","Medium variant","2025-2030",19.481,2025,2030,2027.5
"Ireland","Medium variant","2025-2030",269.718,2025,2030,2027.5
"Latvia","Medium variant","2025-2030",76.969,2025,2030,2027.5
"Lithuania","Medium variant","2025-2030",113.548,2025,2030,2027.5
"Norway","Medium variant","2025-2030",317.779,2025,2030,2027.5
"Sweden","Medium variant","2025-2030",583.904,2025,2030,2027.5
"United Kingdom","Medium variant","2025-2030",3768.547,2025,2030,2027.5
"Albania","Medium variant","2025-2030",135.125,2025,2030,2027.5
"Bosnia and Herzegovina","Medium variant","2025-2030",114.533,2025,2030,2027.5
"Croatia","Medium variant","2025-2030",157.35,2025,2030,2027.5
"Greece","Medium variant","2025-2030",332.706,2025,2030,2027.5
"Italy","Medium variant","2025-2030",2076.682,2025,2030,2027.5
"Malta","Medium variant","2025-2030",20.578,2025,2030,2027.5
"Montenegro","Medium variant","2025-2030",33.82,2025,2030,2027.5
"North Macedonia","Medium variant","2025-2030",96.142,2025,2030,2027.5
"Portugal","Medium variant","2025-2030",384.431,2025,2030,2027.5
"Serbia","Medium variant","2025-2030",363.958,2025,2030,2027.5
"Slovenia","Medium variant","2025-2030",86.014,2025,2030,2027.5
"Spain","Medium variant","2025-2030",1745.76,2025,2030,2027.5
"Austria","Medium variant","2025-2030",436.983,2025,2030,2027.5
"Belgium","Medium variant","2025-2030",604.237,2025,2030,2027.5
"France","Medium variant","2025-2030",3535.079,2025,2030,2027.5
"Germany","Medium variant","2025-2030",3798.188,2025,2030,2027.5
"Luxembourg","Medium variant","2025-2030",33.312,2025,2030,2027.5
"Netherlands","Medium variant","2025-2030",879.062,2025,2030,2027.5
"Switzerland","Medium variant","2025-2030",436.891,2025,2030,2027.5
"Canada","Medium variant","2025-2030",1952.198,2025,2030,2027.5
