"Country","Variant","Year","value","Year_low","Year_high","Year_mid"
"United States of America","Medium variant","2035-2040",81.695,2035,2040,2037.5
"Burundi","Medium variant","2040-2045",68.155,2040,2045,2042.5
"Comoros","Medium variant","2040-2045",68.271,2040,2045,2042.5
"Djibouti","Medium variant","2040-2045",71.906,2040,2045,2042.5
"Eritrea","Medium variant","2040-2045",72.228,2040,2045,2042.5
"Ethiopia","Medium variant","2040-2045",72.838,2040,2045,2042.5
"Kenya","Medium variant","2040-2045",71.376,2040,2045,2042.5
"Madagascar","Medium variant","2040-2045",73.03,2040,2045,2042.5
"Malawi","Medium variant","2040-2045",71.62,2040,2045,2042.5
"Mauritius","Medium variant","2040-2045",78.524,2040,2045,2042.5
"Mayotte","Medium variant","2040-2045",83.826,2040,2045,2042.5
"Mozambique","Medium variant","2040-2045",68.404,2040,2045,2042.5
"Réunion","Medium variant","2040-2045",84.65,2040,2045,2042.5
"Rwanda","Medium variant","2040-2045",74.526,2040,2045,2042.5
"Seychelles","Medium variant","2040-2045",76.716,2040,2045,2042.5
"Somalia","Medium variant","2040-2045",63.215,2040,2045,2042.5
"South Sudan","Medium variant","2040-2045",63.215,2040,2045,2042.5
"Uganda","Medium variant","2040-2045",69.383,2040,2045,2042.5
"United Republic of Tanzania","Medium variant","2040-2045",71.073,2040,2045,2042.5
"Zambia","Medium variant","2040-2045",69.206,2040,2045,2042.5
"Zimbabwe","Medium variant","2040-2045",66.721,2040,2045,2042.5
"Angola","Medium variant","2040-2045",67.341,2040,2045,2042.5
"Cameroon","Medium variant","2040-2045",65.409,2040,2045,2042.5
"Central African Republic","Medium variant","2040-2045",60.023,2040,2045,2042.5
"Chad","Medium variant","2040-2045",60.284,2040,2045,2042.5
"Congo","Medium variant","2040-2045",68.523,2040,2045,2042.5
"Democratic Republic of the Congo","Medium variant","2040-2045",66.152,2040,2045,2042.5
"Equatorial Guinea","Medium variant","2040-2045",64.815,2040,2045,2042.5
"Gabon","Medium variant","2040-2045",70.058,2040,2045,2042.5
"Sao Tome and Principe","Medium variant","2040-2045",74.339,2040,2045,2042.5
"Botswana","Medium variant","2040-2045",72.475,2040,2045,2042.5
"Eswatini","Medium variant","2040-2045",66.24,2040,2045,2042.5
"Lesotho","Medium variant","2040-2045",62.548,2040,2045,2042.5
"Namibia","Medium variant","2040-2045",69.649,2040,2045,2042.5
"South Africa","Medium variant","2040-2045",68.644,2040,2045,2042.5
"Benin","Medium variant","2040-2045",67.121,2040,2045,2042.5
"Burkina Faso","Medium variant","2040-2045",68.809,2040,2045,2042.5
"Cabo Verde","Medium variant","2040-2045",76.774,2040,2045,2042.5
"Côte d'Ivoire","Medium variant","2040-2045",62.877,2040,2045,2042.5
"Gambia","Medium variant","2040-2045",67.804,2040,2045,2042.5
"Ghana","Medium variant","2040-2045",68.953,2040,2045,2042.5
"Guinea","Medium variant","2040-2045",67.433,2040,2045,2042.5
"Guinea-Bissau","Medium variant","2040-2045",64.516,2040,2045,2042.5
"Liberia","Medium variant","2040-2045",69.112,2040,2045,2042.5
"Mali","Medium variant","2040-2045",65.507,2040,2045,2042.5
"Mauritania","Medium variant","2040-2045",68.568,2040,2045,2042.5
"Niger","Medium variant","2040-2045",68.913,2040,2045,2042.5
"Nigeria","Medium variant","2040-2045",61.347,2040,2045,2042.5
"Senegal","Medium variant","2040-2045",72.904,2040,2045,2042.5
"Sierra Leone","Medium variant","2040-2045",62.227,2040,2045,2042.5
"Togo","Medium variant","2040-2045",66.588,2040,2045,2042.5
"Algeria","Medium variant","2040-2045",80.803,2040,2045,2042.5
"Egypt","Medium variant","2040-2045",75.516,2040,2045,2042.5
"Libya","Medium variant","2040-2045",76.315,2040,2045,2042.5
"Morocco","Medium variant","2040-2045",81.199,2040,2045,2042.5
"Sudan","Medium variant","2040-2045",69.887,2040,2045,2042.5
"Tunisia","Medium variant","2040-2045",80.762,2040,2045,2042.5
"Western Sahara","Medium variant","2040-2045",74.827,2040,2045,2042.5
"Armenia","Medium variant","2040-2045",78.255,2040,2045,2042.5
"Azerbaijan","Medium variant","2040-2045",75.596,2040,2045,2042.5
"Bahrain","Medium variant","2040-2045",80.251,2040,2045,2042.5
"Cyprus","Medium variant","2040-2045",84.423,2040,2045,2042.5
"Georgia","Medium variant","2040-2045",77.079,2040,2045,2042.5
"Iraq","Medium variant","2040-2045",73.585,2040,2045,2042.5
"Israel","Medium variant","2040-2045",86.001,2040,2045,2042.5
"Jordan","Medium variant","2040-2045",77.649,2040,2045,2042.5
"Kuwait","Medium variant","2040-2045",78.14,2040,2045,2042.5
"Lebanon","Medium variant","2040-2045",82.589,2040,2045,2042.5
"Oman","Medium variant","2040-2045",82.338,2040,2045,2042.5
"Qatar","Medium variant","2040-2045",83.733,2040,2045,2042.5
"Saudi Arabia","Medium variant","2040-2045",78.566,2040,2045,2042.5
"State of Palestine","Medium variant","2040-2045",77.602,2040,2045,2042.5
"Syrian Arab Republic","Medium variant","2040-2045",80.083,2040,2045,2042.5
"Turkey","Medium variant","2040-2045",82.5,2040,2045,2042.5
"United Arab Emirates","Medium variant","2040-2045",81.266,2040,2045,2042.5
"Yemen","Medium variant","2040-2045",69.604,2040,2045,2042.5
"Kazakhstan","Medium variant","2040-2045",76.62,2040,2045,2042.5
"Kyrgyzstan","Medium variant","2040-2045",74.724,2040,2045,2042.5
"Tajikistan","Medium variant","2040-2045",75.117,2040,2045,2042.5
"Turkmenistan","Medium variant","2040-2045",70.999,2040,2045,2042.5
"Uzbekistan","Medium variant","2040-2045",74.154,2040,2045,2042.5
"Afghanistan","Medium variant","2040-2045",70.472,2040,2045,2042.5
"Bangladesh","Medium variant","2040-2045",77.958,2040,2045,2042.5
"Bhutan","Medium variant","2040-2045",76.791,2040,2045,2042.5
"India","Medium variant","2040-2045",73.885,2040,2045,2042.5
"Iran (Islamic Republic of)","Medium variant","2040-2045",80.773,2040,2045,2042.5
"Maldives","Medium variant","2040-2045",84.189,2040,2045,2042.5
"Nepal","Medium variant","2040-2045",75.736,2040,2045,2042.5
"Pakistan","Medium variant","2040-2045",70.496,2040,2045,2042.5
"Sri Lanka","Medium variant","2040-2045",80.85,2040,2045,2042.5
"China","Medium variant","2040-2045",80.733,2040,2045,2042.5
"China, Hong Kong SAR","Medium variant","2040-2045",87.934,2040,2045,2042.5
"China, Macao SAR","Medium variant","2040-2045",87.298,2040,2045,2042.5
"China, Taiwan Province of China","Medium variant","2040-2045",84.112,2040,2045,2042.5
"Dem. People's Republic of Korea","Medium variant","2040-2045",76.31,2040,2045,2042.5
"Japan","Medium variant","2040-2045",87.372,2040,2045,2042.5
"Mongolia","Medium variant","2040-2045",74.103,2040,2045,2042.5
"Republic of Korea","Medium variant","2040-2045",86.116,2040,2045,2042.5
"Brunei Darussalam","Medium variant","2040-2045",79.03,2040,2045,2042.5
"Cambodia","Medium variant","2040-2045",73.97,2040,2045,2042.5
"Indonesia","Medium variant","2040-2045",75.638,2040,2045,2042.5
"Lao People's Democratic Republic","Medium variant","2040-2045",73.084,2040,2045,2042.5
"Malaysia","Medium variant","2040-2045",79.478,2040,2045,2042.5
"Myanmar","Medium variant","2040-2045",70.962,2040,2045,2042.5
"Philippines","Medium variant","2040-2045",74.274,2040,2045,2042.5
"Singapore","Medium variant","2040-2045",86.462,2040,2045,2042.5
"Thailand","Medium variant","2040-2045",81.236,2040,2045,2042.5
"Timor-Leste","Medium variant","2040-2045",73.375,2040,2045,2042.5
"Viet Nam","Medium variant","2040-2045",78.715,2040,2045,2042.5
"Antigua and Barbuda","Medium variant","2040-2045",80.033,2040,2045,2042.5
"Aruba","Medium variant","2040-2045",79.568,2040,2045,2042.5
"Bahamas","Medium variant","2040-2045",76.586,2040,2045,2042.5
"Barbados","Medium variant","2040-2045",82.486,2040,2045,2042.5
"Cuba","Medium variant","2040-2045",82.462,2040,2045,2042.5
"Curaçao","Medium variant","2040-2045",82.565,2040,2045,2042.5
"Dominican Republic","Medium variant","2040-2045",77.858,2040,2045,2042.5
"Grenada","Medium variant","2040-2045",75.426,2040,2045,2042.5
"Guadeloupe","Medium variant","2040-2045",85.559,2040,2045,2042.5
"Haiti","Medium variant","2040-2045",69.315,2040,2045,2042.5
"Jamaica","Medium variant","2040-2045",77.299,2040,2045,2042.5
"Martinique","Medium variant","2040-2045",85.943,2040,2045,2042.5
"Puerto Rico","Medium variant","2040-2045",83.638,2040,2045,2042.5
"Saint Lucia","Medium variant","2040-2045",79.279,2040,2045,2042.5
"Saint Vincent and the Grenadines","Medium variant","2040-2045",75.534,2040,2045,2042.5
"Trinidad and Tobago","Medium variant","2040-2045",76.429,2040,2045,2042.5
"United States Virgin Islands","Medium variant","2040-2045",84.293,2040,2045,2042.5
"Belize","Medium variant","2040-2045",78.012,2040,2045,2042.5
"Costa Rica","Medium variant","2040-2045",84.23,2040,2045,2042.5
"El Salvador","Medium variant","2040-2045",77.888,2040,2045,2042.5
"Guatemala","Medium variant","2040-2045",78.916,2040,2045,2042.5
"Honduras","Medium variant","2040-2045",79.155,2040,2045,2042.5
"Mexico","Medium variant","2040-2045",79.009,2040,2045,2042.5
"Nicaragua","Medium variant","2040-2045",79.065,2040,2045,2042.5
"Panama","Medium variant","2040-2045",82.447,2040,2045,2042.5
"Argentina","Medium variant","2040-2045",80.129,2040,2045,2042.5
"Bolivia (Plurinational State of)","Medium variant","2040-2045",76.261,2040,2045,2042.5
"Brazil","Medium variant","2040-2045",80.333,2040,2045,2042.5
"Chile","Medium variant","2040-2045",84.218,2040,2045,2042.5
"Colombia","Medium variant","2040-2045",81.186,2040,2045,2042.5
"Ecuador","Medium variant","2040-2045",81.415,2040,2045,2042.5
"French Guiana","Medium variant","2040-2045",83.979,2040,2045,2042.5
"Guyana","Medium variant","2040-2045",72.458,2040,2045,2042.5
"Paraguay","Medium variant","2040-2045",76.848,2040,2045,2042.5
"Peru","Medium variant","2040-2045",81.338,2040,2045,2042.5
"Suriname","Medium variant","2040-2045",74.716,2040,2045,2042.5
"Uruguay","Medium variant","2040-2045",81.428,2040,2045,2042.5
"Venezuela (Bolivarian Republic of)","Medium variant","2040-2045",75.854,2040,2045,2042.5
"Australia","Medium variant","2040-2045",86.349,2040,2045,2042.5
"New Zealand","Medium variant","2040-2045",85.474,2040,2045,2042.5
"Fiji","Medium variant","2040-2045",70.734,2040,2045,2042.5
"New Caledonia","Medium variant","2040-2045",81.581,2040,2045,2042.5
"Papua New Guinea","Medium variant","2040-2045",68.407,2040,2045,2042.5
"Solomon Islands","Medium variant","2040-2045",75.88,2040,2045,2042.5
"Vanuatu","Medium variant","2040-2045",73.585,2040,2045,2042.5
"Guam","Medium variant","2040-2045",83.961,2040,2045,2042.5
"Kiribati","Medium variant","2040-2045",72.901,2040,2045,2042.5
"Micronesia (Fed. States of)","Medium variant","2040-2045",70.387,2040,2045,2042.5
"French Polynesia","Medium variant","2040-2045",81.555,2040,2045,2042.5
"Samoa","Medium variant","2040-2045",76.322,2040,2045,2042.5
"Tonga","Medium variant","2040-2045",73.545,2040,2045,2042.5
"Belarus","Medium variant","2040-2045",78.013,2040,2045,2042.5
"Bulgaria","Medium variant","2040-2045",78.096,2040,2045,2042.5
"Czechia","Medium variant","2040-2045",82.749,2040,2045,2042.5
"Hungary","Medium variant","2040-2045",80.124,2040,2045,2042.5
"Poland","Medium variant","2040-2045",82.424,2040,2045,2042.5
"Republic of Moldova","Medium variant","2040-2045",74.831,2040,2045,2042.5
"Romania","Medium variant","2040-2045",79.297,2040,2045,2042.5
"Russian Federation","Medium variant","2040-2045",75.847,2040,2045,2042.5
"Slovakia","Medium variant","2040-2045",80.886,2040,2045,2042.5
"Ukraine","Medium variant","2040-2045",75.219,2040,2045,2042.5
"Channel Islands","Medium variant","2040-2045",86.044,2040,2045,2042.5
"Denmark","Medium variant","2040-2045",84.245,2040,2045,2042.5
"Estonia","Medium variant","2040-2045",82.091,2040,2045,2042.5
"Finland","Medium variant","2040-2045",85.077,2040,2045,2042.5
"Iceland","Medium variant","2040-2045",86.027,2040,2045,2042.5
"Ireland","Medium variant","2040-2045",85.54,2040,2045,2042.5
"Latvia","Medium variant","2040-2045",78.519,2040,2045,2042.5
"Lithuania","Medium variant","2040-2045",79.539,2040,2045,2042.5
"Norway","Medium variant","2040-2045",85.483,2040,2045,2042.5
"Sweden","Medium variant","2040-2045",85.844,2040,2045,2042.5
"United Kingdom","Medium variant","2040-2045",84.675,2040,2045,2042.5
"Albania","Medium variant","2040-2045",81.891,2040,2045,2042.5
"Bosnia and Herzegovina","Medium variant","2040-2045",80.912,2040,2045,2042.5
"Croatia","Medium variant","2040-2045",82.154,2040,2045,2042.5
"Greece","Medium variant","2040-2045",85.394,2040,2045,2042.5
"Italy","Medium variant","2040-2045",86.447,2040,2045,2042.5
"Malta","Medium variant","2040-2045",85.671,2040,2045,2042.5
"Montenegro","Medium variant","2040-2045",80.245,2040,2045,2042.5
"North Macedonia","Medium variant","2040-2045",78.94,2040,2045,2042.5
"Portugal","Medium variant","2040-2045",85.328,2040,2045,2042.5
"Serbia","Medium variant","2040-2045",79.23,2040,2045,2042.5
"Slovenia","Medium variant","2040-2045",84.585,2040,2045,2042.5
"Spain","Medium variant","2040-2045",86.423,2040,2045,2042.5
"Austria","Medium variant","2040-2045",84.922,2040,2045,2042.5
"Belgium","Medium variant","2040-2045",84.945,2040,2045,2042.5
"France","Medium variant","2040-2045",85.642,2040,2045,2042.5
"Germany","Medium variant","2040-2045",84.681,2040,2045,2042.5
"Luxembourg","Medium variant","2040-2045",85.45,2040,2045,2042.5
"Netherlands","Medium variant","2040-2045",85.388,2040,2045,2042.5
"Switzerland","Medium variant","2040-2045",86.617,2040,2045,2042.5
"Canada","Medium variant","2040-2045",85.628,2040,2045,2042.5
"United States of America","Medium variant","2040-2045",82.41,2040,2045,2042.5
"Burundi","Medium variant","2045-2050",69.202,2045,2050,2047.5
"Comoros","Medium variant","2045-2050",68.947,2045,2050,2047.5
"Djibouti","Medium variant","2045-2050",72.711,2045,2050,2047.5
"Eritrea","Medium variant","2045-2050",73.094,2045,2050,2047.5
"Ethiopia","Medium variant","2045-2050",73.771,2045,2050,2047.5
"Kenya","Medium variant","2045-2050",72.178,2045,2050,2047.5
"Madagascar","Medium variant","2045-2050",73.932,2045,2050,2047.5
"Malawi","Medium variant","2045-2050",72.694,2045,2050,2047.5
"Mauritius","Medium variant","2045-2050",79.286,2045,2050,2047.5
"Mayotte","Medium variant","2045-2050",84.496,2045,2050,2047.5
"Mozambique","Medium variant","2045-2050",69.542,2045,2050,2047.5
"Réunion","Medium variant","2045-2050",85.289,2045,2050,2047.5
"Rwanda","Medium variant","2045-2050",75.445,2045,2050,2047.5
"Seychelles","Medium variant","2045-2050",77.407,2045,2050,2047.5
"Somalia","Medium variant","2045-2050",64.196,2045,2050,2047.5
"South Sudan","Medium variant","2045-2050",64.113,2045,2050,2047.5
"Uganda","Medium variant","2045-2050",70.328,2045,2050,2047.5
"United Republic of Tanzania","Medium variant","2045-2050",71.981,2045,2050,2047.5
"Zambia","Medium variant","2045-2050",70.099,2045,2050,2047.5
"Zimbabwe","Medium variant","2045-2050",67.662,2045,2050,2047.5
"Angola","Medium variant","2045-2050",68.256,2045,2050,2047.5
"Cameroon","Medium variant","2045-2050",66.41,2045,2050,2047.5
"Central African Republic","Medium variant","2045-2050",61.124,2045,2050,2047.5
"Chad","Medium variant","2045-2050",61.428,2045,2050,2047.5
"Congo","Medium variant","2045-2050",69.196,2045,2050,2047.5
"Democratic Republic of the Congo","Medium variant","2045-2050",67.05,2045,2050,2047.5
"Equatorial Guinea","Medium variant","2045-2050",65.741,2045,2050,2047.5
"Gabon","Medium variant","2045-2050",70.712,2045,2050,2047.5
"Sao Tome and Principe","Medium variant","2045-2050",75.11,2045,2050,2047.5
"Botswana","Medium variant","2045-2050",73.086,2045,2050,2047.5
"Eswatini","Medium variant","2045-2050",67.2,2045,2050,2047.5
"Lesotho","Medium variant","2045-2050",63.846,2045,2050,2047.5
"Namibia","Medium variant","2045-2050",70.496,2045,2050,2047.5
"South Africa","Medium variant","2045-2050",69.401,2045,2050,2047.5
"Benin","Medium variant","2045-2050",67.944,2045,2050,2047.5
"Burkina Faso","Medium variant","2045-2050",69.787,2045,2050,2047.5
"Cabo Verde","Medium variant","2045-2050",77.555,2045,2050,2047.5
"Côte d'Ivoire","Medium variant","2045-2050",63.675,2045,2050,2047.5
"Gambia","Medium variant","2045-2050",68.632,2045,2050,2047.5
"Ghana","Medium variant","2045-2050",69.72,2045,2050,2047.5
"Guinea","Medium variant","2045-2050",68.286,2045,2050,2047.5
"Guinea-Bissau","Medium variant","2045-2050",65.496,2045,2050,2047.5
"Liberia","Medium variant","2045-2050",69.87,2045,2050,2047.5
"Mali","Medium variant","2045-2050",66.319,2045,2050,2047.5
"Mauritania","Medium variant","2045-2050",69.204,2045,2050,2047.5
"Niger","Medium variant","2045-2050",69.825,2045,2050,2047.5
"Nigeria","Medium variant","2045-2050",62.508,2045,2050,2047.5
"Senegal","Medium variant","2045-2050",73.705,2045,2050,2047.5
"Sierra Leone","Medium variant","2045-2050",63.468,2045,2050,2047.5
"Togo","Medium variant","2045-2050",67.41,2045,2050,2047.5
"Algeria","Medium variant","2045-2050",81.566,2045,2050,2047.5
"Egypt","Medium variant","2045-2050",76.227,2045,2050,2047.5
"Libya","Medium variant","2045-2050",77.03,2045,2050,2047.5
"Morocco","Medium variant","2045-2050",82.039,2045,2050,2047.5
"Sudan","Medium variant","2045-2050",70.667,2045,2050,2047.5
"Tunisia","Medium variant","2045-2050",81.544,2045,2050,2047.5
"Western Sahara","Medium variant","2045-2050",75.647,2045,2050,2047.5
"Armenia","Medium variant","2045-2050",78.911,2045,2050,2047.5
"Azerbaijan","Medium variant","2045-2050",76.192,2045,2050,2047.5
"Bahrain","Medium variant","2045-2050",80.896,2045,2050,2047.5
"Cyprus","Medium variant","2045-2050",85.028,2045,2050,2047.5
"Georgia","Medium variant","2045-2050",77.794,2045,2050,2047.5
"Iraq","Medium variant","2045-2050",74.184,2045,2050,2047.5
"Israel","Medium variant","2045-2050",86.573,2045,2050,2047.5
"Jordan","Medium variant","2045-2050",78.326,2045,2050,2047.5
"Kuwait","Medium variant","2045-2050",78.751,2045,2050,2047.5
"Lebanon","Medium variant","2045-2050",83.344,2045,2050,2047.5
"Oman","Medium variant","2045-2050",83.169,2045,2050,2047.5
"Qatar","Medium variant","2045-2050",84.377,2045,2050,2047.5
"Saudi Arabia","Medium variant","2045-2050",79.323,2045,2050,2047.5
"State of Palestine","Medium variant","2045-2050",78.311,2045,2050,2047.5
"Syrian Arab Republic","Medium variant","2045-2050",80.718,2045,2050,2047.5
"Turkey","Medium variant","2045-2050",83.346,2045,2050,2047.5
"United Arab Emirates","Medium variant","2045-2050",81.943,2045,2050,2047.5
"Yemen","Medium variant","2045-2050",70.186,2045,2050,2047.5
"Kazakhstan","Medium variant","2045-2050",77.324,2045,2050,2047.5
"Kyrgyzstan","Medium variant","2045-2050",75.415,2045,2050,2047.5
"Tajikistan","Medium variant","2045-2050",75.858,2045,2050,2047.5
"Turkmenistan","Medium variant","2045-2050",71.573,2045,2050,2047.5
"Uzbekistan","Medium variant","2045-2050",74.703,2045,2050,2047.5
"Afghanistan","Medium variant","2045-2050",71.277,2045,2050,2047.5
"Bangladesh","Medium variant","2045-2050",78.879,2045,2050,2047.5
"Bhutan","Medium variant","2045-2050",77.589,2045,2050,2047.5
"India","Medium variant","2045-2050",74.623,2045,2050,2047.5
"Iran (Islamic Republic of)","Medium variant","2045-2050",81.55,2045,2050,2047.5
"Maldives","Medium variant","2045-2050",84.954,2045,2050,2047.5
"Nepal","Medium variant","2045-2050",76.586,2045,2050,2047.5
"Pakistan","Medium variant","2045-2050",71.113,2045,2050,2047.5
"Sri Lanka","Medium variant","2045-2050",81.639,2045,2050,2047.5
"China","Medium variant","2045-2050",81.518,2045,2050,2047.5
"China, Hong Kong SAR","Medium variant","2045-2050",88.585,2045,2050,2047.5
"China, Macao SAR","Medium variant","2045-2050",87.936,2045,2050,2047.5
"China, Taiwan Province of China","Medium variant","2045-2050",84.735,2045,2050,2047.5
"Dem. People's Republic of Korea","Medium variant","2045-2050",77.122,2045,2050,2047.5
"Japan","Medium variant","2045-2050",87.941,2045,2050,2047.5
"Mongolia","Medium variant","2045-2050",74.933,2045,2050,2047.5
"Republic of Korea","Medium variant","2045-2050",86.734,2045,2050,2047.5
"Brunei Darussalam","Medium variant","2045-2050",79.684,2045,2050,2047.5
"Cambodia","Medium variant","2045-2050",74.702,2045,2050,2047.5
"Indonesia","Medium variant","2045-2050",76.393,2045,2050,2047.5
"Lao People's Democratic Republic","Medium variant","2045-2050",73.894,2045,2050,2047.5
"Malaysia","Medium variant","2045-2050",80.182,2045,2050,2047.5
"Myanmar","Medium variant","2045-2050",71.651,2045,2050,2047.5
"Philippines","Medium variant","2045-2050",74.945,2045,2050,2047.5
"Singapore","Medium variant","2045-2050",87.051,2045,2050,2047.5
"Thailand","Medium variant","2045-2050",82.055,2045,2050,2047.5
"Timor-Leste","Medium variant","2045-2050",74.079,2045,2050,2047.5
"Viet Nam","Medium variant","2045-2050",79.44,2045,2050,2047.5
"Antigua and Barbuda","Medium variant","2045-2050",80.667,2045,2050,2047.5
"Aruba","Medium variant","2045-2050",80.246,2045,2050,2047.5
"Bahamas","Medium variant","2045-2050",77.175,2045,2050,2047.5
"Barbados","Medium variant","2045-2050",83.146,2045,2050,2047.5
"Cuba","Medium variant","2045-2050",83.177,2045,2050,2047.5
"Curaçao","Medium variant","2045-2050",83.283,2045,2050,2047.5
"Dominican Republic","Medium variant","2045-2050",78.65,2045,2050,2047.5
"Grenada","Medium variant","2045-2050",76.057,2045,2050,2047.5
"Guadeloupe","Medium variant","2045-2050",86.208,2045,2050,2047.5
"Haiti","Medium variant","2045-2050",70.135,2045,2050,2047.5
"Jamaica","Medium variant","2045-2050",77.889,2045,2050,2047.5
"Martinique","Medium variant","2045-2050",86.595,2045,2050,2047.5
"Puerto Rico","Medium variant","2045-2050",84.222,2045,2050,2047.5
"Saint Lucia","Medium variant","2045-2050",79.912,2045,2050,2047.5
"Saint Vincent and the Grenadines","Medium variant","2045-2050",76.175,2045,2050,2047.5
"Trinidad and Tobago","Medium variant","2045-2050",77.075,2045,2050,2047.5
"United States Virgin Islands","Medium variant","2045-2050",84.924,2045,2050,2047.5
"Belize","Medium variant","2045-2050",78.732,2045,2050,2047.5
"Costa Rica","Medium variant","2045-2050",84.876,2045,2050,2047.5
"El Salvador","Medium variant","2045-2050",78.784,2045,2050,2047.5
"Guatemala","Medium variant","2045-2050",79.786,2045,2050,2047.5
"Honduras","Medium variant","2045-2050",79.933,2045,2050,2047.5
"Mexico","Medium variant","2045-2050",79.779,2045,2050,2047.5
"Nicaragua","Medium variant","2045-2050",79.949,2045,2050,2047.5
"Panama","Medium variant","2045-2050",83.187,2045,2050,2047.5
"Argentina","Medium variant","2045-2050",80.869,2045,2050,2047.5
"Bolivia (Plurinational State of)","Medium variant","2045-2050",77.094,2045,2050,2047.5
"Brazil","Medium variant","2045-2050",81.226,2045,2050,2047.5
"Chile","Medium variant","2045-2050",84.884,2045,2050,2047.5
"Colombia","Medium variant","2045-2050",81.983,2045,2050,2047.5
"Ecuador","Medium variant","2045-2050",82.269,2045,2050,2047.5
"French Guiana","Medium variant","2045-2050",84.646,2045,2050,2047.5
"Guyana","Medium variant","2045-2050",73.026,2045,2050,2047.5
"Paraguay","Medium variant","2045-2050",77.438,2045,2050,2047.5
"Peru","Medium variant","2045-2050",82.237,2045,2050,2047.5
"Suriname","Medium variant","2045-2050",75.378,2045,2050,2047.5
"Uruguay","Medium variant","2045-2050",82.157,2045,2050,2047.5
"Venezuela (Bolivarian Republic of)","Medium variant","2045-2050",76.592,2045,2050,2047.5
"Australia","Medium variant","2045-2050",86.925,2045,2050,2047.5
"New Zealand","Medium variant","2045-2050",86.048,2045,2050,2047.5
"Fiji","Medium variant","2045-2050",71.347,2045,2050,2047.5
"New Caledonia","Medium variant","2045-2050",82.384,2045,2050,2047.5
"Papua New Guinea","Medium variant","2045-2050",69.054,2045,2050,2047.5
"Solomon Islands","Medium variant","2045-2050",76.515,2045,2050,2047.5
"Vanuatu","Medium variant","2045-2050",74.193,2045,2050,2047.5
"Guam","Medium variant","2045-2050",84.607,2045,2050,2047.5
"Kiribati","Medium variant","2045-2050",73.734,2045,2050,2047.5
"Micronesia (Fed. States of)","Medium variant","2045-2050",70.866,2045,2050,2047.5
"French Polynesia","Medium variant","2045-2050",82.362,2045,2050,2047.5
"Samoa","Medium variant","2045-2050",76.985,2045,2050,2047.5
"Tonga","Medium variant","2045-2050",74.081,2045,2050,2047.5
"Belarus","Medium variant","2045-2050",78.721,2045,2050,2047.5
"Bulgaria","Medium variant","2045-2050",78.757,2045,2050,2047.5
"Czechia","Medium variant","2045-2050",83.436,2045,2050,2047.5
"Hungary","Medium variant","2045-2050",80.838,2045,2050,2047.5
"Poland","Medium variant","2045-2050",83.092,2045,2050,2047.5
"Republic of Moldova","Medium variant","2045-2050",75.474,2045,2050,2047.5
"Romania","Medium variant","2045-2050",80.022,2045,2050,2047.5
"Russian Federation","Medium variant","2045-2050",76.578,2045,2050,2047.5
"Slovakia","Medium variant","2045-2050",81.599,2045,2050,2047.5
"Ukraine","Medium variant","2045-2050",75.905,2045,2050,2047.5
"Channel Islands","Medium variant","2045-2050",86.615,2045,2050,2047.5
"Denmark","Medium variant","2045-2050",84.85,2045,2050,2047.5
"Estonia","Medium variant","2045-2050",82.724,2045,2050,2047.5
"Finland","Medium variant","2045-2050",85.662,2045,2050,2047.5
"Iceland","Medium variant","2045-2050",86.575,2045,2050,2047.5
"Ireland","Medium variant","2045-2050",86.117,2045,2050,2047.5
"Latvia","Medium variant","2045-2050",79.234,2045,2050,2047.5
"Lithuania","Medium variant","2045-2050",80.285,2045,2050,2047.5
"Norway","Medium variant","2045-2050",86.052,2045,2050,2047.5
"Sweden","Medium variant","2045-2050",86.41,2045,2050,2047.5
"United Kingdom","Medium variant","2045-2050",85.256,2045,2050,2047.5
"Albania","Medium variant","2045-2050",82.589,2045,2050,2047.5
"Bosnia and Herzegovina","Medium variant","2045-2050",81.649,2045,2050,2047.5
"Croatia","Medium variant","2045-2050",82.889,2045,2050,2047.5
"Greece","Medium variant","2045-2050",85.969,2045,2050,2047.5
"Italy","Medium variant","2045-2050",87.028,2045,2050,2047.5
"Malta","Medium variant","2045-2050",86.239,2045,2050,2047.5
"Montenegro","Medium variant","2045-2050",80.923,2045,2050,2047.5
"North Macedonia","Medium variant","2045-2050",79.609,2045,2050,2047.5
"Portugal","Medium variant","2045-2050",85.921,2045,2050,2047.5
"Serbia","Medium variant","2045-2050",79.929,2045,2050,2047.5
"Slovenia","Medium variant","2045-2050",85.166,2045,2050,2047.5
"Spain","Medium variant","2045-2050",86.998,2045,2050,2047.5
"Austria","Medium variant","2045-2050",85.515,2045,2050,2047.5
"Belgium","Medium variant","2045-2050",85.537,2045,2050,2047.5
"France","Medium variant","2045-2050",86.233,2045,2050,2047.5
"Germany","Medium variant","2045-2050",85.264,2045,2050,2047.5
"Luxembourg","Medium variant","2045-2050",86.028,2045,2050,2047.5
"Netherlands","Medium variant","2045-2050",85.951,2045,2050,2047.5
"Switzerland","Medium variant","2045-2050",87.189,2045,2050,2047.5
"Canada","Medium variant","2045-2050",86.195,2045,2050,2047.5
"United States of America","Medium variant","2045-2050",83.111,2045,2050,2047.5
"Burundi","Medium variant","2050-2055",70.148,2050,2055,2052.5
"Comoros","Medium variant","2050-2055",69.586,2050,2055,2052.5
"Djibouti","Medium variant","2050-2055",73.493,2050,2055,2052.5
