age,population,S,S_new,Sgrad,H,H_new,Hgrad,discount,dH,W,dW,Wgrad,C,Cdot,L,SL,Y,Sav,A,Z,zc,uc,ul,v,q,V,WTP_S,WTP_H,WTP_W,WTP,year,location_name
23,517608.36523327976,0.9623024597871234,0.9633852206992756,0.001082760912152203,0.9162351171107286,0.9162377849121304,2.6678014017900153e-06,0.634155917697621,0.0,3.623337778850803,0.2827732224289647,0.0,6440.9949918847,0.0,4000.0,0.7468375011726829,0.0,-6440.9949918847,-12040.98656809402,4481.036805706954,0.1761265885937299,5.871609394745117e-07,2.789182105946558e-06,88174.12130712112,0.25673655160317604,2564825.5620224713,-948.9262431089944,-202.2168685214308,4.328811577675214,-1151.1431116304252,1991,Argentina
24,517608.36523327976,0.9613775382581152,0.9624248315314836,0.0010472932733683882,0.9162351171107286,0.9162377849121304,2.6678014017900153e-06,0.6217214879388442,0.0,4.1900421062672955,0.15640394630727228,0.0,6440.9949918847,0.0,4000.0,0.7468375011726829,0.0,-6440.9949918847,-15890.827717477532,4481.036805706954,0.1761265885937299,5.871609394745117e-07,2.789182105946558e-06,88174.12130712112,0.25673655160317604,2528614.8595784483,-878.4194398285745,-206.72176877349102,4.419635762900567,-1085.1412086020655,1991,Argentina
25,477442.36756199785,0.9604535057217788,0.961465399766124,0.0010118940443452074,0.90309526973799,0.9030927248035636,-2.5449344264183438e-06,0.6095308705282786,-0.014341130488617335,4.629612132606155,0.10490825991494661,0.0,6335.3876377361275,-0.016396124245032253,4000.0,0.7478903879408457,0.0,-6335.3876377361275,-19599.728749961774,4462.360415101126,0.1775746043412235,5.957086263850291e-07,2.798953207723523e-06,86804.08509474449,-0.24461506101726593,2491644.4087630995,-807.7532071674033,-211.32118778377696,4.512365559509975,-1019.0743949511802,1991,Argentina
26,477442.36756199785,0.959374556742488,0.9603476239569811,0.0009730672144931951,0.90309526973799,0.9030927248035636,-2.5449344264183438e-06,0.5975792848316456,0.0,4.988766995249756,0.07757774352501136,0.0,6645.009968024664,0.04887188408871794,3832.665743857864,0.742094464556844,834.7916142165566,-5810.218353808107,-22930.74065305299,4375.4466411821395,0.16981944560310247,5.8675098966804e-07,2.927163971686048e-06,87624.9797376627,-0.24692835298903215,2455695.796185376,-728.4902600757412,-215.54023658328376,4.607789143537527,-944.030496659025,1991,Argentina
27,477442.3675619997,0.9582968198269702,0.9592311476462496,0.0009343278192793791,0.90309526973799,0.9030927248035636,-2.5449344264183438e-06,0.5858620439525937,0.0,5.292428104848249,0.06086897020599185,0.0,6897.8435575048625,0.038048639610296614,3639.1090744605485,0.7362964362598481,1909.9892771096897,-4987.854280395173,-25731.07035281665,4252.218134681097,0.16256168562940265,5.862662464428781e-07,3.1027719595981774e-06,86955.47716034434,-0.2450416858624425,2418148.719391603,-649.021536478772,-219.84614394751307,4.705230662563602,-868.867680426285,1991,Argentina
28,477442.367561996,0.9572202936136238,0.958115969323165,0.0008956757095411882,0.90309526973799,0.9030927248035636,-2.5449344264183438e-06,0.5743745528946996,0.0,5.55547132266625,0.04970180276554611,0.0,7110.4723963965125,0.030825407552235538,3486.5161330530195,0.7314747160251303,2852.6448974757222,-4257.82749892079,-28072.036592240638,4154.046700375801,0.1568765769245634,5.8593716094761e-07,3.255157094528927e-06,86389.40486661241,-0.24344648664433793,2380491.290295138,-569.3470074681613,-224.2450354620634,4.804732790123255,-793.5920429302248,1991,Argentina
29,477442.3675619997,0.9561449767423768,0.9570020874787188,0.0008571107363420927,0.90309526973799,0.9030927248035636,-2.5449344264183438e-06,0.5631123067595095,0.0,5.787491884232218,0.041764334309373076,0.0,7293.4455294072395,0.025732908140316403,3362.1092029953284,0.7273643952578855,3691.7878106909584,-3601.657718716281,-30011.230348604124,4073.303857664845,0.1522637902833695,5.857016178593143e-07,3.389743359942461e-06,85901.61982387211,-0.2420719019359916,2342615.557724111,-489.4708802058207,-228.73857984329152,4.906339102174367,-718.2094600491123,1991,Argentina
30,455957.8126622737,0.9550708678546852,0.955889500605657,0.0008186327509718261,0.8930129220433769,0.8930254959694539,1.257392607700858e-05,0.5520708889799112,-0.011164212716492547,5.99504134900511,0.03586172886710241,0.0,7399.412532169947,0.01452907303351304,3234.341807681425,0.7237935334550789,4590.152522154363,-2809.2600100155832,-31492.459949221484,3976.1004069637593,0.14842051842096954,5.919812205607027e-07,3.548951895095926e-06,84347.24423438402,1.1876379250769864,2304436.962384708,-409.40076963064746,-233.3285534478619,5.01009409618129,-642.7293230785094,1991,Argentina
31,455957.8126622699,0.9537889305380678,0.9545790489774008,0.0007901184393329652,0.8930129220433769,0.8930254959694539,1.257392607700858e-05,0.5412459695881482,0.0,6.1827926776910775,0.0313177704299113,0.0,7540.694508994508,0.019093674830308344,3146.2319466953763,0.7206446035676377,5278.670868418393,-2262.023640576115,-32660.19439888027,3918.103298145022,0.14515152401555084,5.918447200149984e-07,3.659253201238858e-06,83971.51703094368,1.1823475580906166,2267535.095931118,-353.03845210524656,-239.52802004113894,5.117164456972245,-592.5664721463855,1991,Argentina
32,455957.8126622737,0.952508713893014,0.953270393878418,0.0007616799854041068,0.8930129220433769,0.8930254959694539,1.257392607700858e-05,0.5306333035177924,0.0,6.354196211648711,0.027722672082487312,0.0,7667.591569152018,0.01682829877356088,3069.852940461009,0.7178339432782485,5910.336921998844,-1757.2546471531732,-33548.368615428306,3867.534039439767,0.1423245903624147,5.917369996890015e-07,3.760013001716227e-06,83634.94072512133,1.177608449076383,2230228.359184646,-296.54141559350126,-245.85457156230825,5.226523010747168,-542.3959871558095,1991,Argentina
33,455957.8126622699,0.9512302156099646,0.9519635328458038,0.0007333172358392481,0.8930129220433769,0.8930254959694539,1.257392607700858e-05,0.5202287289390121,0.0,6.511872178142346,0.024814462953564164,0.0,7782.637650160057,0.015004200467704745,3002.767694677008,0.7153000156718365,6493.849304177545,-1288.7883459825125,-34186.134918543394,3822.8852849964765,0.139846595672417,5.916501779206854e-07,3.85275033279468e-06,83330.713928424,1.1733248321679464,2192468.11210273,-239.91980188728928,-252.31148697309524,5.338218658313839,-492.23128886038455,1991,Argentina
34,455957.8126622737,0.9499534333824596,0.9506584634200302,0.0007050300375706087,0.8930129220433769,0.8930254959694539,1.257392607700858e-05,0.5100281656264825,0.0,6.657857321247203,0.022418305997293515,0.0,7887.761637488826,0.013507501191014199,2943.1955590400808,0.71299632113868,7036.053184371556,-851.7084531172695,-34598.79022521597,3783.0488137616207,0.13764981458126324,5.91578951057852e-07,3.938648250396261e-06,83053.60833941033,1.1694230911004029,2154211.6219004323,-183.18519710465387,-258.9020174972089,5.452301345535686,-442.08721460186274,1991,Argentina
35,434321.02676732093,0.9486783649071356,0.9493551831449408,0.0006768182378051879,0.8828890781630462,0.8829485287787439,5.945061569767596e-05,0.5000276133592965,-0.011336727196696674,6.79376623798757,0.020413311698140646,0.0,7924.850052041206,0.004702020200015717,2868.225131024047,0.7108869197623845,7689.013893851634,-235.83615818957242,-34710.66273369495,3719.2113192124816,0.13568365754443104,5.982066818405927e-07,4.064076358427191e-06,81668.91339919271,5.499294650970351,2115420.582588634,-126.35053545505961,-265.62940865051354,5.568822085665592,-391.97994410557317,1991,Argentina
36,434321.02676732093,0.9468519766935316,0.9475246323173756,0.0006726556238439985,0.8828890781630462,0.8829485287787439,5.945061569767596e-05,0.49022315035225145,0.0,6.920900539065204,0.018713375854288027,0.0,8013.653065713428,0.011205639613250192,2820.3450132404223,0.7089434942121919,8164.274833775317,150.62176806188927,-34640.74881454553,3686.92683218406,0.13390947075836132,5.981560711264008e-07,4.1397786751038306e-06,81436.30348887376,5.483631525524723,2078428.0761488504,-122.85387773231035,-277.08471871407437,5.691155094927681,-399.93859644638474,1991,Argentina
37,434321.02676732466,0.9450291046283196,0.945697611165944,0.0006685065376244026,0.8828890781630462,0.8829485287787439,5.945061569767596e-05,0.48061093171789354,0.0,7.040324857857682,0.01725560396633133,0.0,8096.2295350289705,0.010304472709062935,2776.7866147162536,0.7071433607091978,8611.819602877405,515.590067848435,-34406.57228183634,3657.448338929454,0.1322971420566047,5.981128895889843e-07,4.210909044378413e-06,81220.70049648429,5.4691135855469355,2040860.6571858367,-119.39377410571203,-288.77566591161735,5.8161754525957505,-408.1694400173294,1991,Argentina
38,434321.02676732093,0.9432097419422372,0.943874112884709,0.000664370942471848,0.8828890781630462,0.8829485287787439,5.945061569767596e-05,0.4711871879587191,0.0,7.152921100631172,0.015993046492424542,0.0,8173.356362489416,0.009526264926994632,2736.91941034944,0.7054680846714994,9034.715801509152,861.3594390197359,-34023.75973107488,3630.3756569368647,0.1308228160106683,5.980756811869926e-07,4.2779881597368e-06,81019.96219807032,5.4555965812822045,2002688.3158008973,-115.97285333417094,-300.7085969403903,5.943942192952528,-416.68145027456126,1991,Argentina
39,434321.02676732093,0.9413938818790551,0.9420541306808567,0.0006602488018015995,0.8828890781630462,0.8829485287787439,5.945061569767596e-05,0.4619482234889403,0.0,7.25942800947022,0.014889987928099733,0.0,8245.675983027728,0.008848215755061652,2700.235340320883,0.703902494061016,9435.54797619411,1189.8719931663818,-33506.313872784776,3605.385053525351,0.12946731408024048,5.980433385712548e-07,4.341452562901249e-06,80832.31516896862,5.44296109661051,1963882.572136594,-112.59388788069626,-312.88985050005124,6.074515647115388,-425.48373838074747,1991,Argentina
40,398904.9508465342,0.9395815176955514,0.9402376577746718,0.0006561400791204042,0.8732575650373927,0.8733032348583578,4.566982096509964e-05,0.4528904151852356,-0.010909086275812762,7.360470565404063,0.013918804043793719,0.0,8253.756914896001,0.0009800205446959089,2647.087097421574,0.7024339613956699,9958.07559698388,1704.3186820878782,-32781.07946674544,3556.372170970491,0.12821501646219785,6.04544240069164e-07,4.44973008451365e-06,79584.72897890145,4.162140094219249,1924416.133087021,-109.25979349226402,-325.3257824961489,6.207957471524552,-434.5855759884129,1991,Argentina
41,398904.9508465342,0.9367772944155052,0.9373887256491812,0.0006114312336760186,0.8732575650373927,0.8733032348583578,4.566982096509964e-05,0.4440102109659172,0.0,7.456582210229664,0.013057812536789126,0.0,8317.526206342976,0.007726092748368766,2615.8249735205977,0.7010518715754734,10321.214878290484,2003.6886719475078,-31947.66783714642,3534.951411342143,0.12705305427068894,6.045189740285021e-07,4.507645427487217e-06,79420.22066471589,4.153536601324455,1887360.9457824887,-25.708680568115124,-337.0837225663464,6.351071679906946,-362.79240313446155,1991,Argentina
42,398904.9508465342,0.9339814404659068,0.9345484258244592,0.0005669853585523743,0.8732575650373927,0.8733032348583578,4.566982096509964e-05,0.435304128397958,0.0,7.548221894090033,0.01228977047079945,0.0,8377.889383454467,0.007257347390797199,2586.6883662198366,0.6997472209261558,10667.989817271584,2290.100433817117,-31016.590917113943,3514.934051539342,0.12597071516845598,6.044965455700375e-07,4.562874060173549e-06,79264.93801333796,4.145415594222602,1849619.813105143,58.051240846359825,-349.10392069690425,6.49748515004087,-291.05267985054445,1991,Argentina
43,398904.9508465342,0.9311939308681134,0.9317167321445236,0.0005228012764101342,0.8732575650373927,0.8733032348583578,4.566982096509964e-05,0.4267687533313314,0.0,7.635787330460435,0.011600803155901136,0.0,8435.175297775542,0.006837750141964009,2559.4389193431207,0.6985123106440754,10999.818048434192,2564.6427506586497,-29997.390416390343,3496.166170610144,0.12495899885560997,6.044765224753735e-07,4.615654171878239e-06,79117.97332429016,4.137729601789524,1811167.4833718762,141.99235936496774,-361.39291642304664,6.647273940957972,-219.4005570580789,1991,Argentina
44,398904.9508465342,0.928414740718032,0.928893618532646,0.00047887781461397605,0.8732575650373927,0.8733032348583578,4.566982096509964e-05,0.41840073856012877,0.0,7.7196254280476655,0.010979627110983907,0.0,8489.668176985086,0.006460195228416152,2533.8744105496285,0.6973405092988475,11317.94038103246,2828.2722040473745,-28898.749738339786,3478.5168074995177,0.12401027971944632,6.044585540462668e-07,4.666193624016486e-06,78978.54275514485,4.130437630457269,1771979.0513897403,226.0852899498446,-373.9573514726914,6.800515865105287,-147.87206152284682,1991,Argentina
45,349772.49362042174,0.9256438451858964,0.9260790589911104,0.00043521380521405195,0.8644095034236952,0.8643904012168107,-1.9102206884502593e-05,0.4101968025099302,-0.010132247309324693,7.800040591742921,0.010416977409691929,0.0,8484.2690001136,-0.0006359703063687668,2492.9716598714617,0.6962260666211225,11754.882225909556,3270.613225795956,-27656.91050289322,3438.6315548251787,0.1231180473928848,6.105809536054356e-07,4.762556222667498e-06,77865.4432557318,-1.720714314608163,1732029.8397303075,310.2988433292549,-386.803978749219,6.957290528767318,-76.50513541996412,1991,Argentina
46,349772.49362042174,0.9213984969737692,0.9218283070642408,0.0004298100904716051,0.8644095034236952,0.8643904012168107,-1.9102206884502593e-05,0.4021537279509119,0.0,7.8773013945413,0.009905179580753288,0.0,8533.553578967802,0.005808936380204586,2470.4348576975326,0.6951639659013831,12048.845628500989,3515.2920495331873,-26354.340686427997,3423.0035010225947,0.12227670481019262,6.105661336641418e-07,4.809613456172233e-06,77739.96030423764,-1.7179413218420887,1695021.6866017338,324.23016776671795,-394.5946882638565,7.12913320549195,-70.36452049713853,1991,Argentina
47,349772.49362042174,0.9171726195133092,0.91759706631384,0.00042444680053077555,0.8644095034236952,0.8643904012168107,-1.9102206884502593e-05,0.39426836073618815,0.0,7.951645989613632,0.009437825385715224,0.0,8580.713503014014,0.005526410962303688,2449.1242070195417,0.6941498058225788,12332.015279641922,3751.301776627908,-24997.824403660394,3408.195217179849,0.12148140927941108,6.105526596807266e-07,4.854898607798186e-06,77620.17416997172,-1.715294220543943,1657228.0271908755,338.36593456072944,-402.58066710148256,7.305220337068912,-64.21473254075312,1991,Argentina
48,349772.49362042174,0.9129661235043812,0.913385247182574,0.00041912367819274543,0.8644095034236952,0.8643904012168107,-1.9102206884502593e-05,0.38653760856489033,0.0,8.023286537646158,0.009009524333213744,0.0,8625.916003347687,0.005267918608143187,2428.9282048874015,0.6931797049883207,12605.159183402493,3979.2431800548056,-23593.56642871761,3394.133763663838,0.12072794614186835,6.105403641666713e-07,4.898540284508037e-06,77505.62576122668,-1.7127628654472304,1618623.6222368053,352.70819711360286,-410.76660934608935,7.4856567600692845,-58.05841223248649,1991,Argentina
49,349772.49362042174,0.908778920056414,0.9091927605241832,0.0004138404677691554,0.8644095034236952,0.8643904012168107,-1.9102206884502593e-05,0.3789584397695003,0.0,8.092412856927439,0.008615711149905066,0.0,8669.309653298133,0.005030613552648218,2409.7491948061634,0.6922502241355386,12868.966061689815,4199.656408391682,-22147.249103151793,3380.7551161734127,0.1200126274021348,6.105291056675013e-07,4.940653584232097e-06,77395.90778314532,-1.7103382559213538,1579183.0795086694,367.2589656858234,-419.1573354197758,7.6705499004913005,-51.89836973395239,1991,Argentina
50,306729.46671019495,0.9046109206865204,0.9050195176015924,0.00040859691507200147,0.8546412701850058,0.8544817702440393,-0.0001594999409665343,0.37152788212696103,-0.011300469511267517,8.159195454386523,0.008252495101249823,0.0,8645.715506669136,-0.002721571563661999,2373.5707809964215,0.6913583022609228,13270.353890575421,4624.6383839062855,-20592.96280780534,3342.7509742252055,0.11933220969484586,6.174497889650594e-07,5.03789351143563e-06,76212.63272035183,-14.223406760088785,1538880.79695117,382.02020555723755,-427.7577940303477,7.860009837718306,-45.73758847311018,1991,Argentina
51,306729.46671019495,0.8981078868387697,0.8984416781178001,0.00033379127903032657,0.8546412701850058,0.8544817702440393,-0.0001594999409665343,0.3642430216930991,0.0,8.223788059447529,0.007916540965602063,0.0,8685.57424740175,0.004610230431693892,2356.308249370085,0.6905012037928946,13517.3725922427,4831.79834484095,-19012.338883745495,3330.666248921406,0.11868382737240205,6.174401531388416e-07,5.077696958806657e-06,76112.27550291977,-14.204677299185835,1502724.2566015476,512.7196903719026,-424.8592879005269,8.075261176192644,87.86040247137572,1991,Argentina
52,306729.46671019867,0.8916516017625162,0.8919116475170572,0.0002600457545409718,0.8546412701850058,0.8544817702440393,-0.0001594999409665343,0.357101001659901,0.0,8.286329755464157,0.007604974199788688,0.0,8723.993128234033,0.004423297727697907,2339.827357399074,0.6896764746052679,13756.737967591615,5032.744839357581,-17409.864209314783,3319.1093144955385,0.118064937523999,6.174312512735554e-07,5.116238949381529e-06,76015.74149011767,-14.186661355092864,1465680.6520997002,644.0460049130593,-421.90064672694683,8.296407308652183,222.14535818611245,1991,Argentina
53,306729.46671019495,0.8852417293919038,0.8854290783160748,0.00018734892417093807,0.8546412701850058,0.8544817702440393,-0.0001594999409665343,0.35009902123519704,0.0,8.346946783072493,0.00731530477270275,0.0,8761.06778496985,0.004249734747707309,2324.0683829259665,0.6888819051633921,13988.912019785585,5227.844234815735,-15789.638893362098,3308.040701577284,0.11747327448856414,6.174230062166786e-07,5.153596975535252e-06,75922.77000287971,-14.169310277812434,1427721.7627275144,775.9431511699528,-418.8794906164981,8.523609667756872,357.06366055345467,1991,Argentina
54,306729.46671019495,0.8788779360769745,0.8789936255571329,0.00011568948015838743,0.8546412701850058,0.8544817702440393,-0.0001594999409665343,0.34323433454431085,0.0,8.405754074256635,0.007045365534545158,0.0,8796.88479557741,0.00408820151682973,2308.9778800131166,0.6881154994656112,14214.316074737837,5417.431279160426,-14155.410703713851,3297.425024509221,0.11690681198140547,6.174153510092499e-07,5.189841602254592e-06,75833.12541190285,-14.15258009233276,1388818.8627425975,908.3512951535182,-415.7934244835024,8.757034107102115,492.5578706700158,1991,Argentina
55,280385.66146593913,0.8725598905663009,0.8726049467897244,4.5056223423545205e-05,0.8400572586201878,0.8398185495338019,-0.00023870908638590205,0.3365042495532459,-0.017064483162228996,8.462856563985016,0.0067932619993323826,0.0,8731.446583733314,-0.007438793773563488,2268.50716949687,0.6873754487254019,14653.375466116406,5921.928882383092,-12416.613286955671,3249.980529717321,0.1163637313714901,6.280532977392249e-07,5.315124973304834e-06,74145.35104118644,-21.069003124709468,1348942.6818121013,1041.2066179675005,-412.640032830641,8.99685102228887,628.5665851368594,1991,Argentina
56,280385.66146593913,0.8629678067536514,0.8630838025625127,0.00011599580886134664,0.8400572586201878,0.8398185495338019,-0.00023870908638590205,0.32990612701298616,0.0,8.518350317030126,0.006557331159466075,0.0,8764.597178291157,0.0037966898428494888,2254.771798363957,0.6866601089560557,14866.465204696306,6101.868026405149,-10679.42142502464,3240.2894014657013,0.1158423949615066,6.280465398529913e-07,5.349920441866401e-06,74062.67817346133,-21.04551095852549,1314746.333456448,964.9289257088022,-403.8418995451706,9.278790132902955,561.0870261636317,1991,Argentina
57,280385.66146594286,0.8534811690804172,0.853666545194674,0.00018537611425684108,0.8400572586201878,0.8398185495338019,-0.00023870908638590205,0.32343737942449624,0.0,8.572323500367018,0.006336107500649132,0.0,8796.717530811044,0.0036647836593616226,2241.568471354865,0.6859679817870546,15073.843916790991,6277.126385979947,-8946.635043748603,3230.9604830438716,0.11534132336326056,6.28040224955388e-07,5.38376397956086e-06,73982.71662397847,-21.02278923542008,1279563.6195568559,889.1793589483373,-394.79228282531,9.569564519537161,494.38707612302727,1991,Argentina
58,280385.66146593913,0.8440988183732075,0.8443520411586309,0.0002532227854233904,0.8400572586201878,0.8398185495338019,-0.00023870908638590205,0.3170954700240159,0.0,8.624857225869174,0.006128294796609965,0.0,8827.866819047713,0.003541012670643045,2228.862160263614,0.6852976979715867,15275.810995060689,6447.944176012976,-7220.778875861093,3221.970428268862,0.11485917624582637,6.280343127559408e-07,5.416706280466856e-06,73905.30626248909,-21.00079245308374,1243360.8335668459,814.0588511005832,-385.48250721391685,9.86945105794024,428.57634388666634,1991,Argentina
59,280385.66146593913,0.8348196082014686,0.8351391692949224,0.0003195610934537685,0.8400572586201878,0.8398185495338019,-0.00023870908638590205,0.31087791178825086,0.0,8.676026283523761,0.005932742573536351,0.0,8858.099352152574,0.003424670277040129,2216.6210260126713,0.6846480031468799,15472.642851797702,6614.543499645128,-5504.126400354324,3213.297984078796,0.11439473587718459,6.280287675914947e-07,5.448794094432843e-06,73830.30035336662,-20.97947891539754,1206103.3778082803,739.6743535160603,-375.90367231466865,10.178735300463686,363.7706812013916,1991,Argentina
60,256234.02784095332,0.8256424047374008,0.8260268206772531,0.0003844159398522784,0.8218567405385148,0.8215079616849815,-0.0003487788535332381,0.3047822664590695,-0.02166580658033685,8.725899781803019,0.005748426370488311,0.0,8759.519840822662,-0.011128743019342701,2173.0751989279256,0.6840177454898145,15941.562723045337,7182.042882222675,-3696.828773878945,3158.785203019184,0.113946892991988,6.418334472042726e-07,5.6005743369136405e-06,71770.04296090314,-30.457708828345336,1167755.7217311207,666.1391007654122,-366.04664181755703,10.497711747965067,300.09245894785516,1991,Argentina
61,256234.0278409496,0.8119200079654376,0.8122255632135484,0.0003055552481108226,0.8218567405385148,0.8215079616849815,-0.0003487788535332381,0.298806143587323,0.0,8.774541708951702,0.005574431103382704,0.0,8787.653887836374,0.003211825251264964,2161.8439267485364,0.683405864974519,16128.977132307848,7341.323244471474,-1915.7746671478046,3150.8079580896447,0.11351463460611963,6.41828436744287e-07,5.6317503882040156e-06,71700.4613629209,-30.4281798499064,1136799.2996231688,792.4392286720279,-348.0859936158038,10.888638048740978,444.3532350562241,1991,Argentina
62,256234.02784095332,0.7984256810843701,0.7986548971820001,0.00022921609763004724,0.8218567405385148,0.8215079616849815,-0.0003487788535332381,0.2929471995954147,0.0,8.822011426628618,0.0054099369803540165,0.0,8815.02092854861,0.0031142601952173768,2150.9924844343304,0.6828113839900813,16311.96543024253,7496.944501693919,-162.26508252270833,3143.0911030849325,0.11309703346838741,6.418237144208694e-07,5.662176142502132e-06,71632.88213494713,-30.399500635521772,1104762.2581367278,920.5958247487534,-329.4871340053425,11.294122128993727,591.108690743411,1991,Argentina
63,256234.0278409496,0.7851556335118386,0.7853109698605844,0.0001553363487457604,0.8218567405385148,0.8215079616849815,-0.0003487788535332381,0.28720313685824966,0.0,8.868364105455536,0.005254207525395488,0.0,8841.659768600479,0.003021982621231672,2140.4989141725646,0.6822333991179031,16490.73268360762,7649.072915007142,1562.5944412182764,3135.6198976457526,0.1126932388952211,6.418192571471386e-07,5.691886862273818e-06,71567.20100780658,-30.371626935528948,1071602.2789428993,1050.5779990012684,-310.2254151005631,11.714706108664792,740.3525839007052,1991,Argentina
64,256234.02784095332,0.7721061376659726,0.7721899928985635,8.385523259091254e-05,0.8218567405385148,0.8215079616849815,-0.0003487788535332381,0.28157170280220556,0.0,8.913651110488985,0.005106579352734307,0.0,8867.606391972908,0.0029345874023081545,2130.3430209894263,0.6816710739017429,16665.47000719108,7797.863615218173,3257.875255672785,3128.380766971875,0.11230246877872939,6.41815044180559e-07,5.720915381288577e-06,71503.32143193549,-30.344517776307462,1037275.5759644937,1182.3498014033814,-290.27531704600085,12.1509522958041,892.0744843573806,1991,Argentina
65,213399.42059773952,0.7592735279183055,0.7592882412409702,1.471332266467229e-05,0.801399222119445,0.8010597974431564,-0.0003394246762886688,0.27605068902177016,-0.02489183018157777,8.957920343368984,0.004966453401783537,0.0,8745.740257311969,-0.013742844379206334,2085.4174033640775,0.6811236324707751,17150.678391465146,8404.938134153177,5019.5333151367595,3069.710881472289,0.11192400259434113,6.580774697523975e-07,5.895005553807789e-06,69219.53204224892,-29.317244898437995,1001736.832711189,1315.8698964452567,-269.61041214684485,12.60344393835887,1046.2594842984117,1991,Argentina
66,213399.4205977358,0.7408479547732546,0.740817996283809,-2.9958489445647274e-05,0.801399222119445,0.8010597974431564,-0.0003394246762886688,0.27063793041350015,0.0,6.09138583349091,-0.31999999999999995,0.0,7140.069531783583,-0.18359460472038916,3046.7927280830577,0.7221682785884792,5806.35327253538,-1333.7162592482036,4752.121128253313,3770.584568152795,0.1467195797792069,6.336873619982839e-07,3.860034219738573e-06,77449.96823692763,-32.80316435529141,974824.0648909849,1433.9637109836244,-251.19486994459717,13.175241298797555,1182.7688410390272,1991,Argentina
67,213399.42059773952,0.7228695218658654,0.7227970536208858,-7.246824497963988e-05,0.801399222119445,0.8010597974431564,-0.0003394246762886688,0.2653313043269609,0.0,6.09138583349091,0.0,0.0,7140.069531783583,0.0,3046.7927280830577,0.7221682785884792,5806.35327253538,-1333.7162592482036,4496.314465636284,3770.584568152795,0.1467195797792069,6.336873619982839e-07,3.860034219738573e-06,77449.96823692763,-32.80316435529141,938086.4719621396,1555.2250363450532,-228.29977527314875,13.772980157687279,1326.9252610719045,1991,Argentina
68,213399.4205977358,0.7053273782776583,0.7052144836434122,-0.00011289463424613011,0.801399222119445,0.8010597974431564,-0.0003394246762886688,0.2601287297323146,0.0,6.09138583349091,0.0,0.0,7140.069531783583,0.0,3046.7927280830577,0.7221682785884792,5806.35327253538,-1333.7162592482036,4251.609654677971,3770.584568152795,0.1467195797792069,6.336873619982839e-07,3.860034219738573e-06,77449.96823692763,-32.80316435529141,899682.1553371105,1679.6980740978563,-204.36596810659532,14.397837437813003,1475.332105991261,1991,Argentina
69,213399.42059773952,0.688210936413429,0.688059622613373,-0.0001513138000560632,0.801399222119445,0.8010597974431564,-0.0003394246762886688,0.25502816640423,0.0,6.09138583349091,0.0,0.0,7140.069531783583,0.0,3046.7927280830577,0.7221682785884792,5806.35327253538,-1333.7162592482036,4017.52488185174,3770.584568152795,0.1467195797792069,6.336873619982839e-07,3.860034219738573e-06,77449.96823692763,-32.80316435529141,859535.4985245072,1807.424510647057,-179.34632378076896,15.051043456995629,1628.0781868662882,1991,Argentina
70,158469.39077590033,0.6715098656110844,0.6713220661960233,-0.0001877994150610851,0.7793068925582076,0.7789846928234339,-0.00032219973477376485,0.2500276141217941,-0.0275671961632434,5.800566503904446,-0.047742720217707556,0.0001025291666572059,6801.4850521323015,-0.04742033367379608,3124.6686950616163,0.7271365634560434,5077.417447244557,-1724.067604887745,3728.060810782893,3789.154583244525,0.1520141165136053,6.517340853421086e-07,3.7804269048882356e-06,75427.9647362362,-31.09549012929559,817567.4544380638,1938.4431977550837,-153.19157966360058,15.733884350536249,1785.2516180914831,1991,Argentina
71,158469.39077590033,0.6470158039229634,0.6468022158094816,-0.00021358811348182183,0.7793068925582076,0.7789846928234339,-0.00032219973477376485,0.24512511188411185,0.0,5.800566503904446,0.0,0.0001025291666572059,6801.4850521323015,0.0,3124.6686950616163,0.7271365634560434,5077.417447244557,-1724.067604887745,3454.6239966913295,3789.154583244525,0.1520141165136053,6.517340853421086e-07,3.7804269048882356e-06,75427.9647362362,-31.09549012929559,785639.3393982119,2091.8117603538935,-129.2526438168327,16.561104634006686,1962.5591165370608,1991,Argentina
72,158469.39077590406,0.6234151901031556,0.6231779460886928,-0.00023724401446278964,0.7793068925582076,0.7789846928234339,-0.00032219973477376485,0.2403187371412861,0.0,5.800566503904446,0.0,0.0001025291666572059,6801.4850521323015,0.0,3124.6686950616163,0.7271365634560434,5077.417447244557,-1724.067604887745,3196.327030769223,3789.154583244525,0.1520141165136053,6.517340853421086e-07,3.7804269048882356e-06,75427.9647362362,-31.09549012929559,751839.7861387333,2252.4724877567965,-103.91054842165681,17.43681170263826,2148.56193933514,1991,Argentina
73,158469.39077590033,0.6006754346569679,0.6004165462007509,-0.0002588884562170213,0.7793068925582076,0.7789846928234339,-0.00032219973477376485,0.23560660504047656,0.0,5.800566503904446,0.0,0.0001025291666572059,6801.4850521323015,0.0,3124.6686950616163,0.7271365634560434,5077.417447244557,-1724.067604887745,2952.3316389043043,3789.154583244525,0.1520141165136053,6.517340853421086e-07,3.7804269048882356e-06,75427.9647362362,-31.09549012929559,716059.1019638482,2420.7532216068903,-77.08304852237012,18.363847566452048,2343.6701730845202,1991,Argentina
