age,population,S,S_new,Sgrad,H,H_new,Hgrad,discount,dH,W,dW,Wgrad,C,Cdot,L,SL,Y,Sav,A,Z,zc,uc,ul,v,q,V,WTP_S,WTP_H,WTP_W,WTP,year,location_name
10,664352.6327092145,0.9701907928035316,0.9715595029064876,0.0013687101029560278,0.9513106685227156,0.9515663687799624,0.0002557002572467493,0.8203482998751549,-0.013661774881178278,1.4591836734693882,0.0,0.0,2598.848203759619,0.0,4000.0,0.0,0.0,-2598.848203759619,0.0,3651.0146215843893,0.28059684413221536,1.2719276953644828e-06,3.311067669646883e-06,38170.426589276234,10.259727154382306,3040306.3539865054,-1409.2118484166842,-18.917705671309914,3.3191042748913677,-1428.1295540879942,1991,Argentina
11,664352.6327092135,0.9698566006873864,0.9712143706023948,0.0013577699150083555,0.9513106685227156,0.9515663687799624,0.0002557002572467493,0.8042630390932891,0.0,1.4591836734693882,0.0,0.0,3139.0867247722,0.0,4000.0,0.0,0.0,-3139.0867247722,0.0,3795.0639402042298,0.2540178154561608,1.0865145103893095e-06,3.205506273697716e-06,45267.94707407699,12.16745075491322,3063233.80808046,-1404.8882769690645,-29.77123648833073,3.386652927539594,-1434.6595134573952,1991,Argentina
12,664352.6327092135,0.9695225236871248,0.9708693609015052,0.0013468372143804475,0.9513106685227156,0.9515663687799624,0.0002557002572467493,0.788493175581656,0.0,1.4591836734693882,0.0,0.0,3791.6279417112473,0.0,4000.0,0.0,0.0,-3791.6279417112473,0.0,3952.681606067741,0.23026093472584766,9.265791303347786e-07,3.0981260428249862e-06,53787.27134788599,14.457337203642162,3079385.904116056,-1400.3025634549492,-42.79220119836343,3.4555762945977015,-1443.0947646533127,1991,Argentina
13,664352.6327092145,0.9691885617630942,0.970524473760266,0.001335911997171757,0.9513106685227156,0.9515663687799624,0.0002557002572467493,0.7730325250800548,0.0,1.4591836734693882,0.0,0.0,4579.816904997664,0.0,4000.0,0.0,0.0,-4579.816904997664,0.0,4125.378330679027,0.20901249576073364,7.88817571934643e-07,2.9891562173080536e-06,64033.9795278828,17.211522565219436,3087174.0140069816,-1395.5395254381222,-58.414650692403555,3.5259023535254115,-1453.9541761305256,1991,Argentina
14,664352.6327092145,0.9688547148756552,0.9701797091351396,0.0013249942594844022,0.9513106685227156,0.9515663687799624,0.0002557002572467493,0.757875024588289,0.0,1.4591836734693882,0.0,0.0,5531.851543913883,0.0,4000.0,0.0,0.0,-5531.851543913883,0.0,4314.861228920622,0.18999460524216016,6.703336489869393e-07,2.878846600047534e-06,76383.62315184667,20.53095033580985,3084665.3796274248,-1390.7065407839598,-77.16527708968351,3.597659651164892,-1467.8718178736433,1991,Argentina
15,595608.7872282639,0.9685209829851826,0.969835066982604,0.0013140839974213891,0.931036304181202,0.931148215298176,0.00011191111697406164,0.7430147299885186,-0.021312032979717944,1.4591836734693882,0.0,0.0,6681.791464307025,0.0,4000.0,0.0,0.0,-6681.791464307025,0.0,4523.062656436811,0.1729610346229338,5.685901980665632e-07,2.7674662927854845e-06,91298.66406904177,10.974153669755882,3069504.713817831,-1385.9385614788623,-99.68448931329522,3.6708773153285246,-1485.6230507921575,1991,Argentina
16,595608.7872282639,0.9678323211227252,0.96912143256552,0.0012891114427947548,0.931036304181202,0.931148215298176,0.00011191111697406164,0.7284458137142339,0.0,1.4591836734693882,0.0,0.0,8070.776451259965,0.0,4000.0,0.0,0.0,-8070.776451259965,0.0,4752.173679864011,0.15769355615345027,4.813660868410429e-07,2.6553020404469378e-06,109349.71750586841,13.143901018598877,3039931.698539277,-1339.2955506151884,-112.95212987358373,3.7469591176397015,-1452.2476804887722,1991,Argentina
17,595608.7872282639,0.9671441489297424,0.9684083232625492,0.001264174332806789,0.931036304181202,0.931148215298176,0.00011191111697406164,0.7141625624649351,0.0,1.4591836734693882,0.0,0.0,9238.241207868326,0.0,4000.0,0.0,0.0,-9238.241207868326,0.0,4930.263710772491,0.1477473239280108,4.267901613251508e-07,2.57475273567971e-06,124571.88593880605,14.973614709082213,2991320.583766507,-1292.8904007717783,-128.70946971633043,3.8246177747857555,-1421.5998704881088,1991,Argentina
18,595608.7872282639,0.9664564660580572,0.9676957386872967,0.0012392726292395073,0.931036304181202,0.931148215298176,0.00011191111697406164,0.7001593749656226,0.0,1.4591836734693882,0.0,0.0,10353.644428668662,0.0,4000.0,0.0,0.0,-10353.644428668662,0.0,5090.573953080415,0.13993391085246717,3.8527678867959334e-07,2.506685057187514e-06,139167.84363214544,16.728057496578337,2926164.3058604724,-1247.1384356571473,-146.66102868387827,3.9038859683159504,-1393.7994643410257,1991,Argentina
19,595608.7872282639,0.9657692721597402,0.966983678453652,0.001214406293911785,0.931036304181202,0.931148215298176,0.00011191111697406164,0.6864307597702183,0.0,1.4591836734693882,0.0,0.0,11417.892748411,0.0,4000.0,0.0,0.0,-11417.892748411,0.0,5236.0529075770555,0.13362046534458735,3.526687191803717e-07,2.4482365970997366e-06,153147.4019551739,18.4084087135054,2844759.1428267187,-1202.4562484954618,-166.77545273176503,3.984797057130208,-1369.2317012272267,1991,Argentina
20,517608.36523327976,0.9650825668871092,0.9662721421757876,0.0011895752886783573,0.9162351171107286,0.9162377849121304,2.6678014017900153e-06,0.6729713331080571,-0.01589754019687801,1.4591836734693882,0.0,0.0,12431.892786126811,0.0,4000.0,0.0,0.0,-12431.892786126811,0.0,5368.8428611737445,0.1284084399175796,3.264168205193709e-07,2.397431733350685e-06,166517.9089328549,0.4848501247966526,2747397.4985465063,-1159.2618244619475,-189.02194175344832,4.067385091517734,-1348.2837662153959,1991,Argentina
21,517608.36523327976,0.9641549732451042,0.9653088750646196,0.0011539018195153572,0.9162351171107286,0.9162377849121304,2.6678014017900153e-06,0.659775816772605,0.0,1.4591836734693882,0.0,0.0,6440.9949918847,0.0,4000.0,0.7468375011726829,0.0,-6440.9949918847,-4097.285249536874,4481.036805706954,0.1761265885937299,5.871609394745117e-07,2.789182105946558e-06,88174.12130712112,0.25673655160317604,2635029.8527251934,-1089.369246237742,-193.4828947088181,4.152724203721189,-1282.85214094656,1991,Argentina
22,517608.3652332816,0.9632282711640848,0.9643465682248774,0.0011182970607925835,0.9162351171107286,0.9162377849121304,2.6678014017900153e-06,0.6468390360515734,0.0,2.824612889868342,0.9357486937559261,0.0,6440.9949918847,0.0,4000.0,0.7468375011726829,0.0,-6440.9949918847,-8110.37066578685,4481.036805706954,0.1761265885937299,5.871609394745117e-07,2.789182105946558e-06,88174.12130712112,0.25673655160317604,2600292.129039425,-1019.250281345748,-197.8045446527797,4.239853843230964,-1217.0548259985278,1991,Argentina
