"location_name","year","age_name","population"
"Kenya",1996,"30 to 34",1648643.35423608
"Kenya",1996,"35 to 39",1281250.59421534
"Kenya",1996,"40 to 44",980971.276995791
"Kenya",1996,"45 to 49",765412.201486283
"Kenya",1996,"50 to 54",600282.51266359
"Kenya",1996,"55 to 59",466128.650912767
"Kenya",1996,"60 to 64",380841.373641281
"Kenya",1996,"65 to 69",295124.665238249
"Kenya",1996,"70 to 74",204106.219970836
"Kenya",1996,"75 to 79",125684.144241366
"Kenya",1996,"0 to 0",1057719.82080565
"Kenya",1996,"80 to 84",66180.9408982651
"Kenya",1996,"85 to 89",31245.5636888914
"Kenya",1996,"90 to 94",10410.8608415049
"Kenya",1996,"95 to 99",1965.65168200009
"South Africa",1996,"1 to 4",3854223.30646103
"South Africa",1996,"5 to 9",4862889.57434332
"South Africa",1996,"10 to 14",4787044.03070264
"South Africa",1996,"15 to 19",4450379.26452982
"South Africa",1996,"20 to 24",4083018.09956016
"South Africa",1996,"25 to 29",3663380.74088548
"South Africa",1996,"30 to 34",3207134.98622514
"South Africa",1996,"35 to 39",2756179.28177865
"South Africa",1996,"40 to 44",2245081.15207009
"South Africa",1996,"45 to 49",1753501.96144916
"South Africa",1996,"50 to 54",1364164.96698835
"South Africa",1996,"55 to 59",1116780.34020737
"South Africa",1996,"60 to 64",929693.919728253
"South Africa",1996,"65 to 69",745223.420094219
"South Africa",1996,"70 to 74",539400.689298015
"South Africa",1996,"75 to 79",379068.329119938
"South Africa",1996,"0 to 0",979299.354268582
"South Africa",1996,"80 to 84",194344.520780064
"South Africa",1996,"85 to 89",111764.947283941
"South Africa",1996,"90 to 94",40848.3209379447
"South Africa",1996,"95 to 99",8300.52203865218
"Nigeria",1996,"1 to 4",14826997.7927292
"Nigeria",1996,"5 to 9",14936933.4137053
"Nigeria",1996,"10 to 14",12983292.4392105
"Nigeria",1996,"15 to 19",11423680.7858128
"Nigeria",1996,"20 to 24",9822124.8615859
"Nigeria",1996,"25 to 29",8328535.71877112
"Nigeria",1996,"30 to 34",6816401.45800069
"Nigeria",1996,"35 to 39",5597582.9166816
"Nigeria",1996,"40 to 44",4479799.39957216
"Nigeria",1996,"45 to 49",3660744.81710513
"Nigeria",1996,"50 to 54",2980066.58057445
"Nigeria",1996,"55 to 59",2399244.94276081
"Nigeria",1996,"60 to 64",1818039.03162311
"Nigeria",1996,"65 to 69",1427097.18687803
"Nigeria",1996,"70 to 74",1059800.78435881
"Nigeria",1996,"75 to 79",687987.78440203
"Nigeria",1996,"0 to 0",4595599.34007235
"Nigeria",1996,"80 to 84",359948.846299388
"Nigeria",1996,"85 to 89",148213.245978123
"Nigeria",1996,"90 to 94",46107.0156725198
"Nigeria",1996,"95 to 99",10787.418230853
"European Union",1996,"1 to 4",21584951.2701042
"European Union",1996,"5 to 9",29844396.3244346
"European Union",1996,"10 to 14",30904218.3000158
"European Union",1996,"15 to 19",32643481.0128661
"European Union",1996,"20 to 24",33937888.8844189
"European Union",1996,"25 to 29",36524949.3287429
"European Union",1996,"30 to 34",37332767.2524928
"European Union",1996,"35 to 39",36242235.6551408
"European Union",1996,"40 to 44",34421711.016135
"European Union",1996,"45 to 49",33267358.9859994
"European Union",1996,"50 to 54",27291776.7505759
"European Union",1996,"55 to 59",27379014.7492252
"European Union",1996,"60 to 64",25334467.4699851
"European Union",1996,"65 to 69",23271848.0581892
"European Union",1996,"70 to 74",19867909.7235862
"European Union",1996,"75 to 79",12478302.6933637
"European Union",1996,"0 to 0",5160121.84367968
"European Union",1996,"80 to 84",9436867.25775684
"European Union",1996,"85 to 89",5255918.9015581
"European Union",1996,"90 to 94",1754483.5253194
"European Union",1996,"95 to 99",374154.06212163
"Africa",1996,"1 to 4",97101858.1042261
"Africa",1996,"5 to 9",104548367.785168
"Africa",1996,"10 to 14",92650806.159638
"Africa",1996,"15 to 19",79978490.3146578
"Africa",1996,"20 to 24",66957084.8370457
"Africa",1996,"25 to 29",55801267.3904554
"Africa",1996,"30 to 34",46539622.320919
"Africa",1996,"35 to 39",38566323.8927047
"Africa",1996,"40 to 44",31324311.4302687
"Africa",1996,"45 to 49",24321232.8385796
"Africa",1996,"50 to 54",19495290.5549823
"Africa",1996,"55 to 59",15849761.3100454
"Africa",1996,"60 to 64",12813704.4637448
"Africa",1996,"65 to 69",9925395.14106907
"Africa",1996,"70 to 74",6997219.14635488
"Africa",1996,"75 to 79",4464505.65187497
"Africa",1996,"0 to 0",28169455.8151866
"Africa",1996,"80 to 84",2249712.76989766
"Africa",1996,"85 to 89",881455.126574378
"Africa",1996,"90 to 94",261506.243121945
"Africa",1996,"95 to 99",53539.338613691
"America",1996,"1 to 4",61751296.9506909
"America",1996,"5 to 9",76978818.3935978
"America",1996,"10 to 14",74935224.6714276
"America",1996,"15 to 19",71232437.1614338
"America",1996,"20 to 24",64766249.2626835
"America",1996,"25 to 29",61851827.8906998
"America",1996,"30 to 34",60462305.3688344
"America",1996,"35 to 39",57207869.969814
"America",1996,"40 to 44",49433116.7576802
"America",1996,"45 to 49",42262920.3325268
"America",1996,"50 to 54",32876413.7921695
"America",1996,"55 to 59",26737692.7955291
"America",1996,"60 to 64",22953698.0712426
"America",1996,"65 to 69",20453272.2962325
"America",1996,"70 to 74",16885346.4370132
"America",1996,"75 to 79",12048504.2253237
"America",1996,"0 to 0",15425962.8605961
"America",1996,"80 to 84",7828296.23194658
"America",1996,"85 to 89",4180144.0005479
"America",1996,"90 to 94",1690005.39145128
"America",1996,"95 to 99",527753.67643589
"Asia",1996,"1 to 4",299727624.113775
"Asia",1996,"5 to 9",382158124.468294
"Asia",1996,"10 to 14",363490919.035213
"Asia",1996,"15 to 19",321159929.751954
"Asia",1996,"20 to 24",313690869.255733
"Asia",1996,"25 to 29",314127800.576111
"Asia",1996,"30 to 34",283955533.963757
"Asia",1996,"35 to 39",227605665.625213
"Asia",1996,"40 to 44",213147268.658903
"Asia",1996,"45 to 49",169071349.061113
"Asia",1996,"50 to 54",129268402.704859
"Asia",1996,"55 to 59",112878218.444859
"Asia",1996,"60 to 64",98919511.0097458
"Asia",1996,"65 to 69",76609460.3480005
"Asia",1996,"70 to 74",52582874.0456078
"Asia",1996,"75 to 79",31740555.2056592
"Asia",1996,"0 to 0",76662089.1182574
"Asia",1996,"80 to 84",16775955.2921057
"Asia",1996,"85 to 89",6757376.11303675
"Asia",1996,"90 to 94",1839468.57503066
"Asia",1996,"95 to 99",365475.841876537
"Europe",1996,"1 to 4",39314860.2121652
"Europe",1996,"5 to 9",56917332.9074174
"Europe",1996,"10 to 14",59579897.022943
"Europe",1996,"15 to 19",59695057.7306457
"Europe",1996,"20 to 24",59298176.0380938
"Europe",1996,"25 to 29",59872191.6638222
"Europe",1996,"30 to 34",62395735.7558735
"Europe",1996,"35 to 39",62834189.7319939
"Europe",1996,"40 to 44",58169205.4011066
"Europe",1996,"45 to 49",53558394.3320837
"Europe",1996,"50 to 54",40372863.728359
"Europe",1996,"55 to 59",45977207.8446156
"Europe",1996,"60 to 64",39644747.1220423
"Europe",1996,"65 to 69",37893256.0569787
"Europe",1996,"70 to 74",29266962.455764
"Europe",1996,"75 to 79",17634384.5380239
"Europe",1996,"0 to 0",9315121.56240265
"Europe",1996,"80 to 84",13064571.4327736
"Europe",1996,"85 to 89",7015715.89092547
"Europe",1996,"90 to 94",2317817.91390098
"Europe",1996,"95 to 99",494832.755447307
"G20",1996,"1 to 4",285907002.590605
"G20",1996,"5 to 9",378901700.900269
"G20",1996,"10 to 14",371866537.550674
"G20",1996,"15 to 19",340407456.331889
"G20",1996,"20 to 24",338744523.07643
"G20",1996,"25 to 29",345705269.446079
"G20",1996,"30 to 34",325664162.307483
"G20",1996,"35 to 39",276473682.372127
"G20",1996,"40 to 44",262107402.378044
"G20",1996,"45 to 49",219018642.128454
"G20",1996,"50 to 54",166430731.926161
"G20",1996,"55 to 59",152175166.628855
"G20",1996,"60 to 64",133992183.001847
"G20",1996,"65 to 69",112114802.476121
"G20",1996,"70 to 74",82874654.0714908
"G20",1996,"75 to 79",51705755.6686149
"G20",1996,"0 to 0",71660620.7831546
"G20",1996,"80 to 84",32037163.3686635
"G20",1996,"85 to 89",15227779.9488342
"G20",1996,"90 to 94",4865097.15429438
"G20",1996,"95 to 99",1160940.4711721
"Nordic Region",1996,"1 to 4",1253357.83739878
"Nordic Region",1996,"5 to 9",1539192.73267492
"Nordic Region",1996,"10 to 14",1396140.83696945
"Nordic Region",1996,"15 to 19",1435539.18406288
"Nordic Region",1996,"20 to 24",1592044.08415685
"Nordic Region",1996,"25 to 29",1710443.12458615
"Nordic Region",1996,"30 to 34",1791929.87273756
"Nordic Region",1996,"35 to 39",1683612.94081709
"Nordic Region",1996,"40 to 44",1690512.2375373
"Nordic Region",1996,"45 to 49",1790355.93639938
"Nordic Region",1996,"50 to 54",1609087.05453143
"Nordic Region",1996,"55 to 59",1243940.72617252
"Nordic Region",1996,"60 to 64",1070006.22512745
"Nordic Region",1996,"65 to 69",1045443.81030924
"Nordic Region",1996,"70 to 74",984756.209782101
"Nordic Region",1996,"75 to 79",801739.219724667
"Nordic Region",1996,"0 to 0",291406.42729958
"Nordic Region",1996,"80 to 84",550529.376203522
"Nordic Region",1996,"85 to 89",307740.819306033
"Nordic Region",1996,"90 to 94",116005.553115662
"Nordic Region",1996,"95 to 99",30874.7048123592
"Global",1997,"1 to 4",497177882.540835
"Global",1997,"5 to 9",620361124.550693
"Global",1997,"10 to 14",602678712.237707
"Global",1997,"15 to 19",541569409.936633
"Global",1997,"20 to 24",505471466.908434
"Global",1997,"25 to 29",496413797.242175
"Global",1997,"30 to 34",464801665.780741
"Global",1997,"35 to 39",395709386.163486
"Global",1997,"40 to 44",359075632.223992
"Global",1997,"45 to 49",299324118.026239
"Global",1997,"50 to 54",230662789.20306
"Global",1997,"55 to 59",202856374.828546
"Global",1997,"60 to 64",177894055.780023
"Global",1997,"65 to 69",147286751.128572
"Global",1997,"70 to 74",109328622.64092
"Global",1997,"75 to 79",69065911.4478629
"Global",1997,"0 to 0",129532157.541879
"Global",1997,"80 to 84",40091808.3819729
"Global",1997,"85 to 89",19471268.780712
"Global",1997,"90 to 94",6420102.5992363
"Global",1997,"95 to 99",1528017.60432725
"China",1997,"1 to 4",76001514.2299229
"China",1997,"5 to 9",111694867.760515
"China",1997,"10 to 14",117302451.657775
"China",1997,"15 to 19",100437481.079947
"China",1997,"20 to 24",110045250.816803
"China",1997,"25 to 29",129916535.95057
"China",1997,"30 to 34",127734289.214885
"China",1997,"35 to 39",87736341.0804629
"China",1997,"40 to 44",93619538.0552117
"China",1997,"45 to 49",74424217.8476272
"China",1997,"50 to 54",54980371.9674726
"China",1997,"55 to 59",45423870.5494794
"China",1997,"60 to 64",41914801.3766903
"China",1997,"65 to 69",32993928.7041699
"China",1997,"70 to 74",23691958.9042679
"China",1997,"75 to 79",14462126.0364524
"China",1997,"0 to 0",18599689.1718471
"China",1997,"80 to 84",7518188.0367921
"China",1997,"85 to 89",2625251.00154822
"China",1997,"90 to 94",577272.903982275
"China",1997,"95 to 99",80831.6378106664
"Indonesia",1997,"1 to 4",17951266.613943
"Indonesia",1997,"5 to 9",22343922.6032941
"Indonesia",1997,"10 to 14",22384338.0256501
"Indonesia",1997,"15 to 19",21728402.7283304
"Indonesia",1997,"20 to 24",19973110.0635204
"Indonesia",1997,"25 to 29",18023772.0713906
"Indonesia",1997,"30 to 34",16267779.8466225
"Indonesia",1997,"35 to 39",14369700.6998377
"Indonesia",1997,"40 to 44",11734879.728563
"Indonesia",1997,"45 to 49",8967866.10848128
"Indonesia",1997,"50 to 54",7226947.89682245
"Indonesia",1997,"55 to 59",6135711.97102206
"Indonesia",1997,"60 to 64",4958384.48470857
"Indonesia",1997,"65 to 69",3704789.34605299
"Indonesia",1997,"70 to 74",2370044.97409867
"Indonesia",1997,"75 to 79",1385906.80302032
"Indonesia",1997,"0 to 0",4566013.25083565
"Indonesia",1997,"80 to 84",708518.89316909
"Indonesia",1997,"85 to 89",314726.440135182
"Indonesia",1997,"90 to 94",108533.36846174
"Indonesia",1997,"95 to 99",26028.7215396204
"Czechia",1997,"1 to 4",407944.69742681
"Czechia",1997,"5 to 9",634407.293425731
"Czechia",1997,"10 to 14",673628.979924318
"Czechia",1997,"15 to 19",771376.490984057
"Czechia",1997,"20 to 24",896555.459733275
"Czechia",1997,"25 to 29",720804.440743274
"Czechia",1997,"30 to 34",699878.761511308
"Czechia",1997,"35 to 39",644489.339427851
"Czechia",1997,"40 to 44",771701.924944617
"Czechia",1997,"45 to 49",810234.891489355
"Czechia",1997,"50 to 54",736198.990679323
"Czechia",1997,"55 to 59",541059.807479762
"Czechia",1997,"60 to 64",459816.224806511
"Czechia",1997,"65 to 69",472209.120024695
"Czechia",1997,"70 to 74",411286.638921527
"Czechia",1997,"75 to 79",252476.72564083
"Czechia",1997,"0 to 0",90166.3309155318
"Czechia",1997,"80 to 84",137367.892836155
"Czechia",1997,"85 to 89",89515.9455880321
"Czechia",1997,"90 to 94",27343.6327889056
"Czechia",1997,"95 to 99",4940.99248976219
"Poland",1997,"1 to 4",1794486.34491183
"Poland",1997,"5 to 9",2739679.83525071
"Poland",1997,"10 to 14",3277151.07294421
"Poland",1997,"15 to 19",3280360.45878092
"Poland",1997,"20 to 24",2968312.0254569
"Poland",1997,"25 to 29",2504018.02480745
"Poland",1997,"30 to 34",2467345.68003283
"Poland",1997,"35 to 39",2934526.988712
"Poland",1997,"40 to 44",3231978.86887657
"Poland",1997,"45 to 49",2893153.80581041
"Poland",1997,"50 to 54",1905364.29462873
"Poland",1997,"55 to 59",1725222.88768011
"Poland",1997,"60 to 64",1767896.03104832
"Poland",1997,"65 to 69",1674336.31316787
"Poland",1997,"70 to 74",1284424.42547946
"Poland",1997,"75 to 79",767708.790886064
"Poland",1997,"0 to 0",400303.815699408
"Poland",1997,"80 to 84",414085.392004973
"Poland",1997,"85 to 89",259485.251150874
"Poland",1997,"90 to 94",79753.4943544918
"Poland",1997,"95 to 99",16112.9708259132
"Russian Federation",1997,"1 to 4",5610859.44229497
"Russian Federation",1997,"5 to 9",10386090.2352153
"Russian Federation",1997,"10 to 14",12757384.154689
"Russian Federation",1997,"15 to 19",11742322.6005443
"Russian Federation",1997,"20 to 24",10986661.2532128
"Russian Federation",1997,"25 to 29",10128908.6566615
"Russian Federation",1997,"30 to 34",10788368.7014004
"Russian Federation",1997,"35 to 39",13176503.9539681
"Russian Federation",1997,"40 to 44",12182762.4598307
"Russian Federation",1997,"45 to 49",10727254.888057
"Russian Federation",1997,"50 to 54",5653569.45745499
"Russian Federation",1997,"55 to 59",9391708.73006865
"Russian Federation",1997,"60 to 64",7205166.2069541
"Russian Federation",1997,"65 to 69",7430968.49656304
"Russian Federation",1997,"70 to 74",5296514.71524805
"Russian Federation",1997,"75 to 79",2525549.84009459
"Russian Federation",1997,"0 to 0",1287075.64312706
"Russian Federation",1997,"80 to 84",1846770.18564588
"Russian Federation",1997,"85 to 89",844815.91689649
"Russian Federation",1997,"90 to 94",235160.706599588
"Russian Federation",1997,"95 to 99",46379.5957648102
"Japan",1997,"1 to 4",4887748.48723811
"Japan",1997,"5 to 9",6392941.74559579
"Japan",1997,"10 to 14",7351398.02646134
"Japan",1997,"15 to 19",8198179.92002316
"Japan",1997,"20 to 24",9711273.16628768
"Japan",1997,"25 to 29",9687927.74942658
"Japan",1997,"30 to 34",8420367.67760051
"Japan",1997,"35 to 39",7983352.81859454
"Japan",1997,"40 to 44",8386923.55438965
"Japan",1997,"45 to 49",10964359.9078681
"Japan",1997,"50 to 54",8957488.93042287
"Japan",1997,"55 to 59",8402616.50365855
"Japan",1997,"60 to 64",7767748.93493874
"Japan",1997,"65 to 69",6759208.87190728
"Japan",1997,"70 to 74",5314428.10384108
"Japan",1997,"75 to 79",3550928.16964227
"Japan",1997,"0 to 0",1203062.42409262
"Japan",1997,"80 to 84",2432494.43677775
"Japan",1997,"85 to 89",1319392.13218375
"Japan",1997,"90 to 94",452162.65169164
"Japan",1997,"95 to 99",120178.064300571
"Australia",1997,"1 to 4",1051827.76448539
"Australia",1997,"5 to 9",1333367.12796923
"Australia",1997,"10 to 14",1329577.0927379
"Australia",1997,"15 to 19",1284985.86043074
"Australia",1997,"20 to 24",1311245.52409692
"Australia",1997,"25 to 29",1406294.77485454
"Australia",1997,"30 to 34",1397193.90558648
"Australia",1997,"35 to 39",1464414.7004734
"Australia",1997,"40 to 44",1360213.90102442
"Australia",1997,"45 to 49",1270365.74213311
"Australia",1997,"50 to 54",1072863.01558249
"Australia",1997,"55 to 59",831084.207388267
"Australia",1997,"60 to 64",703229.234921251
"Australia",1997,"65 to 69",670559.36503957
"Australia",1997,"70 to 74",598938.127949178
"Australia",1997,"75 to 79",438474.043167804
"Australia",1997,"0 to 0",247559.344862595
"Australia",1997,"80 to 84",285397.638830966
"Australia",1997,"85 to 89",145983.313962056
"Australia",1997,"90 to 94",51793.0633917926
"Australia",1997,"95 to 99",12840.1220605141
"New Zealand",1997,"1 to 4",227482.371594749
"New Zealand",1997,"5 to 9",298601.029998667
"New Zealand",1997,"10 to 14",272769.960524643
"New Zealand",1997,"15 to 19",264969.902265175
"New Zealand",1997,"20 to 24",265378.37033806
"New Zealand",1997,"25 to 29",276628.685645031
"New Zealand",1997,"30 to 34",292636.454937639
"New Zealand",1997,"35 to 39",296431.80594961
"New Zealand",1997,"40 to 44",264806.523596342
"New Zealand",1997,"45 to 49",245718.239685426
"New Zealand",1997,"50 to 54",197494.136068807
"New Zealand",1997,"55 to 59",166877.698358772
"New Zealand",1997,"60 to 64",136321.380364045
"New Zealand",1997,"65 to 69",132715.159290237
"New Zealand",1997,"70 to 74",115018.771273077
"New Zealand",1997,"75 to 79",84843.2395275125
"New Zealand",1997,"0 to 0",55373.7356365337
"New Zealand",1997,"80 to 84",56786.8770571744
"New Zealand",1997,"85 to 89",28551.298110543
"New Zealand",1997,"90 to 94",10420.390263516
"New Zealand",1997,"95 to 99",2783.58455358109
"Denmark",1997,"1 to 4",276563.198147366
"Denmark",1997,"5 to 9",313114.126701284
"Denmark",1997,"10 to 14",275968.381540384
"Denmark",1997,"15 to 19",305152.660407832
"Denmark",1997,"20 to 24",369350.218317065
"Denmark",1997,"25 to 29",387725.052881747
"Denmark",1997,"30 to 34",424210.849296664
"Denmark",1997,"35 to 39",378243.133616243
"Denmark",1997,"40 to 44",372054.992094045
"Denmark",1997,"45 to 49",383196.750724111
"Denmark",1997,"50 to 54",390760.42303689
"Denmark",1997,"55 to 59",287305.233774572
"Denmark",1997,"60 to 64",243500.84544848
"Denmark",1997,"65 to 69",219888.530416877
"Denmark",1997,"70 to 74",202252.631956922
"Denmark",1997,"75 to 79",165138.821800318
"Denmark",1997,"0 to 0",67671.9698471569
"Denmark",1997,"80 to 84",114262.73559691
"Denmark",1997,"85 to 89",65094.7702151852
"Denmark",1997,"90 to 94",24528.2573572088
"Denmark",1997,"95 to 99",6374.5012244651
"France",1997,"1 to 4",2904960.82699525
"France",1997,"5 to 9",3877370.44961158
"France",1997,"10 to 14",3926749.48177572
"France",1997,"15 to 19",3972890.15373089
"France",1997,"20 to 24",4017487.52873675
"France",1997,"25 to 29",4327677.34776674
"France",1997,"30 to 34",4417302.47683153
"France",1997,"35 to 39",4378206.07250939
"France",1997,"40 to 44",4303650.50113846
"France",1997,"45 to 49",4322168.17121699
"France",1997,"50 to 54",3286038.41303624
"France",1997,"55 to 59",2745276.04925476
"France",1997,"60 to 64",2839882.91856496
"France",1997,"65 to 69",2726207.96552529
"France",1997,"70 to 74",2483298.26354202
"France",1997,"75 to 79",1579502.29062941
"France",1997,"0 to 0",725465.998006045
"France",1997,"80 to 84",1098786.45357779
"France",1997,"85 to 89",773346.420615619
"France",1997,"90 to 94",282267.407165508
"France",1997,"95 to 99",67921.102696201
"Germany",1997,"1 to 4",3164068.38583951
"Germany",1997,"5 to 9",4554204.90790941
"Germany",1997,"10 to 14",4565981.61259359
"Germany",1997,"15 to 19",4561867.63909474
"Germany",1997,"20 to 24",4463666.9209628
"Germany",1997,"25 to 29",6025898.70298261
"Germany",1997,"30 to 34",7259461.99501569
"Germany",1997,"35 to 39",6804344.61445874
"Germany",1997,"40 to 44",5941032.40837726
"Germany",1997,"45 to 49",5495841.61228555
"Germany",1997,"50 to 54",4569837.72584792
"Germany",1997,"55 to 59",5910239.14840547
"Germany",1997,"60 to 64",4961038.12354113
"Germany",1997,"65 to 69",4000426.34506895
"Germany",1997,"70 to 74",3387705.3009303
"Germany",1997,"75 to 79",2548782.48484983
"Germany",1997,"0 to 0",808832.926972092
"Germany",1997,"80 to 84",1494168.66328216
"Germany",1997,"85 to 89",1077923.50130084
"Germany",1997,"90 to 94",375432.056895374
"Germany",1997,"95 to 99",77872.514687584
"Israel",1997,"1 to 4",483597.17603836
"Israel",1997,"5 to 9",578636.875580309
"Israel",1997,"10 to 14",562760.513677196
"Israel",1997,"15 to 19",537390.779557192
"Israel",1997,"20 to 24",514222.824700148
"Israel",1997,"25 to 29",437410.466252042
"Israel",1997,"30 to 34",386053.000482574
"Israel",1997,"35 to 39",379695.372382044
"Israel",1997,"40 to 44",374009.936471666
"Israel",1997,"45 to 49",356141.56176236
"Israel",1997,"50 to 54",264919.526123866
"Israel",1997,"55 to 59",196149.463547297
"Israel",1997,"60 to 64",190950.454401168
"Israel",1997,"65 to 69",177955.026847407
"Israel",1997,"70 to 74",164359.877455872
"Israel",1997,"75 to 79",109809.82680414
"Israel",1997,"0 to 0",125056.664006636
"Israel",1997,"80 to 84",69593.5155251168
"Israel",1997,"85 to 89",41166.5706898917
"Israel",1997,"90 to 94",11586.3836605045
"Israel",1997,"95 to 99",2042.12768377212
"Italy",1997,"1 to 4",2090351.69719763
"Italy",1997,"5 to 9",2747026.72714397
"Italy",1997,"10 to 14",2846692.05681929
"Italy",1997,"15 to 19",3264400.98487949
"Italy",1997,"20 to 24",4002819.67588212
"Italy",1997,"25 to 29",4428920.6687326
"Italy",1997,"30 to 34",4570257.0956014
"Italy",1997,"35 to 39",4194211.83399864
"Italy",1997,"40 to 44",3787754.11572529
"Italy",1997,"45 to 49",3812304.09455558
"Italy",1997,"50 to 54",3502120.50103073
"Italy",1997,"55 to 59",3518557.96343092
"Italy",1997,"60 to 64",3267808.89670862
"Italy",1997,"65 to 69",3076527.07309877
"Italy",1997,"70 to 74",2707900.13731231
"Italy",1997,"75 to 79",1747318.9365299
"Italy",1997,"0 to 0",527456.172366484
"Italy",1997,"80 to 84",1290175.19238133
"Italy",1997,"85 to 89",770386.414326941
"Italy",1997,"90 to 94",238857.498016493
"Italy",1997,"95 to 99",50593.3537884295
"Netherlands",1997,"1 to 4",780299.784025136
"Netherlands",1997,"5 to 9",977241.257074294
"Netherlands",1997,"10 to 14",913523.158213428
"Netherlands",1997,"15 to 19",927378.00421652
"Netherlands",1997,"20 to 24",1030075.49752981
"Netherlands",1997,"25 to 29",1292689.39836901
"Netherlands",1997,"30 to 34",1322544.81610275
"Netherlands",1997,"35 to 39",1258809.03068438
"Netherlands",1997,"40 to 44",1167573.67023349
"Netherlands",1997,"45 to 49",1164976.44131962
"Netherlands",1997,"50 to 54",991567.853055944
"Netherlands",1997,"55 to 59",787305.638670607
"Netherlands",1997,"60 to 64",695323.662747213
"Netherlands",1997,"65 to 69",632700.268169809
"Netherlands",1997,"70 to 74",550845.515369195
"Netherlands",1997,"75 to 79",413179.9090432
"Netherlands",1997,"0 to 0",193567.81703064
"Netherlands",1997,"80 to 84",277016.706545618
"Netherlands",1997,"85 to 89",149099.694211645
"Netherlands",1997,"90 to 94",58538.1613985842
"Netherlands",1997,"95 to 99",14737.2024954071
"Spain",1997,"1 to 4",1502222.86546618
"Spain",1997,"5 to 9",2049945.73161736
"Spain",1997,"10 to 14",2379250.61782715
"Spain",1997,"15 to 19",3040367.37708265
"Spain",1997,"20 to 24",3325911.89861704
"Spain",1997,"25 to 29",3206195.59743382
"Spain",1997,"30 to 34",3170625.29896549
"Spain",1997,"35 to 39",2962680.78288477
"Spain",1997,"40 to 44",2591163.12437608
"Spain",1997,"45 to 49",2445671.39242812
"Spain",1997,"50 to 54",2257241.79892074
"Spain",1997,"55 to 59",1872229.8022002
"Spain",1997,"60 to 64",2191174.36849436
"Spain",1997,"65 to 69",2029716.37970057
"Spain",1997,"70 to 74",1708910.72460824
"Spain",1997,"75 to 79",1187786.9988795
"Spain",1997,"0 to 0",362824.19567202
"Spain",1997,"80 to 84",802129.344583965
"Spain",1997,"85 to 89",441503.807405816
"Spain",1997,"90 to 94",153806.879260707
"Spain",1997,"95 to 99",37094.44857717
"Sweden",1997,"1 to 4",429876.856709297
"Sweden",1997,"5 to 9",612964.501464814
"Sweden",1997,"10 to 14",522866.399195875
"Sweden",1997,"15 to 19",502450.159780803
"Sweden",1997,"20 to 24",549098.724129289
"Sweden",1997,"25 to 29",598403.811224313
"Sweden",1997,"30 to 34",659080.241458499
"Sweden",1997,"35 to 39",584645.44944216
"Sweden",1997,"40 to 44",588199.738788925
"Sweden",1997,"45 to 49",615211.026937587
"Sweden",1997,"50 to 54",654714.998200174
"Sweden",1997,"55 to 59",493394.181590536
"Sweden",1997,"60 to 64",406464.859106155
"Sweden",1997,"65 to 69",391511.373153921
"Sweden",1997,"70 to 74",378945.721416319
"Sweden",1997,"75 to 79",343680.865022928
"Sweden",1997,"0 to 0",91410.6179067037
"Sweden",1997,"80 to 84",234405.580969389
"Sweden",1997,"85 to 89",137156.763478704
"Sweden",1997,"90 to 94",52832.7990904597
"Sweden",1997,"95 to 99",13922.6328992316
"United Kingdom",1997,"1 to 4",3003906.90289905
"United Kingdom",1997,"5 to 9",3951168.7224626
"United Kingdom",1997,"10 to 14",3739538.51915506
"United Kingdom",1997,"15 to 19",3600266.36817654
"United Kingdom",1997,"20 to 24",3604462.9565033
"United Kingdom",1997,"25 to 29",4384277.15845952
"United Kingdom",1997,"30 to 34",4677224.67678367
"United Kingdom",1997,"35 to 39",4351833.74102036
"United Kingdom",1997,"40 to 44",3875126.0428331
"United Kingdom",1997,"45 to 49",4027217.54460239
"United Kingdom",1997,"50 to 54",3703312.4553142
"United Kingdom",1997,"55 to 59",3031351.75539988
"United Kingdom",1997,"60 to 64",2817468.18910542
"United Kingdom",1997,"65 to 69",2660471.79751259
"United Kingdom",1997,"70 to 74",2431308.68405906
"United Kingdom",1997,"75 to 79",1857537.70017897
"United Kingdom",1997,"0 to 0",738922.03733479
"United Kingdom",1997,"80 to 84",1306712.70108971
"United Kingdom",1997,"85 to 89",703101.738477677
"United Kingdom",1997,"90 to 94",264247.194685483
"United Kingdom",1997,"95 to 99",56441.0253669421
"Argentina",1997,"1 to 4",2729077.78391476
"Argentina",1997,"5 to 9",3572180.30401774
"Argentina",1997,"10 to 14",3368618.25043044
"Argentina",1997,"15 to 19",3308113.33593033
"Argentina",1997,"20 to 24",2975051.65005493
"Argentina",1997,"25 to 29",2602494.78683428
"Argentina",1997,"30 to 34",2307442.64069735
"Argentina",1997,"35 to 39",2249388.20390956
"Argentina",1997,"40 to 44",2135796.22687322
"Argentina",1997,"45 to 49",1937523.58136073
"Argentina",1997,"50 to 54",1698293.2803578
"Argentina",1997,"55 to 59",1447210.91191605
"Argentina",1997,"60 to 64",1279000.29843152
"Argentina",1997,"65 to 69",1137931.98812013
"Argentina",1997,"70 to 74",932886.406086021
"Argentina",1997,"75 to 79",648876.193446985
"Argentina",1997,"0 to 0",658592.306743512
"Argentina",1997,"80 to 84",403707.352500402
"Argentina",1997,"85 to 89",200319.997515409
"Argentina",1997,"90 to 94",75169.9768013013
"Argentina",1997,"95 to 99",19126.031202081
"Chile",1997,"1 to 4",1096697.21399416
