"Code","Country","Year","GDP"
"HUN","Hungary",2021,307714.618854088
"HUN","Hungary",2056,475088.3
"HUN","Hungary",2057,478491.8
"HUN","Hungary",2024,346380.7
"HUN","Hungary",2025,355710.3
"HUN","Hungary",2026,364096.9
"HUN","Hungary",2035,415111.8
"HUN","Hungary",2036,418629
"HUN","Hungary",2037,421889.1
"HUN","Hungary",2016,268988.334901963
"HUN","Hungary",2017,280962.925655372
"HUN","Hungary",2018,296227.495531287
"HUN","Hungary",1993,159945.431443351
"HUN","Hungary",1994,164659.270514476
"HUN","Hungary",1995,167111.912296418
"HUN","Hungary",1996,167211.996311472
"HUN","Hungary",1997,172493.577935515
"HUN","Hungary",1998,179147.890125084
"HUN","Hungary",2034,411259.2
"HUN","Hungary",2048,452650.7
"HUN","Hungary",2014,253857.537254187
"HUN","Hungary",2015,263436.033107868
"HUN","Hungary",2049,455391.7
"HUN","Hungary",2050,458073.3
"HUN","Hungary",2051,460710.5
"HUN","Hungary",2053,466063.1
"HUN","Hungary",2054,468897.1
"HUN","Hungary",2055,471895.3
"HUN","Hungary",2044,441541.1
"HUN","Hungary",2045,444302
"HUN","Hungary",2046,447081.8
"HUN","Hungary",2047,449871.3
"HUN","Hungary",2060,489812.2
"HUN","Hungary",2033,407009.6
"HUN","Hungary",2052,463352.4
"HUN","Hungary",2058,482104.4
"HUN","Hungary",2059,485894.5
"HUN","Hungary",2031,397220.5
"HUN","Hungary",2032,402336
"IDN","Indonesia",2040,7506742
"IDN","Indonesia",2042,7964976
"IDN","Indonesia",2044,8429064
"IDN","Indonesia",2041,7735161
"IDN","Indonesia",2060,12319850
"IDN","Indonesia",2043,8196275
"IDN","Indonesia",2035,6387423
"IDN","Indonesia",2038,7054244
"IDN","Indonesia",1998,1146276.01179275
"IDN","Indonesia",2019,3226989.79947886
"IDN","Indonesia",2039,7279759
"IDN","Indonesia",2058,11804310
"IDN","Indonesia",2059,12060030
"IDN","Indonesia",2056,11303200
"IDN","Indonesia",2057,11552270
"IDN","Indonesia",2047,9133414
"IDN","Indonesia",2036,6608069
"IDN","Indonesia",2045,8663025
"IDN","Indonesia",2046,8897840
"IDN","Indonesia",2052,10325570
"IDN","Indonesia",2053,10567620
"IDN","Indonesia",2054,10811210
"IDN","Indonesia",1999,1155344.80726024
"IDN","Indonesia",2000,1212188.24993202
"IDN","Indonesia",2001,1256353.92209856
"IDN","Indonesia",2002,1312883.2577366
"IDN","Indonesia",2017,2921619.09073575
"IDN","Indonesia",2018,3072792.18016557
"IDN","Indonesia",2033,5951116
"IDN","Indonesia",2020,3160205.84186828
"IDN","Indonesia",2021,3310046.15699658
"IDN","Indonesia",2022,3480276.95447347
"IDN","Indonesia",2023,3737179
"IDN","Indonesia",2024,3993958
"IDN","Indonesia",2025,4233448
"IDN","Indonesia",2055,11056360
"IDN","Indonesia",2014,2524307.4009752
"IDN","Indonesia",2015,2647400.76569509
"IDN","Indonesia",2016,2780646.27777854
"IDN","Indonesia",2031,5521658
"IDN","Indonesia",2032,5735561
"IDN","Indonesia",1994,1080083.88571869
"IDN","Indonesia",2034,6168401
"IDN","Indonesia",1992,930342.926928107
"IDN","Indonesia",1993,1004355.77365266
"IDN","Indonesia",2011,2147871.36595894
"IDN","Indonesia",2037,6830311
"IDN","Indonesia",1997,1319480.95987713
"IDN","Indonesia",2010,2023053.34044652
"IDN","Indonesia",2003,1375643.92359309
"IDN","Indonesia",2012,2277389.09728875
"IDN","Indonesia",2013,2403949.61464758
"IDN","Indonesia",2029,5097727
"IDN","Indonesia",2049,9607234
"IDN","Indonesia",2050,9845591
"IDN","Indonesia",2004,1444850.83540857
"IDN","Indonesia",2048,9369851
"IDN","Indonesia",1996,1260250.39899753
"IDN","Indonesia",2026,4458111
"IDN","Indonesia",2051,10084970
"IDN","Indonesia",2009,1901765.83412812
"IDN","Indonesia",1991,873363.651809185
"IDN","Indonesia",2030,5309205
"IDN","Indonesia",2027,4674147
"IDN","Indonesia",2028,4886496
"IDN","Indonesia",1995,1168868.35879122
"IDN","Indonesia",2005,1527099.99926885
"IDN","Indonesia",2006,1611105.03394526
"IDN","Indonesia",1990,801782.693179731
"IDN","Indonesia",2008,1816364.57632367
"IDN","Indonesia",2007,1713330.00682489
"IND","India",2013,6042373.45453568
"IND","India",2011,5402885.67556507
"IND","India",2035,20862090
"IND","India",1996,2133542.91391973
"IND","India",2032,18301730
"IND","India",2033,19155040
"IND","India",2034,20009020
"IND","India",2031,17450590
"IND","India",2010,5103273.42932985
"IND","India",2023,10815240
"IND","India",2012,5694939.06746223
"IND","India",2009,4659964.76084784
"IND","India",2051,34202140
"IND","India",2014,6472117.8437437
"IND","India",2015,6962913.91321943
"IND","India",2050,33363210
"IND","India",2017,8067479.56230716
"IND","India",1990,1569648.77291261
"IND","India",1991,1656504.12298137
"IND","India",1992,1674011.04367087
"IND","India",1993,1765785.96984995
"IND","India",1994,1849674.87565482
"IND","India",1995,1972843.55676324
"IND","India",2036,21712830
"IND","India",1997,2230187.08061009
"IND","India",2026,13269540
"IND","India",2027,14093520
"IND","India",2028,14923520
"IND","India",2016,7589675.44807043
"IND","India",2004,3361676.69705832
"IND","India",2005,3630663.81721191
"IND","India",2006,3924331.79936971
"IND","India",2007,4235580.2034579
"IND","India",2008,4434530.26171528
"IND","India",2046,30052370
"IND","India",2047,30876030
"IND","India",2048,31701400
"IND","India",2049,32530040
"IND","India",2025,12450620
"IND","India",1998,2359045.89557711
"IND","India",2052,35048310
"IND","India",2053,35903600
"IND","India",2054,36769260
"IND","India",2055,37645610
"IND","India",2018,8652072.9458477
"IND","India",2019,9058299.48126876
"IND","India",2020,8415911.84325774
"IND","India",2021,9091495.02468221
"IND","India",2022,9957662.72705213
"IND","India",2060,42203870
"IND","India",2024,11635760
"IND","India",2037,22560550
"IND","India",2030,16602910
"IND","India",1999,2545857.32870376
"IND","India",2000,2691113.66349844
"IND","India",2029,15760180
"IND","India",2045,29228650
"IND","India",2003,3117601.67249596
"IND","India",2043,27576820
"IND","India",2044,28403630
"IND","India",2001,2793105.1688835
"IND","India",2058,40341790
"IND","India",2059,41265730
"IND","India",2038,23404900
"IND","India",2056,38532720
"IND","India",2002,2920580.60619228
"IND","India",2041,25916950
"IND","India",2042,26748030
"IND","India",2057,39431120
"IND","India",2040,25082990
"IND","India",2039,24245720
"IRL","Ireland",2025,512714
"IRL","Ireland",2050,791481.8
"IRL","Ireland",2024,499694.8
"IRL","Ireland",2001,186579.665243945
"IRL","Ireland",2010,234410.208462782
"IRL","Ireland",2022,469989.291292843
"IRL","Ireland",2000,176682.40677356
"IRL","Ireland",2009,231033.179953825
"IRL","Ireland",2035,640247.4
"IRL","Ireland",2002,197466.211522274
"IRL","Ireland",2023,486077.6
"IRL","Ireland",1999,162478.891746001
"IRL","Ireland",2005,230403.30131645
"IRL","Ireland",2006,241946.798869756
"IRL","Ireland",2007,254764.928441204
"IRL","Ireland",2008,243233.717361804
"IRL","Ireland",2020,428903.465177275
"IRL","Ireland",2021,447059.842885822
"IRL","Ireland",1997,135730.415558784
"IRL","Ireland",1998,147697.008933919
"IRL","Ireland",2011,235610.218895592
"IRL","Ireland",2012,235341.506617651
"IRL","Ireland",2026,525615.2
"IRL","Ireland",2027,538509.9
"IRL","Ireland",1990,91484.4298847185
"IRL","Ireland",1991,93249.7496144782
"IRL","Ireland",1992,96367.3444755233
"IRL","Ireland",2042,715796.4
"IRL","Ireland",2043,725481.7
"IRL","Ireland",2044,734979.5
"IRL","Ireland",2045,744340.8
"IRL","Ireland",2046,753631.2
"IRL","Ireland",2047,762900.7
"IRL","Ireland",2033,615801.1
"IRL","Ireland",2034,628168.4
"IRL","Ireland",2036,652011.5
"IRL","Ireland",2037,663431.2
"IRL","Ireland",2003,204788.076349047
"IRL","Ireland",2004,217853.163183858
"IRL","Ireland",2041,705883.7
"IRL","Ireland",2017,362684.819972149
"IRL","Ireland",2018,395137.148793946
"IRL","Ireland",2019,418543.796267727
"IRL","Ireland",2060,913571
"IRL","Ireland",1996,122767.401080461
"IRL","Ireland",2032,603190.2
"IRL","Ireland",2013,238903.19105872
"IRL","Ireland",2048,772235.2
"IRL","Ireland",2051,801583.2
"IRL","Ireland",2052,812072.2
"IRL","Ireland",1993,98962.1404317281
"IRL","Ireland",2028,551471.8
"IRL","Ireland",2029,564474.9
"IRL","Ireland",2030,577467
"IRL","Ireland",2031,590391.9
"IRL","Ireland",1994,104658.230031194
"IRL","Ireland",1995,114741.445893042
"IRL","Ireland",2039,685261.4
"IRL","Ireland",2040,695708.8
"IRL","Ireland",2049,781729.4
"IRL","Ireland",2038,674510
"IRL","Ireland",2059,899183.8
"IRL","Ireland",2015,324971.969013921
"IRL","Ireland",2057,871727.1
"IRL","Ireland",2058,885220.9
"IRL","Ireland",2014,259346.25225326
"IRL","Ireland",2053,822995.5
"IRL","Ireland",2016,331413.989480156
"IRL","Ireland",2056,858744.2
"IRL","Ireland",2054,834391.9
"IRL","Ireland",2055,846298.3
"ISL","Iceland",2054,32716.47
"ISL","Iceland",2058,34337.96
"ISL","Iceland",2013,15331.5280003144
"ISL","Iceland",2014,15590.2038436724
"ISL","Iceland",2056,33526.32
"ISL","Iceland",2059,34746.68
"ISL","Iceland",2057,33931.57
"ISL","Iceland",2039,26651.99
"ISL","Iceland",2055,33121.38
"ISL","Iceland",2041,27451.04
"ISL","Iceland",2037,25863.96
"ISL","Iceland",2031,23564.63
"ISL","Iceland",2032,23946.5
"ISL","Iceland",2060,35159.34
"ISL","Iceland",2010,14246.6654807457
"ISL","Iceland",2038,26256.42
"ISL","Iceland",2053,32310.94
"ISL","Iceland",2040,27050.3
"ISL","Iceland",2033,24327
"ISL","Iceland",2011,14509.6274657598
"ISL","Iceland",2012,14663.9571693786
"ISL","Iceland",2028,22407.43
"ISL","Iceland",2036,25475.01
"ISL","Iceland",2019,19369.7525383766
"ISL","Iceland",2020,18081.8372740657
"ISL","Iceland",2021,18595.6199713011
"ISL","Iceland",2009,14662.007143121
"ISL","Iceland",2025,21193.61
"ISL","Iceland",2026,21616.73
"ISL","Iceland",2027,22016.01
"ISL","Iceland",2043,28257.22
"ISL","Iceland",2029,22795.22
"ISL","Iceland",2015,16281.8887628456
"ISL","Iceland",2016,17308.2480884711
"ISL","Iceland",2017,18034.3202357225
"ISL","Iceland",2018,18884.6048582884
"ISL","Iceland",1990,8388.75609106376
"ISL","Iceland",1991,8370.00508114937
"ISL","Iceland",1992,8087.60996990951
"ISL","Iceland",1993,8193.8366398459
"ISL","Iceland",1994,8489.5405635658
"ISL","Iceland",1995,8499.43798459286
"ISL","Iceland",2042,27853.6
"ISL","Iceland",1996,8887.61781812122
"ISL","Iceland",1997,9400.56903128728
"ISL","Iceland",2030,23180.8
"ISL","Iceland",2045,29065.76
"ISL","Iceland",2034,24707.51
"ISL","Iceland",2035,25089.71
"ISL","Iceland",2050,31092.06
"ISL","Iceland",2051,31498.31
"ISL","Iceland",2052,31904.76
"ISL","Iceland",2008,15878.93876516
"ISL","Iceland",2007,15535.6785087788
"ISL","Iceland",2023,20155.74
"ISL","Iceland",2024,20718.9
"ISL","Iceland",2046,29470.66
"ISL","Iceland",2047,29875.88
"ISL","Iceland",2044,28661.32
"ISL","Iceland",2049,30686.48
"ISL","Iceland",2004,12695.8889319747
"ISL","Iceland",2005,13473.4409065023
"ISL","Iceland",2048,30281.17
"ISL","Iceland",2001,11465.7961174653
"ISL","Iceland",2002,11529.9494337195
"ISL","Iceland",1999,10499.9464761223
"ISL","Iceland",2022,19471.1645317924
"ISL","Iceland",2006,14324.5572326001
"ISL","Iceland",2003,11777.0003214405
"ISL","Iceland",2000,11023.3732979022
"ISL","Iceland",1998,10092.7132153418
"ISR","Israel",1990,103822.08348371
"ISR","Israel",2023,377309.1
"ISR","Israel",1991,111843.497207591
"ISR","Israel",2025,398055.3
"ISR","Israel",2005,204566.759291356
"ISR","Israel",2027,420900.1
"ISR","Israel",2024,387461.3
"ISR","Israel",1997,158282.145364152
"ISR","Israel",2022,366216.686072749
"ISR","Israel",2012,268077.714283321
"ISR","Israel",2013,279525.357388973
"ISR","Israel",2001,185904.299964457
"ISR","Israel",2026,409246.8
"ISR","Israel",2003,187729.640199119
"ISR","Israel",2004,196650.611684983
"ISR","Israel",1992,120521.731790578
"ISR","Israel",2002,185632.877233655
"ISR","Israel",1994,134804.024562216
"ISR","Israel",1995,143705.032982743
"ISR","Israel",1996,152331.738092045
"ISR","Israel",2010,251230.858446564
"ISR","Israel",2011,263353.000811952
"ISR","Israel",2021,350287.344360466
"ISR","Israel",1999,170818.82003904
"ISR","Israel",2000,186213.59561666
"ISR","Israel",2036,539563
"ISR","Israel",2037,554012.9
"ISR","Israel",2038,568693.1
"ISR","Israel",2040,598767.4
"ISR","Israel",1993,125483.317886683
"ISR","Israel",2007,229110.748877774
"ISR","Israel",2008,236706.089725202
"ISR","Israel",2009,238566.592917972
"ISR","Israel",2032,484110.3
"ISR","Israel",2033,497607.3
"ISR","Israel",1998,164882.473643348
"ISR","Israel",2047,712931
"ISR","Israel",2048,730626.7
"ISR","Israel",2049,748751.6
"ISR","Israel",2050,767340.5
"ISR","Israel",2014,291188.920596141
"ISR","Israel",2039,583608.2
"ISR","Israel",2006,215999.15752512
"ISR","Israel",2029,445274.7
"ISR","Israel",2030,457934
"ISR","Israel",2031,470880.9
"ISR","Israel",2044,662114.1
"ISR","Israel",2045,678701.9
"ISR","Israel",2046,695632.8
"ISR","Israel",2060,984575.8
"ISR","Israel",2034,511355.3
"ISR","Israel",2035,525342.1
"ISR","Israel",2041,614185.4
"ISR","Israel",2042,629872.6
"ISR","Israel",2051,786430
"ISR","Israel",2028,432921
"ISR","Israel",2019,342414.086597788
"ISR","Israel",2020,333743.214125031
"ISR","Israel",2043,645843.8
"ISR","Israel",2018,331140.406244646
"ISR","Israel",2017,319675.275760312
"ISR","Israel",2053,826200.5
"ISR","Israel",2059,960002.4
"ISR","Israel",2016,308655.369979534
"ISR","Israel",2054,846931.1
"ISR","Israel",2057,912831.6
"ISR","Israel",2015,297280.096927957
"ISR","Israel",2052,806042
"ISR","Israel",2055,868262.7
"ISR","Israel",2058,936090.6
"ISR","Israel",2056,890223.2
"ITA","Italy",2038,2651463
"ITA","Italy",2036,2613308
"ITA","Italy",2037,2632221
"ITA","Italy",2039,2671185
"ITA","Italy",2040,2691580
"ITA","Italy",2012,2265334.32907802
"ITA","Italy",1993,1931999.49817788
"ITA","Italy",1994,1976073.34224916
"ITA","Italy",2035,2594577
"ITA","Italy",1991,1935183.67699841
"ITA","Italy",1992,1948718.05988948
"ITA","Italy",2007,2429501.86671646
"ITA","Italy",2008,2406110.93662286
"ITA","Italy",1995,2034591.275523
"ITA","Italy",1996,2054939.68897149
"ITA","Italy",1997,2094906.47647638
"ITA","Italy",2044,2783027
"ITA","Italy",2045,2808880
"ITA","Italy",2018,2329254.24989937
"ITA","Italy",2019,2335873.57351828
"ITA","Italy",2020,2127287.78471542
"ITA","Italy",2021,2222062.50816054
"ITA","Italy",2009,2278022.68589901
"ITA","Italy",2010,2316145.83129158
"ITA","Italy",2011,2335690.82024332
"ITA","Italy",1998,2129453.61408284
"ITA","Italy",2041,2712857
"ITA","Italy",2042,2735116
"ITA","Italy",2043,2758472
"ITA","Italy",2016,2270829.51699675
"ITA","Italy",2017,2310379.62703473
"ITA","Italy",2034,2575930
"ITA","Italy",2046,2836098
"ITA","Italy",2047,2864663
"ITA","Italy",2048,2894576
"ITA","Italy",2049,2925860
"ITA","Italy",2050,2958571
"ITA","Italy",2051,2992767
"ITA","Italy",2053,3065678
"ITA","Italy",2013,2223127.25716777
"ITA","Italy",2014,2224670.91316356
"ITA","Italy",2015,2239361.70438689
"ITA","Italy",2001,2290685.99875269
"ITA","Italy",2002,2296398.59538222
"ITA","Italy",2003,2301524.21556715
"ITA","Italy",2059,3319288
"ITA","Italy",2060,3366218
"ITA","Italy",2005,2352990.78674183
"ITA","Italy",2006,2397242.66473964
"ITA","Italy",2022,2319555.08109737
"ITA","Italy",2023,2358352
"ITA","Italy",2052,3028468
"ITA","Italy",2024,2381006
"ITA","Italy",1999,2162970.56470975
"ITA","Italy",2000,2250670.74778675
"ITA","Italy",2056,3186243
"ITA","Italy",2057,3229273
"ITA","Italy",2058,3273632
"ITA","Italy",1990,1905978.69911942
"ITA","Italy",2004,2329750.52657048
"ITA","Italy",2031,2519003
"ITA","Italy",2032,2538250
"ITA","Italy",2054,3104397
"ITA","Italy",2055,3144604
"ITA","Italy",2026,2419400
"ITA","Italy",2027,2439110
"ITA","Italy",2033,2557195
"ITA","Italy",2030,2499387
"ITA","Italy",2028,2459268
"ITA","Italy",2025,2400207
"ITA","Italy",2029,2479450
"JPN","Japan",2042,5945730
"JPN","Japan",2043,5962831
"JPN","Japan",2046,6006202
"JPN","Japan",2047,6018798
"JPN","Japan",2044,5978519
"JPN","Japan",2041,5927313
"JPN","Japan",1990,4099858.62369063
"JPN","Japan",1991,4236151.89562822
"JPN","Japan",2045,5992860
"JPN","Japan",2004,4859750.50926217
"JPN","Japan",2005,4947415.591088
"JPN","Japan",2019,5357356.5127191
"JPN","Japan",2003,4755784.54444854
"JPN","Japan",2040,5907647
"JPN","Japan",2000,4663907.98241991
"JPN","Japan",2001,4681916.45731187
"JPN","Japan",2002,4683879.17330358
"JPN","Japan",2057,6235204
"JPN","Japan",2058,6267453
"JPN","Japan",2059,6300303
"JPN","Japan",2006,5015311.45526613
"JPN","Japan",2007,5089737.14315476
"JPN","Japan",2048,6031337
"JPN","Japan",2049,6044710
"JPN","Japan",2050,6059900
"JPN","Japan",2051,6077718
"JPN","Japan",2052,6098274
"JPN","Japan",2025,5477318
"JPN","Japan",2026,5506395
"JPN","Japan",2027,5536111
"JPN","Japan",2028,5567248
"JPN","Japan",2029,5599273
"JPN","Japan",1992,4270846.32808236
"JPN","Japan",2060,6333415
"JPN","Japan",2018,5356644.29130803
"JPN","Japan",2020,5104892.0427927
"JPN","Japan",2021,5239313.28747556
"JPN","Japan",2022,5345936.84053381
"JPN","Japan",2023,5405077
"JPN","Japan",2024,5445553
"JPN","Japan",1999,4538435.2503017
"JPN","Japan",2038,5864345
"JPN","Japan",2039,5886727
"JPN","Japan",2055,6174422
"JPN","Japan",2056,6204026
"JPN","Japan",2016,5239103.59900272
"JPN","Japan",2017,5326874.9825317
"JPN","Japan",1993,4278152.15553031
"JPN","Japan",2011,4936666.55614176
"JPN","Japan",2008,5027424.05115
"JPN","Japan",2009,4741200.91715609
"JPN","Japan",2010,4935491.43913244
"JPN","Japan",2013,5104879.33757828
"JPN","Japan",2012,5004532.46256718
"JPN","Japan",2053,6121410
"JPN","Japan",2054,6146851
"JPN","Japan",1996,4567415.99371652
"JPN","Japan",2014,5119999.30528204
"JPN","Japan",2015,5199905.32915738
"JPN","Japan",2030,5631733
"JPN","Japan",2037,5840327
"JPN","Japan",1997,4612232.79176265
"JPN","Japan",1994,4315098.27113042
"JPN","Japan",1995,4428627.52371067
"JPN","Japan",2031,5664277
"JPN","Japan",2032,5696523
"JPN","Japan",1998,4553642.19212623
"JPN","Japan",2036,5814600
"JPN","Japan",2035,5787177
"JPN","Japan",2033,5727996
"JPN","Japan",2034,5758291
"KOR","Korea, Rep.",1990,529623.483803886
"KOR","Korea, Rep.",2017,2053452.80869935
"KOR","Korea, Rep.",2012,1766480.93737553
"KOR","Korea, Rep.",2013,1822385.02878196
"KOR","Korea, Rep.",2014,1880745.83031388
"KOR","Korea, Rep.",1991,586706.716769172
"KOR","Korea, Rep.",2016,1990558.30058627
"KOR","Korea, Rep.",2002,1190199.78653244
"KOR","Korea, Rep.",2030,2675388
"KOR","Korea, Rep.",2015,1933577.92617651
"KOR","Korea, Rep.",1996,860545.929593898
"KOR","Korea, Rep.",1997,913646.367334374
"KOR","Korea, Rep.",1998,866781.350508637
"KOR","Korea, Rep.",1999,966174.668937203
"KOR","Korea, Rep.",2048,2881451
"KOR","Korea, Rep.",2049,2880641
"KOR","Korea, Rep.",2050,2879909
"KOR","Korea, Rep.",2051,2879399
"KOR","Korea, Rep.",2031,2706738
"KOR","Korea, Rep.",1992,623074.446567185
"KOR","Korea, Rep.",1993,665926.347051972
"KOR","Korea, Rep.",1994,727648.710786844
"KOR","Korea, Rep.",1995,797608.97191822
"KOR","Korea, Rep.",2022,2281506.06512033
"KOR","Korea, Rep.",2011,1725036.4031584
"KOR","Korea, Rep.",2046,2882620
"KOR","Korea, Rep.",2047,2882168
"KOR","Korea, Rep.",2026,2517095
"KOR","Korea, Rep.",2027,2561915
"KOR","Korea, Rep.",2028,2603098
"KOR","Korea, Rep.",2029,2640880
"KOR","Korea, Rep.",2052,2879103
"KOR","Korea, Rep.",2018,2113154.73652213
"KOR","Korea, Rep.",2019,2156249.4391754
"KOR","Korea, Rep.",2020,2136698.15024827
"KOR","Korea, Rep.",2021,2218625.00138037
"KOR","Korea, Rep.",2035,2802504
"KOR","Korea, Rep.",2036,2819806
"KOR","Korea, Rep.",2037,2834723
"KOR","Korea, Rep.",2038,2847348
"KOR","Korea, Rep.",2039,2857763
"KOR","Korea, Rep.",2000,1053718.1453188
"KOR","Korea, Rep.",2001,1104848.7600872
"KOR","Korea, Rep.",2033,2760248
"KOR","Korea, Rep.",2034,2782706
"KOR","Korea, Rep.",2003,1227658.95989185
"KOR","Korea, Rep.",2032,2734977
"KOR","Korea, Rep.",2045,2882610
"KOR","Korea, Rep.",2024,2411710
"KOR","Korea, Rep.",2009,1557717.37049152
"KOR","Korea, Rep.",2010,1663717.3102682
"KOR","Korea, Rep.",2053,2878902
"KOR","Korea, Rep.",2054,2878608
"KOR","Korea, Rep.",2025,2467435
"KOR","Korea, Rep.",2060,2870786
"KOR","Korea, Rep.",2057,2876209
"KOR","Korea, Rep.",2023,2349122
"KOR","Korea, Rep.",2055,2878089
"KOR","Korea, Rep.",2056,2877322
"KOR","Korea, Rep.",2059,2872951
"KOR","Korea, Rep.",2004,1291465.31726304
"KOR","Korea, Rep.",2005,1347108.4138313
"KOR","Korea, Rep.",2058,2874752
"KOR","Korea, Rep.",2007,1500263.63681093
"KOR","Korea, Rep.",2008,1545466.47337375
"KOR","Korea, Rep.",2044,2881917
"KOR","Korea, Rep.",2006,1418024.72307854
"KOR","Korea, Rep.",2040,2866099
"KOR","Korea, Rep.",2041,2872548
"KOR","Korea, Rep.",2042,2877185
"KOR","Korea, Rep.",2043,2880217
"LTU","Lithuania",2012,76574.0139995081
"LTU","Lithuania",2000,45439.7752474427
"LTU","Lithuania",2024,109645.6
"LTU","Lithuania",2001,48405.2227318596
"LTU","Lithuania",2022,103820.837906306
"LTU","Lithuania",2023,107044.6
"LTU","Lithuania",2060,117656.8
"LTU","Lithuania",1999,43820.3818270117
"LTU","Lithuania",2025,111649.5
"LTU","Lithuania",1997,41243.1585605812
"LTU","Lithuania",1998,44326.3995768432
"LTU","Lithuania",2007,78283.6514948279
"LTU","Lithuania",2059,117960.8
"LTU","Lithuania",2021,99871.4490739942
"LTU","Lithuania",2010,69540.0350760282
"LTU","Lithuania",2011,73739.5650623447
"LTU","Lithuania",2051,121049.5
"LTU","Lithuania",2038,121230.2
"LTU","Lithuania",2039,121500.1
"LTU","Lithuania",2002,51673.2619204294
"LTU","Lithuania",2057,118615.8
"LTU","Lithuania",2008,80330.3175951154
"LTU","Lithuania",2009,68410.4144841723
"LTU","Lithuania",1996,38078.4860055497
"LTU","Lithuania",2035,120147
"LTU","Lithuania",2036,120564.7
"LTU","Lithuania",2037,120922.2
"LTU","Lithuania",2005,65594.3447761891
"LTU","Lithuania",2026,113178.7
"LTU","Lithuania",2003,57133.0348488074
"LTU","Lithuania",2004,60886.3855818637
"LTU","Lithuania",2020,96263.1625501336
"LTU","Lithuania",2006,70457.587384581
"LTU","Lithuania",2031,117854.6
"LTU","Lithuania",2058,118275.7
"LTU","Lithuania",2050,121406.7
"LTU","Lithuania",2047,122164.2
"LTU","Lithuania",2048,121970.6
"LTU","Lithuania",2049,121716.3
"LTU","Lithuania",2028,115438.2
"LTU","Lithuania",2029,116338.5
"LTU","Lithuania",2013,79292.4460210938
"LTU","Lithuania",2027,114398.3
"LTU","Lithuania",2045,122350.9
"LTU","Lithuania",2046,122292.3
"LTU","Lithuania",2030,117134.5
"LTU","Lithuania",2044,122338.1
"LTU","Lithuania",2034,119665.2
"LTU","Lithuania",2041,121948.2
"LTU","Lithuania",1995,36210.5762119068
"LTU","Lithuania",2033,119119.3
"LTU","Lithuania",2040,121739
"LTU","Lithuania",2018,93071.6199042388
"LTU","Lithuania",2042,122125.1
"LTU","Lithuania",2043,122259.3
"LTU","Lithuania",2017,89546.3203150867
"LTU","Lithuania",2016,85868.9002266488
"LTU","Lithuania",2019,97109.8686685048
"LTU","Lithuania",2014,82097.0294251728
"LTU","Lithuania",2032,118514.5
"LTU","Lithuania",2052,120655.2
"LTU","Lithuania",2055,119388.5
"LTU","Lithuania",2056,118987.7
"LTU","Lithuania",2015,83759.1524988136
"LTU","Lithuania",2053,120236.9
"LTU","Lithuania",2054,119809.5
"LUX","Luxembourg",2041,101202.1
"LUX","Luxembourg",2023,72532.61
"LUX","Luxembourg",2022,70485.359022254
"LUX","Luxembourg",2053,121021.8
"LUX","Luxembourg",2042,102834.6
"LUX","Luxembourg",2039,97943.79
"LUX","Luxembourg",2021,68570.1425039247
"LUX","Luxembourg",2037,94716.23
"LUX","Luxembourg",2019,66327.2182691705
"LUX","Luxembourg",2018,64833.9434334624
"LUX","Luxembourg",2024,74483.75
"LUX","Luxembourg",2025,76230.71
"LUX","Luxembourg",2038,96323.36
"LUX","Luxembourg",2052,119309.8
"LUX","Luxembourg",2020,65455.7241848052
"LUX","Luxembourg",2050,115953.2
"LUX","Luxembourg",2051,117622.3
"LUX","Luxembourg",2026,77819.27
"LUX","Luxembourg",2006,47798.0610385802
"LUX","Luxembourg",2040,99571.66
"LUX","Luxembourg",1994,29020.9960243736
"LUX","Luxembourg",2030,83871.23
"LUX","Luxembourg",2048,112648.1
"LUX","Luxembourg",2017,62867.6699037938
"LUX","Luxembourg",2035,91553.59
"LUX","Luxembourg",2036,93126.19
"LUX","Luxembourg",2034,89992.97
"LUX","Luxembourg",1991,26346.6501258854
"LUX","Luxembourg",2054,122762.7
"LUX","Luxembourg",2055,124534.9
"LUX","Luxembourg",2043,104469.5
"LUX","Luxembourg",2027,79336.92
"LUX","Luxembourg",2028,80847.76
"LUX","Luxembourg",2029,82358.29
"LUX","Luxembourg",2047,111008.3
"LUX","Luxembourg",2015,59050.7582997948
"LUX","Luxembourg",2049,114295.9
"LUX","Luxembourg",2001,40255.334848772
"LUX","Luxembourg",2002,41799.5926797722
"LUX","Luxembourg",2003,42493.9527517654
"LUX","Luxembourg",2004,44041.8544124592
"LUX","Luxembourg",1992,26826.0676719365
"LUX","Luxembourg",1993,27952.9363457647
"LUX","Luxembourg",2008,51106.6813656413
"LUX","Luxembourg",2044,106105.6
"LUX","Luxembourg",2045,107740.8
"LUX","Luxembourg",2046,109373.9
"LUX","Luxembourg",1998,33453.8906933659
"LUX","Luxembourg",1999,36284.2685799538
"LUX","Luxembourg",2016,61753.6710430479
"LUX","Luxembourg",2014,56610.2280873431
"LUX","Luxembourg",2032,86911.07
"LUX","Luxembourg",2033,88445.4
"LUX","Luxembourg",1990,24250.3994000342
"LUX","Luxembourg",2005,45447.0815132296
"LUX","Luxembourg",2007,51783.1208382383
"LUX","Luxembourg",2060,133968.2
"LUX","Luxembourg",1995,29436.6348004595
"LUX","Luxembourg",1996,29845.2221701626
"LUX","Luxembourg",1997,31551.5602507357
"LUX","Luxembourg",2057,128185.4
"LUX","Luxembourg",2012,52362.683688825
"LUX","Luxembourg",2000,39264.1876551103
