"Code","Country","Year","GDP"
"COL","Colombia",2018,664560.447299796
"COL","Colombia",2020,639721.715977635
"COL","Colombia",2021,688595.765995188
"COL","Colombia",2011,532754.599387785
"COL","Colombia",2009,476717.270778507
"COL","Colombia",2010,498144.086354474
"COL","Colombia",2014,608206.404910258
"COL","Colombia",2015,626184.386397513
"COL","Colombia",2012,553599.346394628
"COL","Colombia",2013,582021.100965051
"COL","Colombia",2016,639255.2497071
"CRI","Costa Rica",2013,79769.2778842308
"CRI","Costa Rica",2010,71075.0080958962
"CRI","Costa Rica",2020,92487.5954007465
"CRI","Costa Rica",2007,64974.7732902096
"CRI","Costa Rica",2008,68053.3916788114
"CRI","Costa Rica",2009,67458.9752833268
"CRI","Costa Rica",2011,74204.5538817445
"CRI","Costa Rica",2012,77827.6597976796
"CRI","Costa Rica",1999,44429.8647991097
"CRI","Costa Rica",2014,82594.7933513326
"CRI","Costa Rica",2015,85611.2220826346
"CRI","Costa Rica",2016,89210.5945954435
"CRI","Costa Rica",2017,92919.7025613968
"CRI","Costa Rica",2018,94830.3200237552
"CRI","Costa Rica",2019,96886.195661473
"CRI","Costa Rica",2006,60042.2252434951
"CRI","Costa Rica",1993,34188.54959149
"CRI","Costa Rica",2021,94761.6756411224
"CRI","Costa Rica",2022,97985.5732035067
"CRI","Costa Rica",2051,194011.6
"CRI","Costa Rica",2052,196011.5
"CRI","Costa Rica",2053,197939
"CRI","Costa Rica",2000,46148.7310149588
"CRI","Costa Rica",2001,47759.8616199024
"CRI","Costa Rica",2002,49391.757058671
"CRI","Costa Rica",2003,51524.0880472281
"CRI","Costa Rica",2004,53803.8226409832
"CRI","Costa Rica",2005,55943.4211590439
"CRI","Costa Rica",2060,209982.5
"CRI","Costa Rica",2047,185232.5
"CRI","Costa Rica",1994,35733.5398501183
"CRI","Costa Rica",1995,37217.8943183664
"CRI","Costa Rica",1996,37720.5069046526
"CRI","Costa Rica",1997,39786.144389773
"CRI","Costa Rica",1998,42632.9657944342
"CRI","Costa Rica",2054,199798.1
"CRI","Costa Rica",2055,201595.8
"CRI","Costa Rica",2056,203342.2
"CRI","Costa Rica",2057,205044.5
"CRI","Costa Rica",2058,206711.2
"CRI","Costa Rica",2059,208352.8
"CRI","Costa Rica",2046,182837.9
"CRI","Costa Rica",1992,31922.9189810861
"CRI","Costa Rica",2048,187548.6
"CRI","Costa Rica",2049,189783.3
"CRI","Costa Rica",2050,191936.7
"CRI","Costa Rica",2036,154980
"CRI","Costa Rica",2023,103904.3
"CRI","Costa Rica",2040,166953.7
"CRI","Costa Rica",2041,169777
"CRI","Costa Rica",2042,172531.4
"CRI","Costa Rica",2043,175215.3
"CRI","Costa Rica",2044,177827.5
"CRI","Costa Rica",2045,180368.1
"CRI","Costa Rica",1991,29233.1468186822
"CRI","Costa Rica",2029,131306.3
"CRI","Costa Rica",2033,145282.7
"CRI","Costa Rica",2034,148585
"CRI","Costa Rica",2035,151816.9
"CRI","Costa Rica",2024,109728
"CRI","Costa Rica",2037,158075.4
"CRI","Costa Rica",2038,161103.1
"CRI","Costa Rica",2039,164062.6
"CRI","Costa Rica",2028,127562.8
"CRI","Costa Rica",2025,114902.4
"CRI","Costa Rica",2026,119484.7
"CRI","Costa Rica",2027,123650.5
"CRI","Costa Rica",2032,141908.5
"CRI","Costa Rica",2030,134929.8
"CRI","Costa Rica",2031,138459.7
"CZE","Czech Republic",2011,334150.578759442
"CZE","Czech Republic",2040,565027
"CZE","Czech Republic",2052,625987.7
"CZE","Czech Republic",2041,570023.3
"CZE","Czech Republic",2042,575048.9
"CZE","Czech Republic",2043,580123.3
"CZE","Czech Republic",2004,272350.582722691
"CZE","Czech Republic",2044,585238.7
"CZE","Czech Republic",2045,590375.8
"CZE","Czech Republic",2046,595517.4
"CZE","Czech Republic",2047,600629.7
"CZE","Czech Republic",2048,605694.7
"CZE","Czech Republic",2049,610713.2
"CZE","Czech Republic",2050,615721.5
"CZE","Czech Republic",2051,620785.2
"CZE","Czech Republic",1999,230278.955994379
"CZE","Czech Republic",2000,240250.187823887
"CZE","Czech Republic",2001,247531.018841416
"CZE","Czech Republic",2002,251218.774707483
"CZE","Czech Republic",1990,254780.488920162
"CZE","Czech Republic",1991,218563.925405053
"CZE","Czech Republic",1992,204603.350674251
"CZE","Czech Republic",1993,202681.242559141
"CZE","Czech Republic",1994,207992.330771946
"CZE","Czech Republic",1995,220342.056896104
"CZE","Czech Republic",1996,229510.766914824
"CZE","Czech Republic",1997,228267.628454659
"CZE","Czech Republic",1998,227477.56619777
"CZE","Czech Republic",2024,443279.2
"CZE","Czech Republic",2012,331772.817531608
"CZE","Czech Republic",2053,631429.8
"CZE","Czech Republic",2054,637206.9
"CZE","Czech Republic",2003,260213.133433408
"CZE","Czech Republic",2029,491815.6
"CZE","Czech Republic",2005,290529.048055647
"CZE","Czech Republic",2006,310701.605173746
"CZE","Czech Republic",2007,327964.643254639
"CZE","Czech Republic",2008,336225.748152439
"CZE","Czech Republic",2009,321038.420497197
"CZE","Czech Republic",2010,328366.39864608
"CZE","Czech Republic",2036,543751.3
"CZE","Czech Republic",2037,549450.4
"CZE","Czech Republic",2025,453949.6
"CZE","Czech Republic",2026,463918.7
"CZE","Czech Republic",2027,473497.5
"CZE","Czech Republic",2028,482798.1
"CZE","Czech Republic",2055,643402.5
"CZE","Czech Republic",2030,500506.5
"CZE","Czech Republic",2031,508823.3
"CZE","Czech Republic",2032,516726.2
"CZE","Czech Republic",2033,524181.2
"CZE","Czech Republic",2034,531163.2
"CZE","Czech Republic",2035,537674.8
"CZE","Czech Republic",2022,416425.887834248
"CZE","Czech Republic",2023,431251.3
"CZE","Czech Republic",2038,554840
"CZE","Czech Republic",2039,559999.3
"CZE","Czech Republic",2013,331627.66619934
"CZE","Czech Republic",2014,339127.924603615
"CZE","Czech Republic",2059,672446.7
"CZE","Czech Republic",2056,650056
"CZE","Czech Republic",2057,657150.8
"CZE","Czech Republic",2058,664638.6
"CZE","Czech Republic",2017,386041.097979723
"CZE","Czech Republic",2060,680495.6
"CZE","Czech Republic",2021,397022.531917543
"CZE","Czech Republic",2016,366406.791062854
"CZE","Czech Republic",2018,398323.775891652
"CZE","Czech Republic",2015,357659.916131348
"CZE","Czech Republic",2020,384405.556264009
"CZE","Czech Republic",2019,407268.977936362
"DEU","Germany",2003,3314048.90019919
"DEU","Germany",2051,5409485
"DEU","Germany",2010,3568579.43107193
"DEU","Germany",2050,5361523
"DEU","Germany",2041,4956185
"DEU","Germany",2042,4999058
"DEU","Germany",2052,5458138
"DEU","Germany",2040,4914029
"DEU","Germany",2049,5314173
"DEU","Germany",2009,3429939.08589274
"DEU","Germany",2024,4385355
"DEU","Germany",2025,4419373
"DEU","Germany",2026,4449217
"DEU","Germany",2027,4478150
"DEU","Germany",2028,4507380
"DEU","Germany",2043,5042536
"DEU","Germany",2044,5086551
"DEU","Germany",2045,5131040
"DEU","Germany",2046,5175978
"DEU","Germany",2047,5221425
"DEU","Germany",2048,5267470
"DEU","Germany",2035,4721863
"DEU","Germany",2036,4757042
"DEU","Germany",2037,4793973
"DEU","Germany",2038,4832613
"DEU","Germany",2039,4872740
"DEU","Germany",1999,3183769.73265377
"DEU","Germany",2000,3283812.49457946
"DEU","Germany",2029,4536670
"DEU","Germany",2030,4565995
"DEU","Germany",2031,4595534
"DEU","Germany",2032,4625521
"DEU","Germany",2033,4656349
"DEU","Germany",2034,4688367
"DEU","Germany",2007,3610288.15317775
"DEU","Germany",2008,3634982.8419136
"DEU","Germany",2023,4338827
"DEU","Germany",1995,2992337.19304814
"DEU","Germany",2011,3710817.02813956
"DEU","Germany",2012,3733858.85287668
"DEU","Germany",2013,3754470.20238987
"DEU","Germany",2001,3343410.31006447
"DEU","Germany",2002,3337771.43996852
"DEU","Germany",2015,3884749.40848815
"DEU","Germany",2004,3337188.05806174
"DEU","Germany",2005,3367229.9387911
"DEU","Germany",2006,3501981.37968132
"DEU","Germany",2021,4077562.93265552
"DEU","Germany",2022,4257314.08509196
"DEU","Germany",1994,2944892.21631712
"DEU","Germany",2053,5507556
"DEU","Germany",1996,3017809.7114754
"DEU","Germany",1997,3074004.6971547
"DEU","Germany",1998,3129130.27784778
"DEU","Germany",1990,2718527.32547264
"DEU","Germany",2014,3837304.54741572
"DEU","Germany",1992,2902697.39402613
"DEU","Germany",2016,3967972.50772278
"DEU","Germany",2060,5890765
"DEU","Germany",1991,2859919.07416978
"DEU","Germany",2018,4136265.9665716
"DEU","Germany",1993,2873919.21185618
"DEU","Germany",2054,5557900
"DEU","Germany",2017,4083376.43901972
"DEU","Germany",2055,5609415
"DEU","Germany",2019,4160669.00290692
"DEU","Germany",2020,3947166.73612686
"DEU","Germany",2059,5831274
"DEU","Germany",2056,5662351
"DEU","Germany",2057,5716947
"DEU","Germany",2058,5773277
"DNK","Denmark",2012,265549.158508266
"DNK","Denmark",1993,192351.42845902
"DNK","Denmark",1994,202608.496551803
"DNK","Denmark",2058,501256.3
"DNK","Denmark",1992,192330.87279773
"DNK","Denmark",1997,221800.679688588
"DNK","Denmark",1998,226720.562434427
"DNK","Denmark",1995,208742.645683659
"DNK","Denmark",1996,214796.398914569
"DNK","Denmark",2018,302355.568124672
"DNK","Denmark",2019,310971.213762809
"DNK","Denmark",2020,302471.516401457
"DNK","Denmark",2021,311007.286441976
"DNK","Denmark",2009,256652.066511314
"DNK","Denmark",2010,261453.994155505
"DNK","Denmark",2011,264949.060123933
"DNK","Denmark",1999,233404.343171544
"DNK","Denmark",2057,494322.7
"DNK","Denmark",1991,188639.191184355
"DNK","Denmark",2030,357414.8
"DNK","Denmark",2031,361478.9
"DNK","Denmark",2032,365477.3
"DNK","Denmark",2033,369443
"DNK","Denmark",2034,373405.7
"DNK","Denmark",2035,377386.1
"DNK","Denmark",2050,449791.4
"DNK","Denmark",2013,268027.64496418
"DNK","Denmark",2014,272368.060640283
"DNK","Denmark",2015,278748.536508928
"DNK","Denmark",2016,287796.587935847
"DNK","Denmark",2017,295917.457400975
"DNK","Denmark",2004,252808.404957905
"DNK","Denmark",2005,258715.616661064
"DNK","Denmark",2006,268839.181838555
"DNK","Denmark",2007,271283.56670939
"DNK","Denmark",2008,269894.555152554
"DNK","Denmark",2047,432658.9
"DNK","Denmark",2048,438236.1
"DNK","Denmark",2036,381399.8
"DNK","Denmark",2037,385464
"DNK","Denmark",2000,242149.667233549
"DNK","Denmark",2001,244142.920762744
"DNK","Denmark",2002,245281.483464222
"DNK","Denmark",2003,246238.233608164
"DNK","Denmark",2055,480916.9
"DNK","Denmark",2056,487545.2
"DNK","Denmark",2029,353276.9
"DNK","Denmark",2044,416850.5
"DNK","Denmark",2059,508352.6
"DNK","Denmark",2060,515615.3
"DNK","Denmark",2052,461854.5
"DNK","Denmark",2049,443949.7
"DNK","Denmark",2054,474431.6
"DNK","Denmark",2051,455758.6
"DNK","Denmark",2028,349051.9
"DNK","Denmark",2053,468079
"DNK","Denmark",2039,393812.9
"DNK","Denmark",1990,186046.385487855
"DNK","Denmark",2046,427228.9
"DNK","Denmark",2043,411916.2
"DNK","Denmark",2027,344736.7
"DNK","Denmark",2045,421957.9
"DNK","Denmark",2041,402569.6
"DNK","Denmark",2038,389596.1
"DNK","Denmark",2022,320046.916745838
"DNK","Denmark",2040,398130.6
"DNK","Denmark",2024,331166.7
"DNK","Denmark",2042,407158.6
"DNK","Denmark",2026,340339.5
"DNK","Denmark",2023,326134.7
"DNK","Denmark",2025,335827.4
"ESP","Spain",2053,2633739
"ESP","Spain",2000,1316726.67071802
"ESP","Spain",2028,2025509
"ESP","Spain",2029,2060259
"ESP","Spain",2026,1954706
"ESP","Spain",2051,2575841
"ESP","Spain",2023,1849498
"ESP","Spain",2024,1884512
"ESP","Spain",2025,1919073
"ESP","Spain",2027,1990256
"ESP","Spain",1998,1197331.27323746
"ESP","Spain",1999,1251097.26252702
"ESP","Spain",2042,2395291
"ESP","Spain",1997,1146942.58237977
"ESP","Spain",2050,2549794
"ESP","Spain",2007,1669115.04215461
"ESP","Spain",2008,1683920.99813077
"ESP","Spain",2009,1620552.64986988
"ESP","Spain",2010,1623192.80966851
"ESP","Spain",2011,1609972.45393609
"ESP","Spain",2054,2665510
"ESP","Spain",2055,2699139
"ESP","Spain",2001,1368514.4206143
"ESP","Spain",2002,1405888.85368397
"ESP","Spain",2003,1447810.98081133
"ESP","Spain",2004,1493021.64886167
"ESP","Spain",2005,1547548.84661739
"ESP","Spain",2006,1611042.05713656
"ESP","Spain",2021,1695208.11091089
"ESP","Spain",2022,1801260.0244267
"ESP","Spain",2020,1601370.49739559
"ESP","Spain",1996,1105992.27475663
"ESP","Spain",2039,2341514
"ESP","Spain",2040,2360514
"ESP","Spain",2041,2378336
"ESP","Spain",2012,1562329.22839607
"ESP","Spain",2030,2094327
"ESP","Spain",2031,2127579
"ESP","Spain",1990,999726.605633692
"ESP","Spain",1991,1025149.68185929
"ESP","Spain",1992,1034690.41039734
"ESP","Spain",1993,1024017.68930641
"ESP","Spain",1994,1048412.12882092
"ESP","Spain",1995,1077329.61684018
"ESP","Spain",2037,2298676
"ESP","Spain",2038,2320987
"ESP","Spain",2052,2603835
"ESP","Spain",2045,2445399
"ESP","Spain",2046,2463438
"ESP","Spain",2043,2411801
"ESP","Spain",2044,2428338
"ESP","Spain",2049,2525708
"ESP","Spain",2019,1796045.80170432
"ESP","Spain",2047,2482707
"ESP","Spain",2048,2503407
"ESP","Spain",2057,2771801
"ESP","Spain",2058,2810457
"ESP","Spain",2059,2850397
"ESP","Spain",2056,2734626
"ESP","Spain",2017,1719894.86779728
"ESP","Spain",2018,1761689.12393725
"ESP","Spain",2036,2274444
"ESP","Spain",2060,2891496
"ESP","Spain",2033,2190789
"ESP","Spain",2034,2220344
"ESP","Spain",2013,1539900.65720642
"ESP","Spain",2032,2159798
"ESP","Spain",2014,1561211.48552975
"ESP","Spain",2015,1621088.20365239
"ESP","Spain",2035,2248276
"ESP","Spain",2016,1670228.27192725
"EST","Estonia",2040,68923.15
"EST","Estonia",2042,69973.04
"EST","Estonia",2043,70433.59
"EST","Estonia",2024,52211.32
"EST","Estonia",2041,69470.31
"EST","Estonia",2027,56844.27
"EST","Estonia",2039,68329.86
"EST","Estonia",1999,21259.876041164
"EST","Estonia",2025,53895.31
"EST","Estonia",1997,20428.1929350008
"EST","Estonia",2056,74178.23
"EST","Estonia",2023,50323.38
"EST","Estonia",2000,23363.1044263315
"EST","Estonia",2001,24751.0545261644
"EST","Estonia",1998,21364.3416300165
"EST","Estonia",2053,73408.24
"EST","Estonia",2038,67689.5
"EST","Estonia",1996,18068.8613986675
"EST","Estonia",2052,73172.09
"EST","Estonia",2002,26448.5175325926
"EST","Estonia",2054,73650.66
"EST","Estonia",2055,73905.53
"EST","Estonia",2014,37777.2085043073
"EST","Estonia",2019,45814.7926699342
"EST","Estonia",2020,44582.7893463059
"EST","Estonia",2021,45893.4146096429
"EST","Estonia",2022,48174.6837886961
"EST","Estonia",2050,72693.5
"EST","Estonia",2051,72935.65
"EST","Estonia",2026,55426.51
"EST","Estonia",2028,58173.96
"EST","Estonia",2029,59424.84
"EST","Estonia",2057,74473.39
"EST","Estonia",2058,74790.68
"EST","Estonia",2059,75127.37
"EST","Estonia",2060,75478.48
"EST","Estonia",2035,65476.47
"EST","Estonia",2036,66265.88
"EST","Estonia",2037,67002.25
"EST","Estonia",1995,17237.4123113982
"EST","Estonia",2008,37310.4297046968
"EST","Estonia",2009,32062.3589202941
"EST","Estonia",2011,35184.7056270112
"EST","Estonia",2012,36302.2247178626
"EST","Estonia",2013,36758.369298076
"EST","Estonia",2046,71577.44
"EST","Estonia",2015,38637.6239714654
"EST","Estonia",2044,70853.47
"EST","Estonia",2045,71233.85
"EST","Estonia",2017,41926.7148003567
"EST","Estonia",2047,71889.55
"EST","Estonia",2048,72175.85
"EST","Estonia",2049,72442.03
"EST","Estonia",2007,39095.6050710874
"EST","Estonia",2018,43737.4373839862
"EST","Estonia",2010,32807.9622312926
"EST","Estonia",2016,39850.5810150906
"EST","Estonia",2031,61709.68
"EST","Estonia",2032,62748.85
"EST","Estonia",2030,60602.25
"EST","Estonia",2006,36470.673410648
"EST","Estonia",2034,64629.79
"EST","Estonia",2005,33206.0352363972
"EST","Estonia",2033,63721.54
"EST","Estonia",2004,30377.6424275141
"EST","Estonia",2003,28504.1714169552
"FIN","Finland",2049,344852.9
"FIN","Finland",2032,292942.4
"FIN","Finland",2031,289634.1
"FIN","Finland",2022,259614.702503063
"FIN","Finland",2048,341963.4
"FIN","Finland",2044,330419.1
"FIN","Finland",2047,339072.5
"FIN","Finland",2033,296247.9
"FIN","Finland",2034,299547.5
"FIN","Finland",2045,333296.3
"FIN","Finland",2046,336182.3
"FIN","Finland",2028,279745.3
"FIN","Finland",2029,283025.6
"FIN","Finland",2035,302833.3
"FIN","Finland",2050,347743.8
"FIN","Finland",2002,203192.978394125
"FIN","Finland",2003,207262.346039492
"FIN","Finland",2030,286323.5
"FIN","Finland",2001,199784.580046869
"FIN","Finland",2006,230450.250632704
"FIN","Finland",2007,242661.658415295
"FIN","Finland",2004,215536.580036338
"FIN","Finland",2005,221524.961877219
"FIN","Finland",2027,276489.3
"FIN","Finland",2041,321703
"FIN","Finland",2042,324642.4
"FIN","Finland",2043,327540.5
"FIN","Finland",2000,194727.063300827
"FIN","Finland",2056,365332.7
"FIN","Finland",2017,247058.205863226
"FIN","Finland",2018,250295.853808471
"FIN","Finland",2019,253485.030671854
"FIN","Finland",2020,246452.317339958
"FIN","Finland",2021,252828.06455641
"FIN","Finland",2023,263691
"FIN","Finland",2024,266977.8
"FIN","Finland",2025,270100.1
"FIN","Finland",2026,273269
"FIN","Finland",1998,176399.486279721
"FIN","Finland",1999,184126.217374632
"FIN","Finland",2055,362350.3
"FIN","Finland",2012,234566.987744435
"FIN","Finland",2057,368348.3
"FIN","Finland",2058,371399.4
"FIN","Finland",1990,154973.064865973
"FIN","Finland",1991,145851.688552049
"FIN","Finland",2036,306095
"FIN","Finland",2037,309323.4
"FIN","Finland",2038,312508.7
"FIN","Finland",2039,315638.7
"FIN","Finland",2040,318703.3
"FIN","Finland",2053,356466.1
"FIN","Finland",2054,359397.7
"FIN","Finland",2011,237892.764929428
"FIN","Finland",2060,377604.1
"FIN","Finland",2013,232452.987605979
"FIN","Finland",2014,231602.54044241
"FIN","Finland",2059,374485.9
"FIN","Finland",2051,350641.7
"FIN","Finland",2052,353548.4
"FIN","Finland",1992,141047.543370283
"FIN","Finland",1993,140112.271813456
"FIN","Finland",2015,232864.991801801
"FIN","Finland",2016,239411.892699585
"FIN","Finland",1996,157383.399573083
"FIN","Finland",1997,167274.805119306
"FIN","Finland",2010,231981.496173327
"FIN","Finland",1994,145661.109071094
"FIN","Finland",1995,151811.428390011
"FIN","Finland",2009,224820.995443797
"FIN","Finland",2008,244568.554840344
"FRA","France",2000,2282257.08796767
"FRA","France",2058,4607810
"FRA","France",2041,3722469
"FRA","France",1999,2192655.63009594
"FRA","France",2040,3678671
"FRA","France",1990,1853007.02412908
"FRA","France",2001,2327945.77730621
"FRA","France",2060,4735778
"FRA","France",1998,2122689.35295932
"FRA","France",2053,4309873
"FRA","France",2059,4671200
"FRA","France",2055,4424836
"FRA","France",2056,4484515
"FRA","France",2057,4545554
"FRA","France",2054,4366650
"FRA","France",1991,1871213.96432919
"FRA","France",1992,1899234.74295149
"FRA","France",1993,1887748.78754568
"FRA","France",2002,2353482.76809795
"FRA","France",1996,2002350.70802218
"FRA","France",1997,2048619.69824359
"FRA","France",2036,3508727
"FRA","France",2037,3550510
"FRA","France",2038,3592766
"FRA","France",2039,3635469
"FRA","France",2013,2664407.7310111
"FRA","France",2042,3766844
"FRA","France",2015,2718344.44690684
"FRA","France",2016,2746238.91003524
"FRA","France",2017,2812892.21941598
"FRA","France",2018,2863726.07649619
"FRA","France",1994,1931875.41696459
"FRA","France",1995,1974807.67710948
"FRA","France",2035,3467468
"FRA","France",2051,4200476
"FRA","France",2052,4254467
"FRA","France",2011,2638315.45230558
"FRA","France",2012,2648295.62697222
"FRA","France",2025,3071890
"FRA","France",2014,2690592.55770225
"FRA","France",2028,3187267
"FRA","France",2029,3226815
"FRA","France",2030,3266564
"FRA","France",2031,3306480
"FRA","France",2032,3346445
"FRA","France",2033,3386504
"FRA","France",2034,3426783
"FRA","France",2049,4096935
"FRA","France",2050,4147962
"FRA","France",2009,2534060.14649287
"FRA","France",2010,2580773.11691562
"FRA","France",2044,3857318
"FRA","France",2026,3109641
"FRA","France",2027,3148105
"FRA","France",2043,3811787
"FRA","France",2048,4047162
"FRA","France",2045,3903525
"FRA","France",2046,3950559
"FRA","France",2047,3998416
"FRA","France",2024,3034071
"FRA","France",2021,2823768.09620666
"FRA","France",2022,2935513.43703451
"FRA","France",2023,2992562
"FRA","France",2019,2906391.94852029
"FRA","France",2020,2669280.2573897
"FRA","France",2006,2542110.57059427
"FRA","France",2003,2373356.82268786
"FRA","France",2008,2606690.30483751
"FRA","France",2004,2435526.55735935
"FRA","France",2005,2477104.36522806
"FRA","France",2007,2603612.45899107
"GBR","United Kingdom",2052,4344710
"GBR","United Kingdom",2051,4296597
"GBR","United Kingdom",2009,2456885.43466243
"GBR","United Kingdom",2053,4393623
"GBR","United Kingdom",2024,3121279
"GBR","United Kingdom",2025,3162138
"GBR","United Kingdom",2026,3202893
"GBR","United Kingdom",2022,3005308.58046365
"GBR","United Kingdom",2023,3075237
"GBR","United Kingdom",2050,4249172
"GBR","United Kingdom",2021,2848040.89052592
"GBR","United Kingdom",2040,3800457
"GBR","United Kingdom",2027,3244768
"GBR","United Kingdom",2038,3715014
"GBR","United Kingdom",2039,3757626
"GBR","United Kingdom",2047,4110190
"GBR","United Kingdom",2048,4156066
"GBR","United Kingdom",2049,4202370
"GBR","United Kingdom",2003,2321117.93838255
"GBR","United Kingdom",2004,2374185.15140112
"GBR","United Kingdom",2005,2444358.74618903
"GBR","United Kingdom",2006,2510204.89019004
"GBR","United Kingdom",2007,2569458.82539283
"GBR","United Kingdom",2054,4443458
"GBR","United Kingdom",2055,4494356
"GBR","United Kingdom",2041,3843554
"GBR","United Kingdom",2042,3886992
"GBR","United Kingdom",2043,3930816
"GBR","United Kingdom",2044,3975040
"GBR","United Kingdom",2045,4019669
"GBR","United Kingdom",2046,4064725
"GBR","United Kingdom",2019,2946234.54606789
"GBR","United Kingdom",2020,2656128.5378153
"GBR","United Kingdom",2034,3545934
"GBR","United Kingdom",2035,3588162
"GBR","United Kingdom",2036,3630335
"GBR","United Kingdom",2037,3672596
"GBR","United Kingdom",1995,1793958.2173282
"GBR","United Kingdom",1996,1838655.31870253
"GBR","United Kingdom",1997,1930135.26864965
"GBR","United Kingdom",2028,3287691
"GBR","United Kingdom",2029,3331140
"GBR","United Kingdom",2030,3374652
"GBR","United Kingdom",2031,3417955
"GBR","United Kingdom",2032,3460916
"GBR","United Kingdom",2033,3503551
"GBR","United Kingdom",1990,1655620.83096961
"GBR","United Kingdom",1991,1637357.65962921
"GBR","United Kingdom",1992,1643924.10171952
"GBR","United Kingdom",1993,1684866.04445113
"GBR","United Kingdom",2010,2507842.48991716
"GBR","United Kingdom",2011,2539835.24814774
"GBR","United Kingdom",2056,4546474
"GBR","United Kingdom",1998,2001700.26566487
"GBR","United Kingdom",1999,2067658.96949519
"GBR","United Kingdom",2000,2140156.99256538
"GBR","United Kingdom",2001,2198589.10539999
"GBR","United Kingdom",2002,2246492.12769573
"GBR","United Kingdom",2018,2904575.20394228
"GBR","United Kingdom",1994,1749666.60256787
"GBR","United Kingdom",2059,4710636
"GBR","United Kingdom",2008,2562297.03673547
"GBR","United Kingdom",2057,4599875
"GBR","United Kingdom",2058,4654600
"GBR","United Kingdom",2013,2632482.83680608
"GBR","United Kingdom",2060,4767945
"GBR","United Kingdom",2017,2868642.85168601
"GBR","United Kingdom",2012,2576163.59402036
"GBR","United Kingdom",2014,2707843.67673969
"GBR","United Kingdom",2015,2771831.9054859
"GBR","United Kingdom",2016,2819573.54682156
"GRC","Greece",1991,241722.696381819
"GRC","Greece",1995,249440.357890252
"GRC","Greece",1992,243414.755256236
"GRC","Greece",1993,239520.119172502
"GRC","Greece",1990,234454.603664466
"GRC","Greece",2057,444961.4
"GRC","Greece",2058,448206
"GRC","Greece",2059,451572
"GRC","Greece",2056,441876.1
"GRC","Greece",1994,244310.521557784
"GRC","Greece",2035,386409.7
"GRC","Greece",1996,256579.717572344
"GRC","Greece",2060,455026.7
"GRC","Greece",2001,310664.188625379
"GRC","Greece",2030,360792.4
"GRC","Greece",2031,366391.1
"GRC","Greece",2032,371755.1
"GRC","Greece",2033,376885.1
"GRC","Greece",2034,381773.2
"GRC","Greece",2049,425329.7
"GRC","Greece",2036,390788.4
"GRC","Greece",2037,394890.8
"GRC","Greece",1997,268085.312151429
"GRC","Greece",1998,278526.972532322
"GRC","Greece",1999,287084.911145336
"GRC","Greece",2000,298337.985539727
"GRC","Greece",2054,436287.7
"GRC","Greece",2055,438981.3
"GRC","Greece",2015,289150.716713491
"GRC","Greece",2016,287734.272218461
"GRC","Greece",2017,291419.786253462
"GRC","Greece",2018,295962.85095469
"GRC","Greece",2019,301457.874063497
"GRC","Greece",2050,427254.4
"GRC","Greece",2051,429289.3
"GRC","Greece",2052,431458.5
"GRC","Greece",2010,355099.039200619
"GRC","Greece",2011,319058.924986387
"GRC","Greece",2053,433785.3
"GRC","Greece",2025,328287.4
"GRC","Greece",2026,335640.7
"GRC","Greece",2027,342452.8
"GRC","Greece",2028,348858.9
"GRC","Greece",2029,354956.5
"GRC","Greece",2046,419732.3
"GRC","Greece",2047,421615
"GRC","Greece",2048,423466.2
"GRC","Greece",2007,393886.172407125
"GRC","Greece",2008,392566.105901962
"GRC","Greece",2038,398706.8
"GRC","Greece",2039,402226.8
"GRC","Greece",2040,405449.9
"GRC","Greece",2041,408389.5
"GRC","Greece",2042,411058.4
"GRC","Greece",2043,413486.8
"GRC","Greece",2044,415712
"GRC","Greece",2045,417777.8
"GRC","Greece",2003,341558.834654869
"GRC","Greece",2004,358845.138377461
"GRC","Greece",2005,360995.17206964
"GRC","Greece",2006,381400.215004368
"GRC","Greece",2020,276594.487113693
"GRC","Greece",2009,375682.882188099
"GRC","Greece",2022,301290.677501858
"GRC","Greece",2023,311735.6
"GRC","Greece",2012,296461.980578533
"GRC","Greece",2013,288333.720329201
"GRC","Greece",2014,290346.657562199
"GRC","Greece",2002,322851.16081596
"GRC","Greece",2024,320395.5
"GRC","Greece",2021,287066.313330514
"HUN","Hungary",2027,371793.2
"HUN","Hungary",2006,248984.943813153
"HUN","Hungary",2007,249674.616816793
"HUN","Hungary",2004,229203.973380648
"HUN","Hungary",2005,239002.00082086
"HUN","Hungary",2022,322996.412827294
"HUN","Hungary",2023,335683.3
"HUN","Hungary",2008,252023.807706452
"HUN","Hungary",1999,184477.08482593
"HUN","Hungary",2000,193066.749403963
"HUN","Hungary",2001,200979.421203658
"HUN","Hungary",2028,378947.8
"HUN","Hungary",2029,385559
"HUN","Hungary",2030,391638.5
"HUN","Hungary",1991,165957.466120924
"HUN","Hungary",1992,160872.23006269
"HUN","Hungary",2041,433402.2
"HUN","Hungary",2042,436100.6
"HUN","Hungary",2043,438807.6
"HUN","Hungary",2009,235105.852617433
"HUN","Hungary",2010,237630.024581646
"HUN","Hungary",2011,242253.267917043
"HUN","Hungary",2012,239251.524421549
"HUN","Hungary",2013,243756.53465083
"HUN","Hungary",2002,210498.370538284
"HUN","Hungary",2003,218916.931279005
"HUN","Hungary",2038,424957.6
"HUN","Hungary",2039,427875.8
"HUN","Hungary",2040,430676.2
"HUN","Hungary",2019,309970.853250457
"HUN","Hungary",2020,294139.029988048
