"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Libya","LBY","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86540725665.8774","89724743548.1248","88143005632.4277","87297846968.7528","98660535669.2708","103062403709.244","115296662281.677","122791576264.405","130591686431.238","134075031340.204","133015648431.917","139694749537.903","52977949150.4267","118214760087.593","102137552746.2","77624540051.8971","70745422757.5003","68767756473.2848","87115614620.6817","100298646254.751","102842173262.421","70652572981.1017",
"St. Lucia","LCA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1619374614.56154","1625458249.18542","1754732168.69569","1764965762.46097","1793179802.01373","1824528635.11916","1877852089.28888","1864817351.91383","1982048557.95643","2034981216.34038","2035973240.24775","1966585969.97306","1974775826.94113","2058992343.70691","2208627735.925","2199565631.93834","2335834382.13036","2375347790.40427","2492911399.75272","2422389440.42544","2461241233.47854","2596201214.21882","2591012660.90697","2508764135.27059","2552884914.65869","2518153306.95648","2609973113.02056","2701367915.57793","2780421310.42789","2778643406.5175","2212532552.25728",
"Latin America & Caribbean","LCN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4672336727000.21","4828585310299.23","4967698578104.6","5186455820084.54","5467167725093.18","5503734704751.58","5728853068340.84","6035791217072.61","6201321286766.21","6235019159277.54","6457922324343.99","6484315284766.66","6520870050228.57","6685610966222.38","7052882512823.59","7331285559741.35","7702514645299.52","8105550797966.67","8405274305464.45","8230536306523.98","8762839527773.18","9163460184213.04","9405537517445.87","9683434598115.08","9834200312195.58","9905466103168.56","9913478862811.51","10107722606605.9","10283519619855.2","10370764001759.5","9670877790157.69",
"Least developed countries: UN classification","LDC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","799989307054.673","814348323352.989","817660524055.783","818901015351.985","822864561091.559","871017218013.813","921049842094.23","965810245190.807","1002340228037.59","1044306482219.68","1089248131332.52","1148601643113.92","1205142580637.25","1268838115618.37","1352469356006.63","1455292602398.66","1561817456960.7","1682194901079.53","1795402004301.97","1871857208089.32","1988432208797.38","2085354816184.03","2171620300416.09","2294528604726.72","2434630455795.02","2550071439574.44","2679649418137.51","2819514524148.93","2959481928707.42","3117899961446.49","3150343253270",
"Low income","LIC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","401381264712.712","403659241106.196","397847474201.773","401668820074.411","401913662772.186","421448484588.564","444935470231.471","468090565151.288","481637176677.425","497380894060.639","512475523719.642","541388329582.663","563632996057.362","591951893485.809","629201952602.492","672073243547.372","716639053460.354","766754024828.654","813026209557.796","841427621789.421","900628290397.643","932610242915.689","939114351449.863","989225689717.972","1050220146736.46","1100165296235.62","1153217110191.47","1203835778493.62","1249710249669.72","1305406773861.07","1317926214987.43",
"Liechtenstein","LIE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67194691693.7025","70285638940.6092","73378200905.3073","78441343180.9328","82833994647.5996","87389934954.3312","90710723823.2684","96521108252.8509","101056078247.482","105402035818.128","111726192918.683","109999567245.349","114360693342.258","121154026245.802","127750937215.529","135724828841.204","146132604897.676","156064983955.675","165350988064.641","171202614111","184926159796.233","200468709813.114","218800715813.452","226230603158.4","237453226027.88","249344131584.215","260531291492.816","269853543169.891","278683152393.769","284967949435.578","274797226353.498",
"Lower middle income","LMC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6465858590607.62","6575103172596.17","6725731588783.51","6798385126371.98","6914071172082.02","7217745693383.05","7616320047173.48","7878838890195.58","7980948087643.78","8334155137520.83","8708470022615.92","9069037533600.08","9483335716120.53","10084902229935.7","10762683195322","11427210286576.6","12184279775883.6","13029255416101.9","13562714420045.9","14152531417652.6","15089263546167.5","15823898183684.9","16501281080253.9","17339269040232.2","18270969646649.5","19205622770104.5","20396856450165.8","21493703515937.7","22543963757971.9","23376436977433.7","22531553884762.7",
"Low & middle income","LMY","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18671157875981.6","18790972778691.9","18866559508858.3","19300080807146.2","19692054587967.2","20377838782936.9","21396993240358.6","22364808378240.9","22794191611718.4","23650663232785.5","24990555741558.4","25907963214807.9","27093550485552.3","28694279321696.3","30855892310271.2","32988606051560.9","35564538286355.8","38523255884669.5","40622706380975.4","41633205154817.1","44708233615049.5","47334807041451.6","49748763961355.6","52332976482648.2","54797338567776.4","57141969405740.8","59818524210341.7","62861033271815.8","65830758591667.5","68328876513349.2","66958131053887.7",
"Lesotho","LSO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2277298348.86403","2435948777.62723","2605402264.76263","2696845800.05967","2858113757.34895","2952172524.68992","3117406676.574","3232863062.34577","3282573363.54154","3298199236.7457","3426022492.19321","3548043099.12973","3573725111.0103","3736678999.92187","3799917591.49334","3931627389.40838","4097938957.28988","4269557133.72291","4505323282.71637","4448758289.96563","4683042387.08269","4899129775.21934","5209480911.38836","5302862494.82886","5393570291.28648","5562257315.52179","5761851387.80813","5580816901.26206","5512555847.49346","5491529196.49182","4963571546.60989",
"Late-demographic dividend","LTE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9759052343915.07","9757084731309.02","9618563023774.57","9889085997819.54","10164175327060.5","10649727215768.7","11118680575255.2","11655661513926.1","11865076365039.5","12392631850913.6","13255891412238.9","13914915208318.7","14717763168145.3","15707955796732","16961069645757.6","18222246720193.5","19863598452258.9","21815093484753.9","23268283738664.4","23891193061052.3","25709143118042.2","27448495638130.5","28997447133760.7","30535505819680.2","31996964201853.6","33321141860005","34692387958443.1","36439043664790.5","38324221123519.7","40050569103646.3","39913012756788.3",
"Lithuania","LTU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38614951870.8962","40606890384.3649","43981697192.925","47269662757.9337","46730045922.2299","48456966648.5672","51619321062.895","55104355429.1282","60926657922.7044","64929228693.8814","69949795338.678","75135958038.9915","83481669656.9603","85664233657.0446","72952853508.4314","74157480683.2931","78635856993.3067","81658512980.3964","84557449673.47","87548255021.8647","89320742945.6501","91570579072.6829","95492177900.2528","99305476902.7311","103847482738.302","103709955999.877",
"Luxembourg","LUX","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27058203782.4807","29397165793.3673","29932092041.6185","31189434676.4903","32381158084.8733","32844921027.3998","33304117487.1364","35109145135.0818","37452509306.8221","40514319942.4656","43325256229.7298","44657228410.5875","46097610202.6895","47305081129.9502","49306980746.2262","50531211320.2321","53571530313.6657","57910110485.5414","57736278119.6883","55866226614.5878","57967027793.8481","58572376708.3729","59538763540.5786","61427208385.876","63038496898.925","64469334920.607","67678741186.3037","68570197215.6406","69944602559.6535","72241448143.8705","70958266479.9138",
"Latvia","LVA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23858648395.2552","24476116015.5012","26639048534.992","28326880513.0408","29107620347.396","30759691793.119","32706248125.8851","35024167953.9915","37974076488.641","41119078903.6373","45525082080.4702","50972251002.2373","56040423000.4778","54223144195.8807","46497276951.5281","44418410720.8896","45557486647.4564","48763511484.5764","49744021263.3723","50689205542.3864","52658495004.3496","53905242557.0713","55691171159.2716","57912959510.2358","59351706426.0947","57204025761.8543",
"Macao SAR, China","MAC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16768952851.1903","17382578301.1057","19694376507.7636","20715804917.6853","21596725174.4958","22308596559.5944","22215107410.8446","22153086233.8854","21140439583.5331","20641891774.6424","21828161129.8157","22458618285.5725","24459761747.4611","27307064334.5311","34579093071.3336","37371509661.0946","42375648989.0865","48510256908.3208","50155373200.9979","50794429162.9998","63555423537.3578","77293937523.7902","84437715980.2139","93517140608.404","91601619302.3176","71894070155.1998","71405950685.7979","78534544016.2994","83611498767.388","81511194603.6944","37485855488.8218",
"St. Martin (French part)","MAF","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95514012277.1449","102406387609.537","100258169122.424","99515665451.3299","110052384507.993","104103560236.847","116984164943.871","115158390325.37","123494191085.629","124829573985.693","127217405178.311","136529677833.45","140791382992.527","149184185632.673","156340578410.916","161486746932.61","173718773167.579","179853815200.901","190507056104.072","198591713244.194","206169412827.666","216984436144.216","223515583617.203","233652963487.435","239890315157.857","250772647041.978","253430476966.23","264212938334.625","272531689715.36","279639140385.546","262040741347.904",
"Monaco","MCO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16816808195.5801","15828474253.3381","16089179434.1483","15036594420.6263","14530123648.0177","14836377395.875","15741396478.2773","16969225347.1499","18089194226.4708","19427794543.137","20884879160.8126","21887353329.2241","22543973981.5636","24302403984.7376","22844259675.3248","24466202131.4147","25889686484.2903","25737006167.9988","28064626385.0377","29467752649.67","29368082300.8843","30662887782.4774","32101220495.8184","33482047350.2943","34715326508.9704","32295999033.8527",
"Madagascar","MDG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21492868990.5496","20137453104.2693","20375253255.7396","20803117923.2844","20794359540.0518","21143412061.7264","21598884390.8428","22396637590.9262","23273930592.992","24367625433.5787","25453656125.6413","26975844772.5754","23628689748.5994","25940731550.1918","27304436747.2238","28602993463.4281","30147128482.517","31868699608.0339","34007928308.722","32654851936.0287","32857063758.2718","33375688540.871","34380679957.2211","35171564947.5045","36346014939.0789","37484480464.4719","38981290520.7963","40514544581.3034","41808723575.626","43653003423.1667","40535912000.8971",
"Maldives","MDV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2693313074.6769","2904971039.86258","3148928788.91511","3384931020.31642","3593972710.14495","3732190086.11859","3585006155.72206","3845578252.47613","4374347178.07753","4638284528.03537","4029321674.09061","5081437741.15739","5473413103.961","5992584544.75941","5559390108.34501","5963286975.13221","6474145879.95108","6637124988.72736","7120378969.23521","7642276131.94899","7862721295.74148","8361084209.65743","8963910866.51982","9692060901.42097","10359232216.5971","6888899565.78465",
"Middle East & North Africa","MEA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2651465941711.44","2771035619465.69","2891020347290.68","2954830202818.35","3015082726352.44","3090658508901.18","3237957821548.56","3341421500324.24","3495309224016.97","3558224811359.4","3789860415046.16","3841285355310.09","3900052315350.76","4106629390672.36","4424621417939.19","4640786966739.1","4898649583480.48","5154053897532.87","5396847978300.17","5443351741853.06","5710302404086.04","5924883429975.15","6139852937341.39","6300309286744.19","6488564955406.33","6678711254469.76","7011242971860.03","7139987374497.07","7237247252677","7305926887138.08","7046681575098.76",
"Mexico","MEX","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1254868455670.13","1307758084624.53","1354067137753.94","1380351691180.64","1448555981850.09","1357423981459.04","1449365819303.77","1548601755928.37","1628570391754.09","1673413960949.48","1756121671424.3","1749020088772.35","1748323200787.2","1773610644818.55","1843146660769.6","1885682929642.06","1970445846167.37","2015597543061.93","2038647605904.25","1930889909604.8","2029715136393.72","2104063762786.11","2180700554407.38","2210229245319.37","2273215767224.61","2348076207005.29","2409843112983.73","2460766209923.96","2514779898431.96","2510338810804.89","2301753888959.42",
"Marshall Islands","MHL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156074155.226862","156211227.733484","167366050.67101","177418458.469928","187846631.030436","203274951.627871","182331641.563523","170579158.77704","169181443.863071","167057975.117891","169320072.258563","180878004.604808","187645468.564867","184613350.643736","186365873.561042","190751887.719799","190082616.274463","196223058.510367","184097276.463265","189959901.567055","202627645.55482","201386938.225398","196764684.246353","204670649.313773","202725593.184295","205997425.040719","208702702.95779","215486698.704881","223189811.582733","238020024.058307","232765481.148488",
"Middle income","MIC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18292561191883.4","18410177872324.4","18490008658118.9","18919010373931","19309385638430.4","19977548981152.4","20974823127403.7","21921202707395.1","22338548730427.7","23179716932632.9","24502992349484.7","25394634719747.5","26558701924886.6","28131949450491.3","30257271657450.8","32349120734021.3","34881660791773","37791425493738.2","39847284193507.8","40831735776347.4","43850003524675.2","46443454461614.6","48845887636432.3","51382101770694.9","53789636983035","56086962751905.6","58712830006043.1","61705820574431.6","64630166286093.1","67075807281498.3","65697790579071.4",
"North Macedonia","MKD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22713289123.9874","21311704827.1501","19912549063.8221","18425226747.7987","18101280642.2968","17899500653.9823","18111628332.2963","18372432400.0342","18993188322.7887","19817308065.6976","20718824318.1196","20083324806.7001","20383302494.9732","20836342114.0439","21810251409.5681","22840587019.2035","24013913721.4223","25568451270.1556","26967557279.0998","26870847612.1325","27773372436.7865","28423237702.7172","28293575660.7112","29121235651.2886","30178081261.5169","31341707376.9265","32234383514.2094","32583086287.3712","33521673598.8653","34832511672.8745","33018279788.7243",
"Mali","MLI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11955670444.6368","13359888303.2237","12929878589.6608","13340036083.646","13844280649.9888","13971789575.5745","14957609065.1426","15679915647.4829","16867146746.5274","17828733278.6168","17817887173.7521","20557608171.9297","21196190850.9999","23129080396.1117","23489893740.4851","25024906330.8644","26191614229.9494","27106648868.1619","28400488545.353","29765507550.239","31347227356.9123","32354455708.3495","32083734772.5945","32820078395.4881","35145277199.1621","37314373425.8626","39498122203.1308","41593677730.7733","43567915125.3895","45640075229.3188","45076214715.8519",
"Malta","MLT","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5704587032.45707","6061494068.46107","6345834659.49897","6630175605.31736","7004853773.04477","7449136146.10552","7730515029.68139","8136906669.89607","8553972058.29583","8957717390.8968","10720709945.2817","10594774049.8292","10866557895.2749","11309268945.5818","11325132245.2643","11708328692.3597","12002224408.7236","12575295289.7006","13056471285.0634","12908427421.278","13624024087.8168","13687655208.9586","14251272786.608","15031295637.3483","16178715318.5979","17733187773.49","18458637842.807","19957373151.8726","20991010370.8009","22153821315.0628","20602803570.0884",
"Myanmar","MMR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23322433798.3719","23569436494.8454","24627311961.7161","26540050821.3849","28339404586.5586","30380820955.6088","32412356176.2059","34368378417.004","36348631873.9108","39430281285.8001","44326809181.6272","49853356084.1227","55687717090.561","62919504957.2954","71536511955.631","81241829047.9573","92052573062.8875","103559592341.746","115028058777.103","127002300715.836","139790525720.873","150302853253.176","160051126576.886","172693036061.385","186853284338.705","192976988566.497","213254587482.142","225516863812.204","239961167803.758","256159650802.764","264289580224.124",
"Middle East & North Africa (excluding high income)","MNA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1488627674077.64","1485256882798.7","1551788106017.78","1591074567036.58","1617895490976.46","1662985552775.22","1761833836008.15","1820055561311.83","1935269194589.41","2018825306421.92","2141698235035.47","2193305187971.8","2262038364734.25","2319942039348.58","2492103756202.48","2599033016837.98","2735355663586.62","2908306082678.42","3023710642696.39","3109704458134.77","3268881910286.53","3268909940231.64","3346702928650.77","3405210587156.41","3485985759514.36","3557246518843.32","3811399751407.51","3933857123013.63","3961581871622.64","3985194228173.28","3878447673069.29",
"Montenegro","MNE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7667321690.39283","8043020967.95254","7286976883.82794","7512873180.61304","7595502969.25328","7740116326.71653","7932277049.23156","8283363832.20997","8629658267.08471","9368910996.36967","10006947900.3254","10729724989.1887","10107927018.7929","10384311209.0478","10719563610.2597","10427585125.9192","10797658027.3917","10990255700.4148","11362867285.1776","11697990093.9179","12249721734.6548","12871748984.0388","13394721064.7264","11344405342.2968",
"Mongolia","MNG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10872166319.5112","9926989677.24814","9008101282.25899","8722653330.10023","8908828133.20386","9476893045.63523","9688710498.66216","10066251796.7286","10402458224.7219","10721852078.3728","10844731165.4109","11164944685.9686","11693379113.6251","12512457589.9465","13841957004.4408","14846006255.9603","16116265411.0426","17767862926.833","19349268103.5318","19103803493.3723","20319791473.6829","23833241422.8668","26769453830.2182","29887805071.3905","32244525892.7466","33011892665.7025","33503698720.8571","35392260803.7048","38133349151.7365","40269672499.9901","38434280706.9494",
"Northern Mariana Islands","MNP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6121236733.48307","6422735265.14514","6029361006.00852","6668384621.33662","7104056625.98657","7264591055.49117","8078408292.59654","8991354759.42547","9884308854.2469","11040627069.7139","11170939678.119","12521157126.4963","13684504331.7473","14625797460.571","15783635236.8726","16832601158.0554","18464416483.6883","19891669023.0327","21347292691.9843","22696056748.0606","24171834501.0452","25964752362.1171","27849388139.4062","29788710118.8997","31992631649.1491","34143585464.0944","35449309348.5047","36775580595.8018","38042063129.9955","38922587009.6066","38442318985.7428",
"Mauritania","MRT","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9251674742.75908","9417102762.19379","9593591108.15945","10157083866.6018","9846202727.61633","10813080184.307","11442274574.0402","10979469292.0152","11284457515.2977","11698955762.6431","11240587648.2627","11150719845.1564","11304765251.4638","12087989860.2001","12660085158.2239","13744584418.8538","16264406399.0669","15944091479.0297","15891303909.2665","15906857661.5356","16323653841.7756","17004804540.4672","17764921545.0567","18502310251.0798","19293251315.4216","20330521955.9758","20586871382.7043","21877780559.6941","22868132165.2962","24185320705.1866","23758855674.2014",
"Mauritius","MUS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8459114515.30677","8834313993.8352","9409666237.13806","9887871396.64691","10296847887.2151","10738349599.7652","11338391812.7817","11983260289.6717","12710876683.844","13042749071.1757","14112618620.328","14585044273.9933","14820580873.3","15698766314.0481","16378526015.1107","16669661363.8448","17480731171.66","18481855468.5052","19477466102.5468","20123159099.4742","21003990668.9131","21860436385.9544","22624703115.9746","23384985019.178","24260653503.7677","25122651918.5157","26086842380.0703","27081834228.7363","28100023782.9701","28946502128.0602","24635011075.0369",
"Malawi","MWI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8959427065.59354","9741605818.96895","9027255994.149","9902163225.89211","8888163715.77389","10375048411.0119","11134157659.9185","11556411581.5071","12006563123.2231","12371836162.6918","12566825930.4202","11941630883.6013","12144638610.351","12837567900.451","13533427972.3619","13975798627.8146","14632661162.1581","16037396634.3577","17262611522.7463","18700260846.9491","19985729051.1221","20955847353.5595","21351032619.6307","22461286315.2273","23741579636.117","24406343865.9445","25012607362.7099","26013119290.3345","27155534405.6584","28635017162.8855","28864096822.2423",
"Malaysia","MYS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185816846156.11","203553932656.335","221639939722.364","243571086162.895","266008956416.734","292155203375.405","321378613908.161","344912340166.918","319528809018.782","339140247578.372","369184235021.714","371095410688.772","391101120886.55","413740006476.166","441805802153.521","465363502347.553","491353342260.003","522302637436.132","547539099001.908","539251937507.257","579290570878.449","609957708757.146","643343464539.826","673540221651.772","713997909958.051","750351345032.755","783740339600.78","829296989955.658","869460312641.723","908059753578.497","856782120211.942",
"North America","NAC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10925794620195","10913820768139.9","11298107302553.1","11609016959353.7","12076576063108.1","12400810145445.3","12868587070536.3","13432469511641.6","14017258642210.8","14675279724700.9","15289840689962.6","15447452908688.1","15735772098856.4","16197405485679","16814074968103.3","17423828180682.1","17939202593423.4","18346367962081.5","18338468883720.4","17867102804265.3","18332654125942.5","18641006543565.5","19052257766445.7","19410903191192.7","19906529209122.8","20477912521274.8","20816209747054.1","21313968775144.3","21942444597644","22411149347504.5","21564006854989.2",
"Namibia","NAM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8519975606.67398","9215683799.98911","9878230874.189","9722200349.29806","9890382698.9686","10276010126.923","10603950935.2885","11051448300.9282","11415216184.0749","11799826600.0698","12211898181.5372","12355748076.7622","12947422993.2093","13496367094.7313","15152310347.6682","15535552075.1448","16634408910.1102","17528349389.3099","17992817701.456","18046071208.4615","19135918469.9993","20110192785.2421","21128106807.62","22314390766.4197","23673899299.2519","24683395685.2363","24691737303.1004","24438091227.4492","24697121179.7855","24477786254.1529","22397137941.4318",
"New Caledonia","NCL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9022817446.46578","8983163147.18197","9162893995.9442","9192366946.18433","9362865018.79515","9592933469.04032","9602577293.44504","9749254329.29881","10721509924.7757","10697969507.4992","10568686927.0574","11336833350.4408","11894432163.2244","12152613942.5641","12196825344.1179","13091080581.1411","13867519112.5577","14303336975.5225","15409187205.714","15711608053.3168","17059375990.1326","17461594610.776","19303608548.3332","20329620560.0922","21679941738.9431","22632265446.5212","23931559623.362","25128463060.5944","26940427030.8937","28541064717.3782","29562836661.6929",
"Nigeria","NGA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","310358599711.53","311470777836.836","325895590531.836","319263228179.704","313468841684.775","313241060282.361","326384417250.402","335970652075.625","344642908316.617","346656060234.375","364044102047.63","385587083999.677","444694328612.319","477366887957.523","521525989891.598","555104526933.413","588740686241.184","627545352358.029","669995486886.938","723842522354.13","781790864062.299","823287730557.914","858113305207.652","915360921849.015","973117620702.128","998931446583.028","982780034192.258","990700126987.351","1009748886411.97","1032048476445.27","1013530914845.45",
"Nicaragua","NIC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14415927943.5739","14388641259.7614","14444231282.9491","14387474691.575","14867689191.3319","15746653288.6213","16745663231.0514","17409905236.94","18056105462.5137","19326527709.715","20119222686.0621","20714921381.3162","20871099226.7593","21397203890.6237","22533859858.3989","23498849498.3961","24474803618.9256","25717305934.9607","26600629726.3538","25724720170.5611","26859304168.4125","28555928414.9726","30410928971.997","31909222416.2462","33436348998.9414","35038647692.5852","36637445219.4177","38334687318.9445","37045228177.4401","35683892140.8096","34978304052.8374",
"Netherlands","NLD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","545153271086.373","558450292099.653","567977850008.497","575120467717.308","592150317150.525","610601934122.13","631965321180.333","659323437432.31","690073736371.623","724812380543.623","755222916811.528","772796614892.407","774475697879.233","775681137534.12","791077987029.629","807302016462.365","835242650078.475","866755039931.981","885566439963.833","853093746422.164","864548571731.448","877959356777.055","868913267500.893","867782157148.544","880134128412.903","897377449761.458","917045394441.436","943739691874.959","966020584715.913","984911971364.286","947498750723.795",
"Norway","NOR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","178721320193.278","184234374995.182","190819640276.165","196249077997.502","206170307634.723","214737696902.161","225534594860.495","237453180238.796","243684963765.875","248590008941.747","256557267076.924","261880292609.047","265667747181.713","268085604397.052","278727033411.618","286044788520.232","292909372667.078","301679816980.667","303116959291.266","297882067842.806","299972704950.147","302916740502.873","311104911603.418","314321963226.99","320512673539.871","326817569489.154","330319612494.106","337993790660.964","341775362624.947","344686938783.332","342047118136.79",
"Nepal","NPL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30563532862.5001","32509864603.7421","33844851833.4759","35147827869.1033","38035574359.0983","39354819954.3272","41451756597.8604","43544495177.8117","44857966750.2083","46837357400.9293","49741273553.9782","52128801038.0094","52191430234.796","54250401868.8563","56790732947.3835","58766585364.1502","60743854585.7568","62816167798.7289","66650868165.8738","69672204487.6582","73027906751.7359","75526796288.6868","78879048236.1234","81659655506.5036","86568611686.5253","90010625803.6918","90400474172.9487","98515977278.9959","106025235591.11","113083394292.108","110721784777.632",
