LE,HLE,param1,param2,dHLE,WTP,WTP_1y
76.0,57.0,0.4396182183438637,2.816376956449552,-2.4409658449,-693673.7764243577,284180.04204101255
77.0,57.0,0.3990019989380965,3.007872605902553,-2.3132637769,-662878.1951196899,286555.38626382314
78.0,57.0,0.36214553926782667,3.2036721250020355,-2.1940643745,-633648.7334343803,288801.3409263714
79.0,57.0,0.3286996180367401,3.403808568672803,-2.0826176348,-605883.5559199969,290924.04952106427
80.0,57.0,0.2983476450936408,3.6083186571079136,-1.9782599899,-579490.5231390353,292929.4056886468
81.0,57.0,0.27080258087132836,3.8172425348773267,-1.8804018487,-554385.8263598094,294823.0596258344
82.0,57.0,0.24580415172305334,4.030623565067089,-1.7885172894,-530492.8726810692,296610.42463784927
83.0,57.0,0.22311633192690863,4.248508152892083,-1.7021354723,-507741.3670547557,298296.6839699741
84.0,57.0,0.2025250661431627,4.470945594204026,-1.6208334409,-486066.5502604818,299886.79773942946
85.0,57.0,0.18383620879514592,4.69798794518176,-1.5442300497,-465408.56142031413,301385.5102163889
86.0,57.0,0.1668736592378937,4.9296899101148215,-1.4719808156,-445711.90061957226,302797.3570687427
87.0,57.0,0.15147767370567888,5.166108744779287,-1.4037735286,-426924.97262024274,304126.6728017162
88.0,57.0,0.1375033363199581,5.407304184358095,-1.33932449,-408999.69590118586,305377.59815112903
89.0,57.0,0.12481917670999906,5.653338328241007,-1.2783752892,-391891.17009338806,306554.0873671231
90.0,57.0,0.1133059143139774,5.904275657279756,-1.2206899889,-375557.37882215413,307659.9154881085
91.0,57.0,0.1028553237992341,6.160182910098864,-1.166052719,-360166.7272056764,308876.8812396006
92.0,57.0,0.09336920575823,6.421129073521979,-1.1142655566,-345287.64873014484,309879.1366967619
93.0,57.0,0.08475845418448752,6.6871853392148415,-1.0651466827,-331068.8657263664,310819.975411417
94.0,57.0,0.07694221128939345,6.958425073481893,-1.0185287646,-317478.0416849725,311702.5779921429
95.0,57.0,0.06984710138477955,7.234923792639323,-0.9742575321,-304484.68435892905,312529.97726649966
96.0,57.0,0.06340653635191938,7.51675914346917,-0.9321905223,-292060.0118982303,313305.064696033
97.0,57.0,0.057560085938038526,7.80401088827021,-0.892195968,-280176.8324208491,314030.5969426317
98.0,57.0,0.05225290677190388,8.096760894035882,-0.8541518115,-268809.43521305366,314709.2022681423
99.0,57.0,0.04743522457343745,8.395093125424408,-0.8179448278,-257933.49201777717,315343.386560109
100.0,57.0,0.04306186456136177,8.699093641171483,-0.7834698413,-247525.96715391098,315935.5397052614
101.0,57.0,0.03909182553806007,9.008850593657174,-0.7506290268,-237564.9819708834,316487.8701582386
102.0,57.0,0.035487893560602946,9.32445423136672,-0.7193312822,-228029.9289055203,317002.6586472292
103.0,57.0,0.032216291494700934,9.645996904018586,-0.6894916654,-218901.14677318226,317481.9330791903
104.0,57.0,0.029246361098727025,9.973573070220711,-0.6610308878,-210160.01144547982,317927.67225283635
105.0,57.0,0.02655027460107962,10.307279307398902,-0.6338748572,-201788.84106422134,318341.7653692375
106.0,57.0,0.024102773021812518,10.64721432387631,-0.6079542645,-193770.84097032066,318726.016552715
107.0,57.0,0.0218809287451755,10.993478973009488,-0.5832042106,-186090.0524560974,319082.14836900454
108.0,57.0,0.019863930087512163,11.346176269197377,-0.5595638667,-178731.30503953306,319411.80565069726
109.0,57.0,0.018032885813671923,11.705411405700854,-0.5369761669,-171680.17194895493,319716.5582600737
110.0,57.0,0.016370647748219454,12.071291774146363,-0.5153875278,-164922.9285514259,319997.90382088075
60.0,58.0,2.0831439059513843,0.2033922270992199,-8.3687926557,-1.8020661299164216e6,215331.67376169024
61.0,58.0,1.8893851202342338,0.31280380659610985,-7.6178238124,-1.6828673893936868e6,220911.82873701805
62.0,58.0,1.7137743180993246,0.4268646451945567,-6.9814016332,-1.5729483633981121e6,225305.5254575197
63.0,58.0,1.5545912778144555,0.5453284549857281,-6.4325562102,-1.4818171573271658e6,230362.10005867845
64.0,58.0,1.4102821272364523,0.6680069989950859,-5.9528956431,-1.399820101141944e6,235149.4440801218
65.0,58.0,1.2794427318664847,0.7947530091536259,-5.5292544648,-1.325290737178879e6,239687.05828531922
66.0,58.0,1.1608038245377157,0.925449511540506,-5.1518582272,-1.2570047830791702e6,243990.56178266453
67.0,58.0,1.053217681371558,1.0600027340444225,-4.8132395664,-1.1940353379058393e6,248073.1161276692
68.0,58.0,0.9556461724864396,1.1983371698488017,-4.5075603558,-1.1356629382991546e6,251946.25221997668
69.0,58.0,0.8671500365561109,1.3403920133163878,-4.2301682415,-1.0813171638540986e6,255620.36829785001
70.0,58.0,0.7868792462633851,1.4861185093592102,-3.9772956983,-1.0305373519802777e6,259105.03773223507
71.0,58.0,0.7140643472784373,1.6354779332948854,-3.745849502,-982945.3827712461,262409.2031050441
72.0,58.0,0.6480086669930275,1.7884400191394405,-3.5332596283,-938226.3562804037,265541.300380415
73.0,58.0,0.5880813011223821,1.944981715092412,-3.3373683915,-896114.5828221047,268509.3396055509
74.0,58.0,0.5337107966875316,2.1050861829426046,-3.1563475427,-856383.2393482605,271320.95808932814
75.0,58.0,0.484379459003856,2.2687419828162554,-2.9886352296,-818836.6099150017,273983.456329863
76.0,58.0,0.4396182183438637,2.435942400985554,-2.8328873471,-783304.1814858625,276503.82295918814
77.0,58.0,0.3990019989380965,2.6066848898562593,-2.6879394953,-749636.093540529,278888.75283513864
78.0,58.0,0.36214553926782667,2.780970596866541,-2.5527768779,-717699.589915723,281144.66098820465
79.0,58.0,0.3286996180367401,2.9588039647966133,-2.4265102298,-687376.2220523476,283277.6938710879
80.0,58.0,0.2983476450936408,3.140192389942107,-2.3083563773,-658559.6222803654,285293.7391975231
81.0,58.0,0.27080258087132836,3.3251459276548703,-2.197622401,-631153.714042124,287198.43488805246
82.0,58.0,0.24580415172305334,3.5136770369104116,-2.0936926287,-605071.260369264,288997.1775584654
83.0,58.0,0.22311633192690863,3.7058003573469462,-1.9960178734,-580232.6765658538,290695.1306891307
84.0,58.0,0.2025250661431627,3.901532513438075,-1.9041064663,-556565.0510278883,292297.2327851961
85.0,58.0,0.18383620879514592,4.100891941492895,-1.8175167397,-534001.3313118103,293808.20525479876
86.0,58.0,0.1668736592378937,4.303898735932231,-1.7358506857,-512479.6424745615,295232.5604364403
87.0,58.0,0.15147767370567888,4.510574511966755,-1.6587485796,-491942.7119689111,296574.6093284016
88.0,58.0,0.1375033363199581,4.720942291906781,-1.5858843925,-472337.3801801362,297838.4694457709
89.0,58.0,0.12481917670999906,4.935026355645419,-1.5169618788,-453614.18627364427,299028.07223638205
90.0,58.0,0.1133059143139774,5.152852208044625,-1.451711175,-435727.00167853315,300147.1705820086
91.0,58.0,0.1028553237992341,5.374446424426346,-1.3898859018,-418632.7248673144,301199.34616586554
92.0,58.0,0.09336920575823,5.599836596399838,-1.3312606224,-402291.00685798243,302188.0164476969
93.0,58.0,0.08475845418448752,5.8290512487630775,-1.2756286392,-386664.01400879864,303116.4416716857
94.0,58.0,0.07694221128939345,6.062119768230871,-1.2228000671,-371910.5612608748,304146.6640927655
95.0,58.0,0.06984710138477955,6.299072337209874,-1.1726001437,-357629.2349621904,304988.2237211177
96.0,58.0,0.06340653635191938,6.53993987204136,-1.124867743,-343959.25868133287,305777.51102009584
97.0,58.0,0.057560085938038526,6.784753965161226,-1.079454064,-330871.3086750837,306517.26619010966
98.0,58.0,0.05225290677190388,7.033546830656463,-1.0362214701,-318337.703548442,307210.102023577
99.0,58.0,0.04743522457343745,7.286351252826944,-0.9950424595,-306332.2890532726,307858.51008529007
100.0,58.0,0.04306186456136177,7.5432005373606374,-0.955798749,-294830.3337690518,308464.8667698265
101.0,58.0,0.03909182553806007,7.8041284647935525,-0.9183804566,-283808.43429199886,309031.4392607022
102.0,58.0,0.035487893560602946,8.069169245958035,-0.8826853712,-273244.4287021479,309560.3910719348
103.0,58.0,0.032216291494700934,8.338357479160303,-0.8486182981,-263117.3173019012,310053.7873046143
104.0,58.0,0.029246361098727025,8.611728108907181,-0.8160904707,-253407.1897595998,310513.59972656006
105.0,58.0,0.02655027460107962,8.889316385911316,-0.7850190218,-244094.88625709526,310941.3650861616
106.0,58.0,0.024102773021812518,9.17115782822133,-0.7553265062,-235162.94269161392,311339.454873236
107.0,58.0,0.0218809287451755,9.457288183351427,-0.7269404698,-226594.1284760852,311709.33231771656
108.0,58.0,0.019863930087512163,9.747743391213435,-0.6997930594,-218372.2677087536,312052.6343830635
109.0,58.0,0.018032885813671923,10.042559547759936,-0.6738206684,-210481.98462537193,312370.92374320515
110.0,58.0,0.016370647748219454,10.341772869197014,-0.6489636163,-202908.65751298115,312665.6909825611
60.0,59.0,2.0831439059513843,0.09315740849316118,-9.8658381746,-2.0461713753512695e6,207399.6490859966
61.0,59.0,1.8893851202342338,0.19130623849948947,-8.9163656349,-1.9002859346254617e6,213123.37475119412
62.0,59.0,1.7137743180993246,0.2939848223337351,-8.1303833085,-1.7762161466260168e6,218466.47067292038
63.0,59.0,1.5545912778144555,0.4008682328007876,-7.4638592047,-1.6616334061894605e6,222623.89477324655
64.0,59.0,1.4102821272364523,0.5117134846053579,-6.8887168353,-1.5668538247225112e6,227452.2036808725
65.0,59.0,1.2794427318664847,0.6263317739322058,-6.3857938382,-1.4816265015771645e6,232019.15675918516
66.0,59.0,1.1608038245377157,0.7445725056443361,-5.9413650351,-1.4042083140416518e6,236344.39320694213
67.0,59.0,1.053217681371558,0.8663132908992799,-5.5452358771,-1.3333167461587824e6,240443.64851366234
68.0,59.0,0.9556461724864396,0.9914532888812838,-5.1896153896,-1.2679795484344685e6,244330.1580644111
69.0,59.0,0.8671500365561109,1.1199085638942459,-4.868410817,-1.2074412285470017e6,248015.47649404168
70.0,59.0,0.7868792462633851,1.2516087270179235,-4.5767658759,-1.151102271758535e6,251509.97515951723
71.0,59.0,0.7140643472784373,1.3864944337248624,-4.3107472439,-1.0984782056581844e6,254823.15327408855
72.0,59.0,0.6480086669930275,1.5245154728379282,-4.0671251484,-1.0491712096134461e6,257963.83719005753
73.0,59.0,0.5880813011223821,1.6656292764986054,-3.843215832,-1.002849933164703e6,260940.31066759588
74.0,59.0,0.5337107966875316,1.8097997375272257,-3.6367659372,-959234.844505083,263760.40170559124
75.0,59.0,0.484379459003856,1.9569962561862062,-3.4458660257,-918087.397746461,266431.54170799744
76.0,59.0,0.4396182183438637,2.1071929612973146,-3.2688848027,-879201.8940793702,268960.8068639115
77.0,59.0,0.3990019989380965,2.260368066198121,-3.1044183463,-842399.2788486609,271354.9479736435
78.0,59.0,0.36214553926782667,2.4165033303300953,-2.9512504001,-807522.3528283293,273620.4128260236
79.0,59.0,0.3286996180367401,2.5755836047634673,-2.8083209497,-774432.0315591642,275763.36374298425
80.0,59.0,0.2983476450936408,2.737596445115878,-2.6747010893,-743004.391637763,277789.69194356434
81.0,59.0,0.27080258087132836,2.9025317791841108,-2.5495727228,-713128.3147780364,279705.0299451205
82.0,59.0,0.24580415172305334,3.0703816193443103,-2.4322120263,-684703.590941553,281514.7625033158
83.0,59.0,0.22311633192690863,3.2411398119596666,-2.3219758635,-657639.3774016171,283224.0367952546
84.0,59.0,0.2025250661431627,3.414801817554295,-2.2182905457,-631852.9363776576,284837.77186106663
85.0,59.0,0.18383620879514592,3.5913645167566184,-2.1206424657,-607268.5925438141,286360.66775327997
86.0,59.0,0.1668736592378937,3.770826037934119,-2.0285702459,-583816.8654829895,287797.21415265655
87.0,59.0,0.15147767370567888,3.9531856032319066,-1.9416581141,-561433.742400106,289151.6989129379
88.0,59.0,0.1375033363199581,4.138443398766692,-1.8595302836,-540060.0631850426,290428.21617268905
89.0,59.0,0.12481917670999906,4.326600416138822,-1.781846179,-519641.0025592607,291630.6742318753
90.0,59.0,0.1133059143139774,4.5176583993725945,-1.7082963089,-500125.6162928794,292762.80331889173
91.0,59.0,0.1028553237992341,4.711619686605466,-1.6385987607,-481466.46389892726,293828.1630905467
92.0,59.0,0.09336920575823,4.908487142052269,-1.5724961405,-463619.27108134737,294830.1487938357
93.0,59.0,0.08475845418448752,5.108264064129889,-1.5097529294,-446542.645309782,295772.00124211394
94.0,59.0,0.07694221128939345,5.310954105472939,-1.4501531802,-430197.81669761986,296656.81017110794
95.0,59.0,0.06984710138477955,5.516561198717519,-1.3934985044,-414548.41819414473,297487.5228679469
96.0,59.0,0.06340653635191938,5.7250894874200675,-1.3396063072,-399560.2877753924,298266.9502434188
97.0,59.0,0.057560085938038526,5.936543261524427,-1.2883082343,-385201.29345554276,298997.7733588276
98.0,59.0,0.05225290677190388,6.15092689683539,-1.2394488023,-371637.6219687403,299841.04327593517
99.0,59.0,0.04743522457343745,6.368244798085009,-1.1928841861,-358465.89066135744,300503.51479075366
100.0,59.0,0.04306186456136177,6.588501345190452,-1.1484811433,-345835.15223131503,301123.92723976827
101.0,59.0,0.03909182553806007,6.811700842368817,-1.1061160574,-333720.23009473237,301704.5344040698
102.0,59.0,0.035487893560602946,7.037847469811686,-1.0656740837,-322097.3142206607,302247.4874328791
103.0,59.0,0.032216291494700934,7.266945237662832,-1.0270483867,-310943.8699616904,302754.8399747566
104.0,59.0,0.029246361098727025,7.498997942117704,-0.9901394562,-300238.55465202883,303228.5530810956
105.0,59.0,0.02655027460107962,7.7340091233915675,-0.9548544931,-289961.1410706707,303670.49971068586
106.0,59.0,0.024102773021812518,7.971982025410137,-0.921106857,-280092.4470232627,304082.46871107887
107.0,59.0,0.0218809287451755,8.212919557103525,-0.8888155678,-270614.270394215,304466.1684583682
108.0,59.0,0.019863930087512163,8.456824255129492,-0.8579048554,-261509.32913258678,304823.2300896088
109.0,59.0,0.018032885813671923,8.703698247944004,-0.8283037524,-252760.3056557178,305154.1236211328
110.0,59.0,0.016370647748219454,8.953543221099094,-0.7999457247,-244353.21935725474,305462.24801550555
60.0,60.0,2.0831439059513843,NaN,NaN,NaN,NaN
61.0,60.0,1.8893851202342338,0.08772634426275577,-10.487668484,-2.1534753336792877e6,205334.0393972819
62.0,60.0,1.7137743180993246,0.1800179025923849,-9.494514327,-2.00162451137614e6,210819.05218511555
63.0,60.0,1.5545912778144555,0.2764325936404026,-8.6717853764,-1.8725115499315774e6,215931.49145821348
64.0,60.0,1.4102821272364523,0.3766559158129511,-7.9736786689,-1.7530937626827746e6,219860.09663524863
65.0,60.0,1.2794427318664847,0.48044996184984967,-7.3709543843,-1.654541217376823e6,224467.70541694926
66.0,60.0,1.1608038245377157,0.5876275110121691,-6.8436402586,-1.5659761760492409e6,228822.10590794435
67.0,60.0,1.053217681371558,0.6980370888550731,-6.3774227544,-1.4855759463303643e6,232942.99335972592
68.0,60.0,0.9556461724864396,0.8115535944938655,-5.9616657027,-1.411997510763425e6,236846.14018594506
69.0,60.0,0.8671500365561109,0.9280720517332826,-5.5882379206,-1.3442214768368732e6,240544.78279846508
70.0,60.0,0.7868792462633851,1.0475032455235127,-5.2507789432,-1.2814548859452736e6,244050.43514635414
71.0,60.0,0.7140643472784373,1.1697705616067604,-4.9442180631,-1.2230679645896559e6,247373.3862423532
72.0,60.0,0.6480086669930275,1.2948076287857888,-4.664447612,-1.1685514770242635e6,250523.0145618931
73.0,60.0,0.5880813011223821,1.4225565163007488,-4.4080942144,-1.1174871129506323e6,253507.9920252424
74.0,60.0,0.5337107966875316,1.5529663267746854,-4.1723544922,-1.0695264120225795e6,256336.4196455511
75.0,60.0,0.484379459003856,1.6859920783159572,-3.9548744528,-1.0243754438100975e6,259015.91973036033
76.0,60.0,0.4396182183438637,1.821593802548329,-3.7536592478,-981783.4653572032,261553.7001480945
77.0,60.0,0.3990019989380965,1.9597358070651698,-3.5670045222,-941534.3870640991,263956.6003362941
78.0,60.0,0.36214553926782667,2.1003860650190584,-3.3934434145,-903440.2586508086,266231.1252312201
