LE,HLE,param1,param2,dLE,WTP,WTP_1y
83.72,83.71,0.11711306017052288,3.197783641596963e12,187.5389467862,2.357833038242e7,125724.98025863396
83.73,83.72,0.11716641175261505,3.197783641596963e12,187.3328364994,2.3546190537323013e7,125691.74191412207
83.74,83.73,0.11721982205504056,3.197783641596963e12,187.1268054733,2.351407430845762e7,125658.50332871045
83.75,83.74,0.11727329118453496,3.197783641596963e12,186.9208537467,2.3481981695066255e7,125625.26451375583
83.76,83.75,0.11732681924810104,3.197783641596963e12,186.7149813558,2.344991269638703e7,125592.02548241903
83.77,83.76,0.11738040635301011,3.197783641596963e12,186.5101728354,2.3417867311649874e7,125558.1234827161
83.78,83.77,0.1174340526068026,3.197783641596963e12,186.2965893027,2.3385845540039383e7,125530.18618092571
83.79,83.78,0.11748776162675108,3.197783641596963e12,186.0909296917,2.3353845291692823e7,125496.95640933995
83.8,83.79,0.1175415265158728,3.197783641596963e12,185.8932174773,2.332187073948803e7,125458.42745626767
83.81,83.8,0.1175953508781677,3.197783641596963e12,185.6867627238,2.328991979791446e7,125425.8486511345
83.82,83.81,0.11764923482226254,3.197783641596963e12,185.4813670816,2.325799246610008e7,125392.60860562907
83.83,83.82,0.11770317845705683,3.197783641596963e12,185.2760510349,2.3226088743176505e7,125359.36843127913
83.84,83.83,0.11775718189172577,3.197783641596963e12,185.0708146208,2.319420862824226e7,125326.1281405495
83.85,83.84,0.11781124523571919,3.197783641596963e12,184.8656578769,2.3162352120391004e7,125292.88774562205
83.86,83.85,0.11786536859876368,3.197783641596963e12,184.660580839,2.31305192186931e7,125259.6472598551
83.87,83.86,0.11791955209086263,3.197783641596963e12,184.4555835455,2.3098709922209214e7,125226.40669487468
83.88,83.87,0.1179737958222981,3.197783641596963e12,184.2506660324,2.306692422997012e7,125193.16606385488
83.89,83.88,0.11802809990363089,3.197783641596963e12,184.0458283371,2.3035162141017877e7,125159.92537916407
83.9,83.89,0.11808246444570172,3.197783641596963e12,183.8410704963,2.3003423654348347e7,125126.68465347799
83.91,83.9,0.11813688955963218,3.197783641596963e12,183.6363925478,2.2971708768954534e7,125093.44389879075
83.92,83.91,0.11819137535682579,3.197783641596963e12,183.4317945272,2.2940017483835064e7,125060.20312870802
83.93,83.92,0.11824592194896869,3.197783641596963e12,183.2272764724,2.2908349797942944e7,125026.96235510375
83.94,83.93,0.11830052944803067,3.197783641596963e12,183.0228384207,2.2876705710204277e7,124993.72159019532
83.95,83.94,0.11835519796626608,3.197783641596963e12,182.8184804085,2.2845085219573073e7,124960.48084704958
83.96,83.95,0.1184099276162146,3.197783641596963e12,182.6142024724,2.2813488324957542e7,124927.24013843082
83.97,83.96,0.11846471851070252,3.197783641596963e12,182.4100046502,2.2781915025263853e7,124893.99947635425
83.98,83.97,0.11851957076284368,3.197783641596963e12,182.2058869774,2.2750365319378965e7,124860.75887438706
83.99,83.98,0.11857448448603962,3.197783641596963e12,182.0018494925,2.2718839206158806e7,124827.51834395513
84.0,83.99,0.11862945979398211,3.197783641596963e12,181.797892231,2.2687336684452727e7,124794.27789858669
84.01,84.0,0.11868449680065206,3.197783641596963e12,181.5940152312,2.265585775311342e7,124761.03754999122
84.02,84.01,0.11873959562032196,3.197783641596963e12,181.3902185291,2.2624402410952967e7,124727.79731131636
84.03,84.02,0.11879475636755711,3.197783641596963e12,181.1865021612,2.2592970656784546e7,124694.55719545699
84.04,84.03,0.11884997915721465,3.197783641596963e12,180.9828661651,2.2561562489393115e7,124661.31721447891
84.05,84.04,0.11890526410444677,3.197783641596963e12,180.7793105772,2.2530177907550838e7,124628.07738128613
84.06,84.05,0.11896061132470019,3.197783641596963e12,180.575835435,2.249881691002395e7,124594.83770807537
84.07,84.06,0.1190160209337178,3.197783641596963e12,180.3724407739,2.2467479495553322e7,124561.59820843529
84.08,84.07,0.11907149304753939,3.197783641596963e12,180.169126632,2.243616566286148e7,124528.35889407355
84.09,84.08,0.11912702778250313,3.197783641596963e12,179.9658930454,2.2404875410664707e7,124495.11977812722
84.1,84.09,0.1191826252552451,3.197783641596963e12,179.7627400515,2.237360873765581e7,124461.88087278834
84.11,84.1,0.11923828558270237,3.197783641596963e12,179.5596676865,2.2342365642519273e7,124428.64219111639
84.12,84.11,0.11929400888211271,3.197783641596963e12,179.3566759878,2.2311146123923104e7,124395.40374533217
84.13,84.12,0.11934979527101527,3.197783641596963e12,179.1537649909,2.227995018051534e7,124362.1655489464
84.14,84.13,0.1194056448672529,3.197783641596963e12,178.9509347344,2.2248777810923498e7,124328.92761328831
84.15,84.14,0.11946155778897187,3.197783641596963e12,178.7481852533,2.2217629013767667e7,124295.68995222844
84.16,84.15,0.11951753415462335,3.197783641596963e12,178.5455165851,2.218650378765837e7,124262.45257793207
84.17,84.16,0.11957357408296503,3.197783641596963e12,178.3429287671,2.2155402131173596e7,124229.21550260385
84.18,84.17,0.1196296776930612,3.197783641596963e12,178.1404218341,2.212432404289242e7,124195.97874028013
84.19,84.18,0.1196858451042838,3.197783641596963e12,177.9379958252,2.2093269521367986e7,124162.74230194002
84.2,84.19,0.11974207643631483,3.197783641596963e12,177.735650775,2.2062238565140866e7,124129.50620171304
84.21,84.2,0.11979837180914517,3.197783641596963e12,177.5333867217,2.2031231172738694e7,124096.2704512289
84.22,84.21,0.11985473134307759,3.197783641596963e12,177.3312037017,2.200024734266904e7,124063.03506334421
84.23,84.22,0.11991115515872691,3.197783641596963e12,177.1291017514,2.196928707342673e7,124029.80005092862
84.24,84.23,0.11996764337702075,3.197783641596963e12,176.9270809065,2.193835036347986e7,123996.56542727644
84.25,84.24,0.12002419611920134,3.197783641596963e12,176.725141205,2.1907437211306293e7,123963.33120421055
84.26,84.25,0.12008081350682616,3.197783641596963e12,176.523282683,2.1876547615358774e7,123930.09739482704
84.27,84.26,0.12013749566176876,3.197783641596963e12,176.3215053774,2.1845681574044738e7,123896.86401148891
84.28,84.27,0.12019424270622053,3.197783641596963e12,176.1198093244,2.18148390858021e7,123863.63106730793
84.29,84.28,0.12025105476269098,3.197783641596963e12,175.918194561,2.1784020149025545e7,123830.39857467324
84.3,84.29,0.12030793195400931,3.197783641596963e12,175.7166611233,2.175322476209724e7,123797.16654662046
84.31,84.3,0.12036487440332551,3.197783641596963e12,175.5152090486,2.172245292339468e7,123763.93499539832
84.32,84.31,0.12042188223411074,3.197783641596963e12,175.3138383727,2.1691704631269034e7,123730.70393424734
84.33,84.32,0.12047895557015932,3.197783641596963e12,175.1125491328,2.16609798840639e7,123697.4733754625
84.34,84.33,0.12053609453558987,3.197783641596963e12,174.911341365,2.1630278680086203e7,123664.24333199042
84.35,84.34,0.12059329925484488,3.197783641596963e12,174.7102151063,2.159960101766606e7,123631.01381635918
84.36,84.35,0.120650569852694,3.197783641596963e12,174.5091703932,2.1568946895089425e7,123597.78484128241
84.37,84.36,0.12070790645423353,3.197783641596963e12,174.3082072615,2.1538316310629237e7,123564.5564199803
84.38,84.37,0.12076530918488773,3.197783641596963e12,174.1073257485,2.150770926254664e7,123531.32856462784
84.39,84.38,0.12082277817041093,3.197783641596963e12,173.9065258907,2.147712574909449e7,123498.1012880036
84.4,84.39,0.12088031353688757,3.197783641596963e12,173.7058077236,2.144656576850492e7,123464.87460356312
84.41,84.4,0.12093791541073363,3.197783641596963e12,173.5051712852,2.1416029318993315e7,123431.64852297463
84.42,84.41,0.12099558391869812,3.197783641596963e12,173.3046166111,2.138551639875943e7,123398.42305960652
84.43,84.42,0.12105331918786359,3.197783641596963e12,173.1041437381,2.1355027005988702e7,123365.1982259769
84.44,84.43,0.12111112134564801,3.197783641596963e12,172.9037527024,2.1324561138852533e7,123331.97403503513
84.45,84.44,0.12116899051980494,3.197783641596963e12,172.7034435411,2.1294118795499906e7,123298.75049904449
84.46,84.45,0.1212269268384258,3.197783641596963e12,172.5032162893,2.1263699974084415e7,123265.52763180772
84.47,84.46,0.1212849304299401,3.197783641596963e12,172.303070985,2.123330467271895e7,123232.30544490663
84.48,84.47,0.12134300142311694,3.197783641596963e12,172.1030076636,2.120293288950996e7,123199.08395182803
84.49,84.48,0.12140113994706624,3.197783641596963e12,171.9030263618,2.117258462255741e7,123165.8631651778
84.5,84.49,0.12145934613123988,3.197783641596963e12,171.7031271164,2.1142259869942565e7,123132.64309746628
84.51,84.5,0.12151762010543285,3.197783641596963e12,171.5033099642,2.1111958629716314e7,123099.42376111151
84.52,84.51,0.12157596199978414,3.197783641596963e12,171.3035749399,2.1081680899941847e7,123066.20517019641
84.53,84.52,0.1216343719447786,3.197783641596963e12,171.103922081,2.1051426678640623e7,123032.98733663715
84.54,84.53,0.12169285007124725,3.197783641596963e12,170.9043514245,2.1021195963833403e7,122999.77027278845
84.55,84.54,0.1217513965103689,3.197783641596963e12,170.7048630061,2.099098875353074e7,122966.55399196592
84.56,84.55,0.12181001139367179,3.197783641596963e12,170.5054568619,2.09608050457053e7,122933.33850706252
84.57,84.56,0.12186869485303403,3.197783641596963e12,170.3061330294,2.0930644838339977e7,122900.12383010724
84.58,84.57,0.12192744702068507,3.197783641596963e12,170.1068915433,2.090050812938519e7,122866.90997504383
84.59,84.58,0.1219862680292072,3.197783641596963e12,169.9077324417,2.0870394916781798e7,122833.69695339205
84.6,84.59,0.1220451580115363,3.197783641596963e12,169.7086557596,2.084030519845832e7,122800.48477892346
84.61,84.6,0.12210411710096349,3.197783641596963e12,169.5096615336,2.081023897232803e7,122767.27346425058
84.62,84.61,0.12216314543113595,3.197783641596963e12,169.310749801,2.0780196236282445e7,122734.06302143559
84.63,84.62,0.12222224313605827,3.197783641596963e12,169.111920597,2.0750176988206513e7,122700.85346410888
84.64,84.63,0.122281410350094,3.197783641596963e12,168.9131739591,2.0720181225962166e7,122667.64480418367
84.65,84.64,0.12234064720796647,3.197783641596963e12,168.714509922,2.069020894740411e7,122634.4370556486
84.66,84.65,0.12239995384476011,3.197783641596963e12,168.5159285238,2.066026015036485e7,122601.23022997758
84.67,84.66,0.12245933039592215,3.197783641596963e12,168.3174297991,2.063033483266251e7,122568.0243411893
