LE,HLE,param1,param2,dLE,WTP,WTP_1y
84.0,55.0,0.2025250661431627,5.945388016175007,-50.9962973218,-3.3313414088713587e6,65325.16248875328
85.0,55.0,0.18383620879514592,6.249503877623736,-56.1868146999,-3.50836578627319e6,62441.08702391762
86.0,55.0,0.1668736592378937,6.561645174196586,-61.9044492943,-3.716165113254982e6,60030.662668331934
87.0,55.0,0.15147767370567888,6.88202236595882,-68.2027152767,-3.935783305501896e6,57707.13511235339
88.0,55.0,0.1375033363199581,7.210855631197748,-75.1405569151,-4.167899818795851e6,55468.04535272593
89.0,55.0,0.12481917670999906,7.548375139758862,-82.7829083652,-4.413234339175351e6,53310.93611384366
90.0,55.0,0.1133059143139774,7.894821525713153,-91.201291412,-4.672549251128886e6,51233.3671901721
91.0,55.0,0.1028553237992341,8.250446188762957,-100.4744901797,-4.946652234949196e6,49232.91699317947
92.0,55.0,0.09336920575823,8.61551177466663,-110.6892870702,-5.236399096597762e6,47307.189658533054
93.0,55.0,0.08475845418448752,8.990292635399578,-121.9412747834,-5.54269479968301e6,45453.80396857671
