LE,HLE,param1,param2,dHLE,WTP,WTP_1y
90.0,73.0,0.16946330227078477,0.039063742239914184,43.6583227427,4.336128395178057e7,993196.2848717294
91.0,73.0,0.18423656007378927,0.034453370430792725,35.2916906539,2.843344055590658e7,805669.5507945146
92.0,73.0,0.20280785045800861,NaN,NaN,NaN,NaN
93.0,73.0,0.22711669080954483,NaN,NaN,NaN,NaN
94.0,73.0,0.2608468358242668,NaN,NaN,NaN,NaN
95.0,73.0,0.31215219477818706,NaN,NaN,NaN,NaN
96.0,73.0,0.4044407960196516,NaN,NaN,NaN,NaN
97.0,73.0,0.6587202118974661,NaN,NaN,NaN,NaN
70.0,74.0,0.0742999538610056,NaN,NaN,NaN,NaN
71.0,74.0,0.07624861731878946,NaN,NaN,NaN,NaN
72.0,74.0,0.07830654333222753,NaN,NaN,NaN,NaN
73.0,74.0,0.08048552223061191,NaN,NaN,NaN,NaN
74.0,74.0,0.0827990876122038,NaN,NaN,NaN,NaN
75.0,74.0,0.08526285741013512,0.18058816204838696,364.5318220509,1.5571244650537008e6,4271.573483744522
76.0,74.0,0.08789496102193256,0.13316029114106076,322.2659073449,4.556043837959725e6,14137.529704883402
77.0,74.0,0.09071657006709284,0.11137537555848152,286.3749647273,8.362715901265318e6,29201.979681529418
78.0,74.0,0.09375259183397384,0.09790856493673109,254.8193140688,1.2700610136060964e7,49841.63065689699
79.0,74.0,0.09703253712518256,0.08838887506890361,226.5874265465,1.7359068329006396e7,76610.9072934106
80.0,74.0,0.1005916938307315,0.08110832200821097,201.1221477393,2.20619183557015e7,109694.12669706947
81.0,74.0,0.10447261531724421,0.07523905004834333,177.9918269538,2.687837324481073e7,151009.0306100816
82.0,74.0,0.1087271959127716,0.07032225866355184,156.9259597052,3.159054668688733e7,201308.60914429397
83.0,74.0,0.11341945425679179,0.06607849309564341,137.7098788658,3.608847233959788e7,262061.608337965
84.0,74.0,0.11862945979398211,0.06232451274157887,120.1724606938,4.026689547857538e7,335075.9004692066
85.0,74.0,0.12445888695447657,0.05893218435973886,104.1725323155,4.401871027054134e7,422555.82438204513
86.0,74.0,0.13103918969947984,0.055805985314670244,89.5900369241,4.722714804388422e7,527147.3220163387
87.0,74.0,0.13854386673845348,0.052869213573841584,76.3210022887,4.975476337517862e7,651914.4387932816
88.0,74.0,0.1472075599687115,0.05005395484163306,64.2745710176,5.142539829575984e7,800089.3274212328
89.0,74.0,0.1573569692421161,0.047291296870374706,53.3715107935,5.1990320418254405e7,974121.2052139658
90.0,74.0,0.16946330227078477,0.04449670863284843,43.5444808167,5.105440866929575e7,1.1724656652632672e6
91.0,74.0,0.18423656007378927,0.04153620081902398,34.7408500325,4.787805766682911e7,1.3781487102946322e6
92.0,74.0,0.20280785045800861,0.038099512110900895,26.9356418904,4.0613275588466495e7,1.5077894097983711e6
93.0,74.0,0.22711669080954483,0.03151837604410798,20.3959241813,1.3474851697078649e7,660663.9433104515
94.0,74.0,0.2608468358242668,NaN,NaN,NaN,NaN
95.0,74.0,0.31215219477818706,NaN,NaN,NaN,NaN
96.0,74.0,0.4044407960196516,NaN,NaN,NaN,NaN
97.0,74.0,0.6587202118974661,NaN,NaN,NaN,NaN
70.0,75.0,0.0742999538610056,NaN,NaN,NaN,NaN
71.0,75.0,0.07624861731878946,NaN,NaN,NaN,NaN
72.0,75.0,0.07830654333222753,NaN,NaN,NaN,NaN
73.0,75.0,0.08048552223061191,NaN,NaN,NaN,NaN
74.0,75.0,0.0827990876122038,NaN,NaN,NaN,NaN
75.0,75.0,0.08526285741013512,NaN,NaN,NaN,NaN
76.0,75.0,0.08789496102193256,0.18706236732185821,340.1708579854,1.4549262608434681e6,4277.045568982611
77.0,75.0,0.09071657006709284,0.13736656506846348,299.2989003626,4.272513017027453e6,14275.070880151285
78.0,75.0,0.09375259183397384,0.11467265327182656,264.6652267668,7.861356409139435e6,29703.019566171337
79.0,75.0,0.09703253712518256,0.10070183182964446,234.2886138524,1.1971503233580152e7,51097.247265810816
80.0,75.0,0.1005916938307315,0.09086231237618646,207.2130115981,1.6410337077578336e7,79195.4952587968
81.0,75.0,0.10447261531724421,0.08336392155602278,182.8369145512,2.0915148664172553e7,114392.37374745602
82.0,75.0,0.1087271959127716,0.07734044141713513,160.7770161824,2.5560272797535464e7,158979.6440091759
83.0,75.0,0.11341945425679179,0.07231280479198411,140.7531493793,3.013904155047045e7,214126.9426892332
84.0,75.0,0.11862945979398211,0.06799006407417998,122.5512734098,3.455066722203501e7,281928.25958242646
85.0,75.0,0.12445888695447657,0.06418231797474191,106.0005993178,3.8700687438975886e7,365098.76064896106
86.0,75.0,0.13103918969947984,0.06075783179518913,90.9596796727,4.249568711671151e7,467192.57664081093
87.0,75.0,0.13854386673845348,0.05761977286600349,77.3084002207,4.5837407899679594e7,592916.2648408579
88.0,75.0,0.1472075599687115,0.05469232467562166,64.943112776,4.8615038373027176e7,748578.8145189286
89.0,75.0,0.1573569692421161,0.05191130629426904,53.7737386555,5.0693521676311255e7,942718.9357444148
90.0,75.0,0.16946330227078477,0.04921628561766412,43.7225436048,5.1893510873204455e7,1.186882248714995e6
91.0,75.0,0.18423656007378927,0.04654131438565882,34.7240166658,5.195220217892492e7,1.4961461019598322e6
92.0,75.0,0.20280785045800861,0.043798488879037034,26.7260200196,5.043392477045596e7,1.8870720269411362e6
93.0,75.0,0.22711669080954483,0.040834443273113044,19.6931442905,4.647296954909729e7,2.3598552300008237e6
94.0,75.0,0.2608468358242668,0.0372374070479686,13.6186322254,3.7624644188884154e7,2.7627329651145684e6
95.0,75.0,0.31215219477818706,NaN,NaN,NaN,NaN
96.0,75.0,0.4044407960196516,NaN,NaN,NaN,NaN
97.0,75.0,0.6587202118974661,NaN,NaN,NaN,NaN
70.0,76.0,0.0742999538610056,NaN,NaN,NaN,NaN
71.0,76.0,0.07624861731878946,NaN,NaN,NaN,NaN
72.0,76.0,0.07830654333222753,NaN,NaN,NaN,NaN
73.0,76.0,0.08048552223061191,NaN,NaN,NaN,NaN
74.0,76.0,0.0827990876122038,NaN,NaN,NaN,NaN
75.0,76.0,0.08526285741013512,NaN,NaN,NaN,NaN
76.0,76.0,0.08789496102193256,NaN,NaN,NaN,NaN
77.0,76.0,0.09071657006709284,0.19401369806804175,316.2713104117,1.3567521375465668e6,4289.836266781332
78.0,76.0,0.09375259183397384,0.1418580960103751,276.8353574117,3.9987628799953605e6,14444.552593939576
79.0,76.0,0.09703253712518256,0.11818196700164936,243.4909982506,7.373298098625639e6,30281.604460124927
80.0,76.0,0.1005916938307315,0.10366597644574775,214.3463438888,1.125508989565963e7,52508.89607661616
81.0,76.0,0.10447261531724421,0.09347959837414217,188.4333642631,1.5469259729791515e7,82094.05903400721
82.0,76.0,0.1087271959127716,0.08574383584102607,165.1864881414,1.9871071786048517e7,120294.77719169643
83.0,76.0,0.11341945425679179,0.0795510816571392,144.222046104,2.422753333330777e7,167987.72439989547
84.0,76.0,0.11862945979398211,0.07440031175687155,125.2621418551,2.8654584560073107e7,228756.94232675654
