LE,HLE,param1,param2,dHLE,WTP,WTP_1y
70.43,70.42,0.07512518185220093,3.197783641596963e12,515.2005398749,7.723061627829491e-7,1.4990398941943638e-9
70.44,70.43,0.07514459692983151,3.197783641596963e12,514.9268807406,7.72409341893481e-7,1.5000369388029492e-9
70.45,70.44,0.0751640223280214,3.197783641596963e12,514.6532416162,7.725124942844726e-7,1.5010349334602458e-9
70.46,70.45,0.07518345805699173,3.197783641596963e12,514.3796225486,7.726156199454209e-7,1.502033879408631e-9
70.47,70.46,0.07520290412697746,3.197783641596963e12,514.1060235867,7.727187188658267e-7,1.5030337778867002e-9
70.48,70.47,0.07522236054822642,3.197783641596963e12,513.8324447766,7.728217910351857e-7,1.50403463014327e-9
70.49,70.48,0.07524182733100002,3.197783641596963e12,513.5588861677,7.729248364429965e-7,1.5050364374195675e-9
70.5,70.49,0.07526130448557296,3.197783641596963e12,513.2853478054,7.730278550787574e-7,1.506039200970593e-9
70.51,70.5,0.07528079202223348,3.197783641596963e12,513.0118297385,7.731308469319676e-7,1.5070429220434535e-9
70.52,70.51,0.07530028995128298,3.197783641596963e12,512.738332015,7.732338119921225e-7,1.508047601889655e-9
70.53,70.52,0.07531979828303663,3.197783641596963e12,512.4648546808,7.733367502487225e-7,1.5090532417689642e-9
70.54,70.53,0.07533931702782282,3.197783641596963e12,512.1913977842,7.73439661691265e-7,1.510059842936167e-9
70.55,70.54,0.07535884619598347,3.197783641596963e12,511.9179613745,7.735425463092482e-7,1.5110674066451704e-9
70.56,70.55,0.07537838579787416,3.197783641596963e12,511.6445454963,7.736454040921702e-7,1.5120759341658316e-9
70.57,70.56,0.07539793584386377,3.197783641596963e12,511.3711501991,7.737482350295279e-7,1.5130854267556406e-9
70.58,70.57,0.07541749634433502,3.197783641596963e12,511.0977755293,7.738510391108227e-7,1.5140958856833444e-9
70.59,70.58,0.07543706730968394,3.197783641596963e12,510.8244215354,7.7395381632555e-7,1.515107312213567e-9
70.6,70.59,0.07545664875032025,3.197783641596963e12,510.5510882645,7.740565666632089e-7,1.5161197076171843e-9
70.61,70.6,0.07547624067666742,3.197783641596963e12,510.2777757646,7.741592901132979e-7,1.5171330731645092e-9
70.62,70.61,0.07549584309916238,3.197783641596963e12,510.004484083,7.742619866653151e-7,1.5181474101300427e-9
70.63,70.62,0.0755154560282558,3.197783641596963e12,509.7312132668,7.743646563087601e-7,1.5191627197910038e-9
70.64,70.63,0.07553507947441221,3.197783641596963e12,509.4579633645,7.744672990331298e-7,1.5201790034225542e-9
70.65,70.64,0.07555471344810945,3.197783641596963e12,509.1847344233,7.745699148279223e-7,1.521196262305853e-9
70.66,70.65,0.07557435795983958,3.197783641596963e12,508.9115264906,7.746725036826387e-7,1.522214497723599e-9
70.67,70.66,0.07559401302010807,3.197783641596963e12,508.6383396126,7.747750655867766e-7,1.5232337109642135e-9
70.68,70.67,0.07561367863943441,3.197783641596963e12,508.36517384,7.74877600529835e-7,1.5242539033047838e-9
70.69,70.68,0.07563335482835157,3.197783641596963e12,508.0920292184,7.749801085013118e-7,1.525275076039801e-9
70.7,70.69,0.07565304159740678,3.197783641596963e12,507.8189057951,7.750825894907082e-7,1.5262972304608257e-9
70.71,70.7,0.07567273895716077,3.197783641596963e12,507.5458036185,7.751850434875203e-7,1.5273203678582535e-9
70.72,70.71,0.07569244691818833,3.197783641596963e12,507.2727227358,7.752874704812497e-7,1.528344489528246e-9
70.73,70.72,0.0757121654910781,3.197783641596963e12,506.9996631951,7.753898704613948e-7,1.529369596766408e-9
70.74,70.73,0.07573189468643261,3.197783641596963e12,506.726625043,7.754922434174555e-7,1.5303956908750324e-9
70.75,70.74,0.07575163451486842,3.197783641596963e12,506.4536083281,7.755945893389324e-7,1.5314227731525462e-9
70.76,70.75,0.07577138498701602,3.197783641596963e12,506.1806130975,7.756969082153238e-7,1.5324508449040695e-9
70.77,70.76,0.07579114611351971,3.197783641596963e12,505.9076393989,7.75799200036129e-7,1.5334799074350878e-9
70.78,70.77,0.07581091790503816,3.197783641596963e12,505.6346872795,7.759014647908492e-7,1.5345099620547863e-9
70.79,70.78,0.0758307003722439,3.197783641596963e12,505.3617567879,7.760037024689856e-7,1.5355410100702847e-9
70.8,70.79,0.07585049352582335,3.197783641596963e12,505.088847971,7.76105913060036e-7,1.5365730527960433e-9
70.81,70.8,0.07587029737647735,3.197783641596963e12,504.8159608768,7.762080965535034e-7,1.537606091545383e-9
70.82,70.81,0.0758901119349206,3.197783641596963e12,504.5430955513,7.763102529388858e-7,1.5386401276399066e-9
70.83,70.82,0.07590993721188198,3.197783641596963e12,504.2702520439,7.764123822056864e-7,1.5396751623930707e-9
70.84,70.83,0.07592977321810468,3.197783641596963e12,503.9974304026,7.765144843434058e-7,1.5407111971247859e-9
70.85,70.84,0.07594961996434582,3.197783641596963e12,503.724630673,7.766165593415433e-7,1.5417482331645105e-9
70.86,70.85,0.07596947746137701,3.197783641596963e12,503.4518529045,7.767186071896028e-7,1.5427862718323113e-9
70.87,70.86,0.07598934571998382,3.197783641596963e12,503.1790971442,7.768206278770848e-7,1.5438253144574987e-9
70.88,70.87,0.07600922475096622,3.197783641596963e12,502.9063634389,7.769226213934897e-7,1.5448653623725344e-9
70.89,70.88,0.07602911456513842,3.197783641596963e12,502.6336518372,7.770245877283224e-7,1.5459064169065942e-9
70.9,70.89,0.07604901517332896,3.197783641596963e12,502.3609623873,7.77126526871083e-7,1.5469484793922937e-9
70.91,70.9,0.07606892658638066,3.197783641596963e12,502.088295135,7.772284388112748e-7,1.547991551171883e-9
70.92,70.91,0.0760888488151508,3.197783641596963e12,501.815650129,7.773303235384e-7,1.5490356335809263e-9
70.93,70.92,0.07610878187051082,3.197783641596963e12,501.5430274164,7.774321810419609e-7,1.550080727962164e-9
70.94,70.93,0.0761287257633467,3.197783641596963e12,501.270427046,7.775340113114616e-7,1.5511268356553374e-9
70.95,70.94,0.07614868050455882,3.197783641596963e12,500.9978490639,7.776358143364058e-7,1.5521739580107895e-9
70.96,70.95,0.07616864610506209,3.197783641596963e12,500.7252935188,7.777375901062956e-7,1.5532220963730785e-9
70.97,70.96,0.0761886225757857,3.197783641596963e12,500.4527604581,7.778393386106356e-7,1.5542712520930528e-9
70.98,70.97,0.07620860992767355,3.197783641596963e12,500.1802499289,7.779410598389302e-7,1.5553214265247648e-9
70.99,70.98,0.07622860817168385,3.197783641596963e12,499.9077619794,7.780427537806842e-7,1.5563726210211265e-9
71.0,70.99,0.07624861731878946,3.197783641596963e12,499.6344715545,7.781444204254007e-7,1.557427408890303e-9
71.01,71.0,0.07626863737997791,3.197783641596963e12,499.3686602001,7.782460597625865e-7,1.5584599551176054e-9
71.02,71.01,0.07628866836625109,3.197783641596963e12,499.0962057856,7.783476717817449e-7,1.5595143035731767e-9
71.03,71.02,0.07630871028862561,3.197783641596963e12,498.8237738366,7.784492564723822e-7,1.5605696787165947e-9
71.04,71.03,0.07632876315813288,3.197783641596963e12,498.5513650081,7.785508138240051e-7,1.5616260800155587e-9
71.05,71.04,0.07634882698581867,3.197783641596963e12,498.2723806405,7.786523438261175e-7,1.5627042037232837e-9
71.06,71.05,0.07636890178274378,3.197783641596963e12,498.0000569345,7.78753846468228e-7,1.5637625651329082e-9
71.07,71.06,0.07638898755998336,3.197783641596963e12,497.7285792804,7.788553217398422e-7,1.5648193697574815e-9
71.08,71.07,0.07640908432862761,3.197783641596963e12,497.4562966307,7.789567696304672e-7,1.5658798067415891e-9
71.09,71.08,0.07642919209978144,3.197783641596963e12,497.1840370367,7.790581901296113e-7,1.5669412774652389e-9
71.1,71.09,0.07644931088456433,3.197783641596963e12,496.9118005473,7.791595832267801e-7,1.5680037833044247e-9
71.11,71.1,0.07646944069411088,3.197783641596963e12,496.6395872082,7.79260948911484e-7,1.569067325647571e-9
71.12,71.11,0.07648958153957025,3.197783641596963e12,496.3673970683,7.793622871732295e-7,1.5701319058753357e-9
71.13,71.12,0.07650973343210665,3.197783641596963e12,496.0952301754,7.794635980015253e-7,1.5711975253741852e-9
71.14,71.13,0.07652989638289921,3.197783641596963e12,495.8230865766,7.795648813858825e-7,1.5722641855351505e-9
71.15,71.14,0.07655007040314182,3.197783641596963e12,495.5509663202,7.796661373158086e-7,1.5733318877478038e-9
71.16,71.15,0.0765702555040434,3.197783641596963e12,495.2788694525,7.797673657808138e-7,1.5744006334104224e-9
71.17,71.16,0.07659045169682786,3.197783641596963e12,495.0067960227,7.798685667704081e-7,1.5754704239144324e-9
71.18,71.17,0.07661065899273402,3.197783641596963e12,494.7347460776,7.799697402741029e-7,1.57654126066125e-9
71.19,71.18,0.07663087740301577,3.197783641596963e12,494.4627196655,7.800708862814075e-7,1.5776131450498818e-9
71.2,71.19,0.07665110693894212,3.197783641596963e12,494.1907168333,7.801720047818354e-7,1.5786860784861776e-9
71.21,71.2,0.07667134761179693,3.197783641596963e12,493.9187376295,7.80273095764897e-7,1.5797600623732523e-9
71.22,71.21,0.07669159943287936,3.197783641596963e12,493.646782101,7.803741592201031e-7,1.580835098121715e-9
71.23,71.22,0.07671186241350368,3.197783641596963e12,493.3748502959,7.804751951369692e-7,1.5819111871407343e-9
71.24,71.23,0.07673213656499915,3.197783641596963e12,493.1029422621,7.805762035050051e-7,1.5829883308424956e-9
71.25,71.24,0.07675242189871039,3.197783641596963e12,492.8310580469,7.806771843137271e-7,1.584066530643518e-9
71.26,71.25,0.07677271842599713,3.197783641596963e12,492.5591976977,7.807781375526475e-7,1.5851457879623987e-9
71.27,71.26,0.07679302615823413,3.197783641596963e12,492.2873612627,7.808790632112792e-7,1.5862261042175681e-9
71.28,71.27,0.07681334510681184,3.197783641596963e12,492.0155487896,7.809799612791398e-7,1.5873074808314833e-9
71.29,71.28,0.07683367528313563,3.197783641596963e12,491.7437603257,7.81080831745742e-7,1.5883899192302987e-9
71.3,71.29,0.07685401669862624,3.197783641596963e12,491.4719959191,7.811816746006025e-7,1.5894734208400166e-9
71.31,71.3,0.07687436936471982,3.197783641596963e12,491.2002556166,7.81282489833237e-7,1.5905579870932661e-9
71.32,71.31,0.07689473329286778,3.197783641596963e12,490.9285394682,7.813832774331618e-7,1.591643619414748e-9
71.33,71.32,0.07691510849453705,3.197783641596963e12,490.6568475186,7.814840373898945e-7,1.5927303192487694e-9
71.34,71.33,0.07693549498120975,3.197783641596963e12,490.3851798169,7.815847696929513e-7,1.593818088027822e-9
71.35,71.34,0.07695589276438362,3.197783641596963e12,490.113536412,7.816854743318511e-7,1.5949069271874782e-9
71.36,71.35,0.07697630185557178,3.197783641596963e12,489.8419173485,7.817861512961129e-7,1.595996838179751e-9
71.37,71.36,0.07699672226630289,3.197783641596963e12,489.5703226773,7.81886800575254e-7,1.5970878224386045e-9
71.38,71.37,0.07701715400812102,3.197783641596963e12,489.2987524442,7.819874221587952e-7,1.5981798814170769e-9
71.39,71.38,0.07703759709258584,3.197783641596963e12,489.0272066971,7.820880160362556e-7,1.5992730165638318e-9
71.4,71.39,0.07705805153127258,3.197783641596963e12,488.7556854842,7.821885821971558e-7,1.6003672293290215e-9
71.41,71.4,0.0770785173357721,3.197783641596963e12,488.4841888539,7.822891206310175e-7,1.6014625211646126e-9
71.42,71.41,0.07709899451769085,3.197783641596963e12,488.2127168524,7.823896313273612e-7,1.602558893532261e-9
71.43,71.42,0.07711948308865084,3.197783641596963e12,487.9412695286,7.824901142757093e-7,1.603656347887263e-9
71.44,71.43,0.07713998306028982,3.197783641596963e12,487.6698469289,7.825905694655842e-7,1.6047548856956134e-9
71.45,71.44,0.07716049444426129,3.197783641596963e12,487.3984491022,7.826909968865082e-7,1.605854508417588e-9
71.46,71.45,0.07718101725223442,3.197783641596963e12,487.1270760949,7.827913965280077e-7,1.6069552175242003e-9
71.47,71.46,0.07720155149589418,3.197783641596963e12,486.8557279565,7.828917683796045e-7,1.608057014478743e-9
71.48,71.47,0.07722209718694126,3.197783641596963e12,486.5844047335,7.829921124308246e-7,1.6091599007569216e-9
71.49,71.48,0.07724265433709206,3.197783641596963e12,486.3131064743,7.830924286711921e-7,1.610263877830683e-9
71.5,71.49,0.07726322295807908,3.197783641596963e12,486.0418332256,7.83192717090234e-7,1.6113689471801273e-9
71.51,71.5,0.07728380306165053,3.197783641596963e12,485.7705850362,7.832929776774779e-7,1.6124751102809289e-9
71.52,71.51,0.07730439465957033,3.197783641596963e12,485.4993619525,7.833932104224483e-7,1.6135823686192473e-9
71.53,71.52,0.0773249977636187,3.197783641596963e12,485.228164024,7.834934153146754e-7,1.6146907236734982e-9
71.54,71.53,0.07734561238559144,3.197783641596963e12,484.9569912968,7.835935923436857e-7,1.6158001769359298e-9
71.55,71.54,0.07736623853730049,3.197783641596963e12,484.6858438194,7.836937414990088e-7,1.6169107298933674e-9
71.56,71.55,0.07738687623057387,3.197783641596963e12,484.4147216396,7.837938627701755e-7,1.6180223840375166e-9
71.57,71.56,0.07740752547725545,3.197783641596963e12,484.1436248052,7.838939561467139e-7,1.6191351408626343e-9
71.58,71.57,0.07742818628920521,3.197783641596963e12,483.872553363,7.839940216181577e-7,1.6202490018689018e-9
71.59,71.58,0.07744885867829929,3.197783641596963e12,483.6015073619,7.840940591740358e-7,1.6213639685520338e-9
71.6,71.59,0.07746954265642986,3.197783641596963e12,483.3304868489,7.841940688038815e-7,1.6224800424166875e-9
71.61,71.6,0.07749023823550513,3.197783641596963e12,483.0594918716,7.842940504972277e-7,1.6235972249680946e-9
71.62,71.61,0.07751094542744981,3.197783641596963e12,482.7885224787,7.843940042436076e-7,1.6247155177103742e-9
71.63,71.62,0.0775316642442043,3.197783641596963e12,482.517974414,7.844939300325548e-7,1.625833588863282e-9
71.64,71.63,0.07755239469772572,3.197783641596963e12,482.2470525372,7.845938278536057e-7,1.6269541176575322e-9
71.65,71.64,0.07757313679998706,3.197783641596963e12,481.9729994883,7.846936976962946e-7,1.628086425026685e-9
71.66,71.65,0.07759389056297777,3.197783641596963e12,481.702159343,7.847935395501577e-7,1.6292090959703151e-9
71.67,71.66,0.07761465599870368,3.197783641596963e12,481.4313451087,7.848933534047318e-7,1.6303328841779397e-9
71.68,71.67,0.07763543311918669,3.197783641596963e12,481.1637268644,7.84993139249555e-7,1.631447042704404e-9
71.69,71.68,0.0776562219364652,3.197783641596963e12,480.8929341651,7.850928970741665e-7,1.6325731598390022e-9
71.7,71.69,0.07767702246259418,3.197783641596963e12,480.6217722254,7.851926268681038e-7,1.6337017427081258e-9
71.71,71.7,0.07769783470964468,3.197783641596963e12,480.3510352815,7.85292328620907e-7,1.634830094954833e-9
71.72,71.71,0.07771865868970443,3.197783641596963e12,480.0803243984,7.853920023221171e-7,1.6359595726117508e-9
71.73,71.72,0.07773949441487753,3.197783641596963e12,479.8096396243,7.854916479612744e-7,1.6370901772134657e-9
71.74,71.73,0.07776034189728463,3.197783641596963e12,479.5389810076,7.85591265527922e-7,1.6382219102965302e-9
71.75,71.74,0.07778120114906292,3.197783641596963e12,479.2683485942,7.856908550116017e-7,1.6393547734086898e-9
71.76,71.75,0.07780207218236608,3.197783641596963e12,478.9977424327,7.857904164018579e-7,1.6404887680911412e-9
71.77,71.76,0.07782295500936441,3.197783641596963e12,478.7271625714,7.858899496882348e-7,1.6416238958887628e-9
71.78,71.77,0.07784384964224475,3.197783641596963e12,478.456609058,7.859894548602758e-7,1.642760158351153e-9
71.79,71.78,0.07786475609321086,3.197783641596963e12,478.1860819392,7.860889319075288e-7,1.6438975570340372e-9
71.8,71.79,0.0778856743744829,3.197783641596963e12,477.9155812633,7.861883808195391e-7,1.6450360934903294e-9
71.81,71.8,0.07790660449829774,3.197783641596963e12,477.6451070785,7.862878015858543e-7,1.646175769275973e-9
71.82,71.81,0.07792754647690919,3.197783641596963e12,477.3746594316,7.863871941960236e-7,1.6473165859544333e-9
71.83,71.82,0.07794850032258756,3.197783641596963e12,477.1042383717,7.864865586395941e-7,1.6484585450839406e-9
71.84,71.83,0.07796946604762028,3.197783641596963e12,476.8338439459,7.865858949061178e-7,1.6496016482323374e-9
71.85,71.84,0.07799044366431111,3.197783641596963e12,476.5634762013,7.866852029851428e-7,1.6507458969701816e-9
71.86,71.85,0.07801143318498116,3.197783641596963e12,476.293135186,7.86784482866223e-7,1.6518912928673036e-9
71.87,71.86,0.07803243462196817,3.197783641596963e12,476.0228209492,7.868837345389102e-7,1.6530378374924266e-9
71.88,71.87,0.0780534479876267,3.197783641596963e12,475.7525335361,7.869829579927563e-7,1.6541855324308857e-9
71.89,71.88,0.07807447329432857,3.197783641596963e12,475.4822729955,7.870821532173158e-7,1.655334379258267e-9
71.9,71.89,0.07809551055446219,3.197783641596963e12,475.2120393763,7.871813202021445e-7,1.6564843795525335e-9
71.91,71.9,0.07811655978043315,3.197783641596963e12,474.9418327246,7.872804589367969e-7,1.6576355349041442e-9
71.92,71.91,0.0781376209846643,3.197783641596963e12,474.6716530898,7.873795694108304e-7,1.658787846894812e-9
71.93,71.92,0.07815869417959499,3.197783641596963e12,474.4015005179,7.874786516138027e-7,1.6599413171208757e-9
71.94,71.93,0.07817977937768214,3.197783641596963e12,474.1313750574,7.875777055352712e-7,1.6610959471727098e-9
71.95,71.94,0.07820087659139952,3.197783641596963e12,473.8612767569,7.876767311647954e-7,1.6622517386430983e-9
71.96,71.95,0.07822198583323818,3.197783641596963e12,473.5912056629,7.877757284919359e-7,1.663408693134963e-9
71.97,71.96,0.0782431071157063,3.197783641596963e12,473.3211618236,7.878746975062533e-7,1.66456681224805e-9
71.98,71.97,0.0782642404513293,3.197783641596963e12,473.0511452876,7.879736381973109e-7,1.6657260975834824e-9
71.99,71.98,0.0782853858526497,3.197783641596963e12,472.7811561011,7.880725505546695e-7,1.666886550753616e-9
72.0,71.99,0.07830654333222753,3.197783641596963e12,472.5111943124,7.881714345678952e-7,1.6680481733662313e-9
72.01,72.0,0.07832771290263978,3.197783641596963e12,472.2412599704,7.882702902265503e-7,1.6692109670297742e-9
72.02,72.01,0.07834889457648109,3.197783641596963e12,471.9713531213,7.883691175202026e-7,1.670374933365047e-9
72.03,72.02,0.07837008836636335,3.197783641596963e12,471.7014738133,7.884679164384184e-7,1.6715400739886067e-9
72.04,72.03,0.07839129428491566,3.197783641596963e12,471.4316220949,7.885666869707642e-7,1.6727063905187599e-9
72.05,72.04,0.07841251234478472,3.197783641596963e12,471.1617980133,7.886654291068096e-7,1.673873884581252e-9
72.06,72.05,0.07843374255863472,3.197783641596963e12,470.8920016161,7.887641428361248e-7,1.6750425578032511e-9
72.07,72.06,0.07845498493914718,3.197783641596963e12,470.6222329509,7.888628281482786e-7,1.6762124118147657e-9
72.08,72.07,0.07847623949902124,3.197783641596963e12,470.3524920665,7.889614850328433e-7,1.6773834482443802e-9
72.09,72.08,0.07849750625097356,3.197783641596963e12,470.0827790099,7.890601134793934e-7,1.6785556687299444e-9
72.1,72.09,0.07851878520773815,3.197783641596963e12,469.8130938286,7.891587134774992e-7,1.679729074910383e-9
72.11,72.1,0.07854007638206698,3.197783641596963e12,469.5434365703,7.892572850167375e-7,1.6809036684267867e-9
72.12,72.11,0.07856137978672945,3.197783641596963e12,469.2738072843,7.893558280866828e-7,1.682079450917378e-9
72.13,72.12,0.0785826954345127,3.197783641596963e12,469.0042060167,7.894543426769125e-7,1.6832564240347178e-9
72.14,72.13,0.0786040233382214,3.197783641596963e12,468.7346328155,7.895528287770035e-7,1.6844345894274503e-9
72.15,72.14,0.07862536351067818,3.197783641596963e12,468.4650877291,7.896512863765359e-7,1.6856139487456722e-9
72.16,72.15,0.07864671596472318,3.197783641596963e12,468.1955708052,7.897497154650876e-7,1.6867945036448778e-9
72.17,72.16,0.07866808071321463,3.197783641596963e12,467.9260820906,7.898481160322412e-7,1.687976255786722e-9
72.18,72.17,0.07868945776902825,3.197783641596963e12,467.6566216346,7.899464880675774e-7,1.6891592068267476e-9
72.19,72.18,0.07871084714505779,3.197783641596963e12,467.3871894836,7.900448315606794e-7,1.6903433584338773e-9
72.2,72.19,0.07873224885421493,3.197783641596963e12,467.1177856858,7.901431465011319e-7,1.6915287122734611e-9
72.21,72.2,0.07875366290942899,3.197783641596963e12,466.8484102892,7.902414328785182e-7,1.6927152700144893e-9
72.22,72.21,0.07877508932364773,3.197783641596963e12,466.5790633417,7.903396906824272e-7,1.6939030333292526e-9
72.23,72.22,0.07879652810983641,3.197783641596963e12,466.3097448902,7.90437919902444e-7,1.6950920038966055e-9
72.24,72.23,0.07881797928097835,3.197783641596963e12,466.0404549836,7.905361205281581e-7,1.6962821833910903e-9
72.25,72.24,0.07883944285007531,3.197783641596963e12,465.771193669,7.906342925491594e-7,1.6974735734967395e-9
72.26,72.25,0.0788609188301466,3.197783641596963e12,465.5019609947,7.907324359550372e-7,1.6986661758961744e-9
72.27,72.26,0.07888240723423003,3.197783641596963e12,465.2327570077,7.908305507353851e-7,1.699859992279727e-9
72.28,72.27,0.07890390807538131,3.197783641596963e12,464.963581756,7.909286368797948e-7,1.7010550243370507e-9
72.29,72.28,0.0789254213666744,3.197783641596963e12,464.694435288,7.910266943778601e-7,1.7022512737593074e-9
72.3,72.29,0.0789469471212015,3.197783641596963e12,464.4265660834,7.911247232191776e-7,1.7034441631771563e-9
72.31,72.3,0.07896848535207292,3.197783641596963e12,464.1574445414,7.912227233933432e-7,1.704642966946469e-9
72.32,72.31,0.07899003607241736,3.197783641596963e12,463.8784148404,7.913206948899547e-7,1.7058795356154114e-9
72.33,72.32,0.07901159929538179,3.197783641596963e12,463.6096130394,7.914186376986099e-7,1.7070798694403926e-9
72.34,72.33,0.07903317503413151,3.197783641596963e12,463.3408390257,7.915165518089102e-7,1.7082814315985803e-9
72.35,72.34,0.07905476330185002,3.197783641596963e12,463.0720952241,7.916144372104565e-7,1.709484215038613e-9
72.36,72.35,0.07907636411173943,3.197783641596963e12,462.8132208574,7.917122938928496e-7,1.7106518530869467e-9
72.37,72.36,0.07909797747702023,3.197783641596963e12,462.5442742188,7.918101218456963e-7,1.7118580122583935e-9
72.38,72.37,0.07911960341093127,3.197783641596963e12,462.2741327109,7.919079210585984e-7,1.7130699405883627e-9
72.39,72.38,0.07914124192672999,3.197783641596963e12,462.0052771325,7.920056915211635e-7,1.7142784524818784e-9
72.4,72.39,0.07916289303769225,3.197783641596963e12,461.7364508626,7.921034332229979e-7,1.7154882005594701e-9
72.41,72.4,0.07918455675711263,3.197783641596963e12,461.4676539494,7.922011461537125e-7,1.716699186549221e-9
72.42,72.41,0.07920623309830417,3.197783641596963e12,461.1988864399,7.922988303029131e-7,1.717911412186724e-9
72.43,72.42,0.07922792207459853,3.197783641596963e12,460.9301483836,7.923964856602143e-7,1.7191248792013449e-9
72.44,72.43,0.07924962369934609,3.197783641596963e12,460.6614398274,7.924941122152275e-7,1.720339589335192e-9
72.45,72.44,0.0792713379859159,3.197783641596963e12,460.3927608188,7.925917099575665e-7,1.721555544331229e-9
72.46,72.45,0.07929306494769568,3.197783641596963e12,460.1241114055,7.926892788768445e-7,1.7227727459347595e-9
72.47,72.46,0.07931480459809198,3.197783641596963e12,459.85666899,7.927868189626797e-7,1.723986782020377e-9
72.48,72.47,0.07933655695053017,3.197783641596963e12,459.588023465,7.928843302046896e-7,1.725206684514641e-9
72.49,72.48,0.07935832201845427,3.197783641596963e12,459.310061079,7.92981812592491e-7,1.7264629708516236e-9
72.5,72.49,0.07938009981532734,3.197783641596963e12,459.0419178509,7.930792661157062e-7,1.7276837588790832e-9
72.51,72.5,0.07940189035463117,3.197783641596963e12,458.7738031931,7.931766907639557e-7,1.728905803346631e-9
72.52,72.51,0.07942369364986672,3.197783641596963e12,458.5057194648,7.932740865268631e-7,1.730129097305107e-9
72.53,72.52,0.07944550971455361,3.197783641596963e12,458.2468740037,7.933714533940509e-7,1.7313188554072822e-9
72.54,72.53,0.0794673385622306,3.197783641596963e12,457.9784087306,7.934687913551456e-7,1.73254628652569e-9
72.55,72.54,0.07948918020645548,3.197783641596963e12,457.7088308348,7.935661003997745e-7,1.7337793088947304e-9
72.56,72.55,0.07951103466080515,3.197783641596963e12,457.4383523644,7.936633805175657e-7,1.7350171370968158e-9
72.57,72.56,0.07953290193887545,3.197783641596963e12,457.1702054016,7.937606316981484e-7,1.7362475120198863e-9
72.58,72.57,0.07955478205428142,3.197783641596963e12,456.9189130466,7.938578539311532e-7,1.7374151764433304e-9
72.59,72.58,0.0795766750206574,3.197783641596963e12,456.6498712422,7.939550472062132e-7,1.738651639266776e-9
72.6,72.59,0.07959858085165662,3.197783641596963e12,456.3800040964,7.94052211512962e-7,1.7398926429415525e-9
72.61,72.6,0.07962049956095191,3.197783641596963e12,457.9515627528,7.941493468410353e-7,1.7341339378062418e-9
72.62,72.61,0.079642431162235,3.197783641596963e12,455.8247895022,7.942464531800686e-7,1.7424380408258495e-9
72.63,72.62,0.07966437566921712,3.197783641596963e12,455.5568206418,7.943435305197012e-7,1.743676078432126e-9
72.64,72.63,0.07968633309562889,3.197783641596963e12,455.2920430239,7.94440578849571e-7,1.7449032791637603e-9
72.65,72.64,0.0797083034552202,3.197783641596963e12,455.0237044689,7.945375981593212e-7,1.746145509247038e-9
72.66,72.65,0.07973028676176021,3.197783641596963e12,454.7476325637,7.946345884385906e-7,1.7474188572653647e-9
72.67,72.66,0.0797522830290379,3.197783641596963e12,454.4797045532,7.947315496770273e-7,1.748662353269063e-9
72.68,72.67,0.07977429227086127,3.197783641596963e12,454.2069281616,7.948284818642742e-7,1.749925931516144e-9
72.69,72.68,0.07979631450105815,3.197783641596963e12,453.9325506596,7.949253849899774e-7,1.751197141149908e-9
72.7,72.69,0.07981834973347576,3.197783641596963e12,453.6915023195,7.950222590437868e-7,1.7523410841491005e-9
72.71,72.7,0.079840397981981,3.197783641596963e12,453.4145953825,7.951191040153515e-7,1.7536248548518602e-9
72.72,72.71,0.07986245926046025,3.197783641596963e12,453.1470151389,7.952159198943237e-7,1.7548740107017406e-9
72.73,72.72,0.0798845335828197,3.197783641596963e12,452.8976808317,7.953127066703543e-7,1.7560538292221864e-9
72.74,72.73,0.07990662096298498,3.197783641596963e12,452.6144588651,7.95409464333099e-7,1.7573664489807377e-9
72.75,72.74,0.07992872141490172,3.197783641596963e12,452.3488025776,7.955061928722125e-7,1.7586123547563592e-9
72.76,72.75,0.07995083495253516,3.197783641596963e12,452.0817812748,7.956028922773537e-7,1.7598649740626084e-9
72.77,72.76,0.07997296158987033,3.197783641596963e12,451.8012652089,7.956995625381803e-7,1.761171611970302e-9
72.78,72.77,0.07999510134091212,3.197783641596963e12,451.5317406656,7.957962036443533e-7,1.7624369052578125e-9
72.79,72.78,0.08001725421968513,3.197783641596963e12,451.2737422018,7.958928155855346e-7,1.763658598220918e-9
72.8,72.79,0.08003942024023417,3.197783641596963e12,451.0063817547,7.959893983513874e-7,1.7649182595919938e-9
72.81,72.8,0.08006159941662372,3.197783641596963e12,450.7355760233,7.960859519315777e-7,1.766192850706831e-9
72.82,72.81,0.08008379176293828,3.197783641596963e12,450.4678514352,7.961824763157712e-7,1.767456820235045e-9
72.83,72.82,0.08010599729328252,3.197783641596963e12,450.2176603094,7.962789714936372e-7,1.7686533463534412e-9
72.84,72.83,0.08012821602178086,3.197783641596963e12,449.9513623974,7.963754374548463e-7,1.7699144930057625e-9
72.85,72.84,0.08015044796257795,3.197783641596963e12,449.6850905213,7.964718741890677e-7,1.7711769657867754e-9
72.86,72.85,0.08017269312983871,3.197783641596963e12,449.4188534392,7.965682816859766e-7,1.772440732270572e-9
72.87,72.86,0.08019495153774785,3.197783641596963e12,449.1349133357,7.966646599352472e-7,1.7737758439183967e-9
72.88,72.87,0.0802172232005106,3.197783641596963e12,448.8673814546,7.967610089265559e-7,1.7750476908002797e-9
